Image 0, true label: 7, predicted label: 7, accumulative accuracy: 1.0
Image 86, true label: 7, predicted label: 7, accumulative accuracy: 0.9885057471264368
Image 87, true label: 3, predicted label: 3, accumulative accuracy: 0.9886363636363636
Image 88, true label: 6, predicted label: 6, accumulative accuracy: 0.9887640449438202
Image 89, true label: 1, predicted label: 1, accumulative accuracy: 0.9888888888888889
Image 90, true label: 3, predicted label: 3, accumulative accuracy: 0.989010989010989
Image 91, true label: 6, predicted label: 6, accumulative accuracy: 0.9891304347826086
Image 92, true label: 9, predicted label: 9, accumulative accuracy: 0.989247311827957
Image 93, true label: 3, predicted label: 3, accumulative accuracy: 0.9893617021276596
Image 94, true label: 1, predicted label: 1, accumulative accuracy: 0.9894736842105263
Image 95, true label: 4, predicted label: 4, accumulative accuracy: 0.9895833333333334
Image 96, true label: 1, predicted label: 9, accumulative accuracy: 0.979381443298969
Image 97, true label: 7, predicted label: 7, accumulative accuracy: 0.9795918367346939
Image 98, true label: 6, predicted label: 6, accumulative accuracy: 0.9797979797979798
Image 99, true label: 9, predicted label: 9, accumulative accuracy: 0.98
total cycles (32767 Hz): 1387301
Image 100, true label: 6, predicted label: 6, accumulative accuracy: 0.9801980198019802
Image 101, true label: 0, predicted label: 0, accumulative accuracy: 0.9803921568627451
Image 102, true label: 5, predicted label: 5, accumulative accuracy: 0.9805825242718447
Image 103, true label: 4, predicted label: 4, accumulative accuracy: 0.9807692307692307
Image 104, true label: 9, predicted label: 9, accumulative accuracy: 0.9809523809523809
Image 105, true label: 9, predicted label: 9, accumulative accuracy: 0.9811320754716981
Image 106, true label: 2, predicted label: 2, accumulative accuracy: 0.9813084112149533
Image 107, true label: 1, predicted label: 1, accumulative accuracy: 0.9814814814814815
Image 108, true label: 9, predicted label: 9, accumulative accuracy: 0.981651376146789
Image 109, true label: 4, predicted label: 4, accumulative accuracy: 0.9818181818181818
