Image 0, true label: 3, predicted label: 3, accumulative accuracy: 1.0
Image 111, true label: 0, predicted label: 0, accumulative accuracy: 0.8214285714285714
Image 112, true label: 6, predicted label: 2, accumulative accuracy: 0.8141592920353983
Image 113, true label: 2, predicted label: 2, accumulative accuracy: 0.8157894736842105
Image 114, true label: 1, predicted label: 1, accumulative accuracy: 0.8173913043478261
Image 115, true label: 3, predicted label: 3, accumulative accuracy: 0.8189655172413793
Image 116, true label: 0, predicted label: 0, accumulative accuracy: 0.8205128205128205
Image 117, true label: 4, predicted label: 9, accumulative accuracy: 0.8135593220338984
Image 118, true label: 2, predicted label: 6, accumulative accuracy: 0.8067226890756303
Image 119, true label: 7, predicted label: 7, accumulative accuracy: 0.8083333333333333
Running ResNet3 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 711972
Image 120, true label: 8, predicted label: 8, accumulative accuracy: 0.8099173553719008
Image 121, true label: 3, predicted label: 3, accumulative accuracy: 0.8114754098360656
Image 122, true label: 1, predicted label: 1, accumulative accuracy: 0.8130081300813008
Image 123, true label: 2, predicted label: 2, accumulative accuracy: 0.8145161290322581
Image 124, true label: 8, predicted label: 8, accumulative accuracy: 0.816
Image 125, true label: 0, predicted label: 2, accumulative accuracy: 0.8095238095238095
Image 126, true label: 8, predicted label: 8, accumulative accuracy: 0.8110236220472441
Image 127, true label: 3, predicted label: 3, accumulative accuracy: 0.8125
Image 128, true label: 5, predicted label: 6, accumulative accuracy: 0.8062015503875969
Image 129, true label: 2, predicted label: 2, accumulative accuracy: 0.8076923076923077
Running ResNet3 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 711904
Image 130, true label: 4, predicted label: 4, accumulative accuracy: 0.8091603053435115
Image 131, true label: 1, predicted label: 1, accumulative accuracy: 0.8106060606060606
Image 132, true label: 8, predicted label: 8, accumulative accuracy: 0.8120300751879699
Image 133, true label: 9, predicted label: 9, accumulative accuracy: 0.8134328358208955
Image 134, true label: 1, predicted label: 1, accumulative accuracy: 0.8148148148148148
Image 135, true label: 2, predicted label: 2, accumulative accuracy: 0.8161764705882353
Image 136, true label: 9, predicted label: 9, accumulative accuracy: 0.8175182481751825
Image 137, true label: 7, predicted label: 7, accumulative accuracy: 0.8188405797101449
Image 138, true label: 2, predicted label: 4, accumulative accuracy: 0.8129496402877698
Image 139, true label: 9, predicted label: 9, accumulative accuracy: 0.8142857142857143
Running ResNet3 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 712039
Image 140, true label: 6, predicted label: 6, accumulative accuracy: 0.8156028368794326
Image 141, true label: 5, predicted label: 5, accumulative accuracy: 0.8169014084507042
Image 142, true label: 6, predicted label: 6, accumulative accuracy: 0.8181818181818182
Image 143, true label: 3, predicted label: 5, accumulative accuracy: 0.8125
Image 144, true label: 8, predicted label: 8, accumulative accuracy: 0.8137931034482758
Image 145, true label: 7, predicted label: 7, accumulative accuracy: 0.815068493150685
Image 146, true label: 6, predicted label: 6, accumulative accuracy: 0.8163265306122449
Image 147, true label: 2, predicted label: 6, accumulative accuracy: 0.8108108108108109
Image 148, true label: 5, predicted label: 5, accumulative accuracy: 0.8120805369127517
Image 149, true label: 2, predicted label: 2, accumulative accuracy: 0.8133333333333334
Running ResNet3 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 712013
Image 150, true label: 8, predicted label: 8, accumulative accuracy: 0.8145695364238411
Image 151, true label: 9, predicted label: 9, accumulative accuracy: 0.8157894736842105
Image 152, true label: 6, predicted label: 6, accumulative accuracy: 0.8169934640522876
Image 153, true label: 0, predicted label: 0, accumulative accuracy: 0.8181818181818182
Image 154, true label: 0, predicted label: 0, accumulative accuracy: 0.8193548387096774
Image 155, true label: 5, predicted label: 5, accumulative accuracy: 0.8205128205128205
Image 156, true label: 2, predicted label: 2, accumulative accuracy: 0.821656050955414
Image 157, true label: 9, predicted label: 9, accumulative accuracy: 0.8227848101265823
Image 158, true label: 5, predicted label: 3, accumulative accuracy: 0.8176100628930818
Image 159, true label: 4, predicted label: 4, accumulative accuracy: 0.81875
Running ResNet3 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 711968
Image 160, true label: 2, predicted label: 2, accumulative accuracy: 0.8198757763975155
Image 161, true label: 1, predicted label: 1, accumulative accuracy: 0.8209876543209876
Image 162, true label: 6, predicted label: 3, accumulative accuracy: 0.8159509202453987
Image 163, true label: 6, predicted label: 6, accumulative accuracy: 0.8170731707317073
Image 164, true label: 8, predicted label: 0, accumulative accuracy: 0.8121212121212121
Image 165, true label: 4, predicted label: 4, accumulative accuracy: 0.8132530120481928
Image 166, true label: 8, predicted label: 8, accumulative accuracy: 0.8143712574850299
Image 167, true label: 4, predicted label: 4, accumulative accuracy: 0.8154761904761905
Image 168, true label: 5, predicted label: 5, accumulative accuracy: 0.8165680473372781
Image 169, true label: 0, predicted label: 8, accumulative accuracy: 0.8117647058823529
Running ResNet3 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 711969
Image 170, true label: 9, predicted label: 9, accumulative accuracy: 0.8128654970760234
Image 171, true label: 9, predicted label: 9, accumulative accuracy: 0.813953488372093
Image 172, true label: 9, predicted label: 9, accumulative accuracy: 0.815028901734104
Image 173, true label: 8, predicted label: 8, accumulative accuracy: 0.8160919540229885
Image 174, true label: 9, predicted label: 9, accumulative accuracy: 0.8171428571428572
Image 175, true label: 9, predicted label: 9, accumulative accuracy: 0.8181818181818182
Image 176, true label: 3, predicted label: 6, accumulative accuracy: 0.8135593220338984
Image 177, true label: 7, predicted label: 7, accumulative accuracy: 0.8146067415730337
Image 178, true label: 5, predicted label: 3, accumulative accuracy: 0.8100558659217877
Image 179, true label: 0, predicted label: 0, accumulative accuracy: 0.8111111111111111
Running ResNet3 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 711977
Image 180, true label: 0, predicted label: 0, accumulative accuracy: 0.8121546961325967
Image 181, true label: 5, predicted label: 5, accumulative accuracy: 0.8131868131868132
Image 182, true label: 2, predicted label: 2, accumulative accuracy: 0.8142076502732241
Image 183, true label: 2, predicted label: 6, accumulative accuracy: 0.8097826086956522
Image 184, true label: 3, predicted label: 0, accumulative accuracy: 0.8054054054054054
Image 185, true label: 8, predicted label: 8, accumulative accuracy: 0.8064516129032258
Image 186, true label: 6, predicted label: 6, accumulative accuracy: 0.8074866310160428
Image 187, true label: 3, predicted label: 3, accumulative accuracy: 0.8085106382978723
Image 188, true label: 4, predicted label: 3, accumulative accuracy: 0.8042328042328042
Image 189, true label: 0, predicted label: 8, accumulative accuracy: 0.8
Running ResNet3 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 712004
Image 190, true label: 5, predicted label: 5, accumulative accuracy: 0.8010471204188482
Image 191, true label: 8, predicted label: 8, accumulative accuracy: 0.8020833333333334
Image 192, true label: 0, predicted label: 0, accumulative accuracy: 0.8031088082901554
Image 193, true label: 1, predicted label: 1, accumulative accuracy: 0.8041237113402062
Image 194, true label: 7, predicted label: 3, accumulative accuracy: 0.8
Image 195, true label: 2, predicted label: 2, accumulative accuracy: 0.8010204081632653
Image 196, true label: 8, predicted label: 8, accumulative accuracy: 0.8020304568527918
Image 197, true label: 8, predicted label: 8, accumulative accuracy: 0.803030303030303
Image 198, true label: 7, predicted label: 7, accumulative accuracy: 0.8040201005025126
Image 199, true label: 8, predicted label: 8, accumulative accuracy: 0.805
Running ResNet3 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 711989
Image 200, true label: 5, predicted label: 3, accumulative accuracy: 0.8009950248756219
Image 201, true label: 1, predicted label: 1, accumulative accuracy: 0.801980198019802
Image 202, true label: 8, predicted label: 8, accumulative accuracy: 0.8029556650246306
Image 203, true label: 7, predicted label: 7, accumulative accuracy: 0.803921568627451
Image 204, true label: 1, predicted label: 1, accumulative accuracy: 0.8048780487804879
Image 205, true label: 3, predicted label: 3, accumulative accuracy: 0.8058252427184466
Image 206, true label: 0, predicted label: 0, accumulative accuracy: 0.8067632850241546
Image 207, true label: 5, predicted label: 5, accumulative accuracy: 0.8076923076923077
Image 208, true label: 7, predicted label: 7, accumulative accuracy: 0.8086124401913876
Image 209, true label: 9, predicted label: 9, accumulative accuracy: 0.8095238095238095
Running ResNet3 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 711999
Image 210, true label: 7, predicted label: 3, accumulative accuracy: 0.8056872037914692
Image 211, true label: 4, predicted label: 8, accumulative accuracy: 0.8018867924528302
Image 212, true label: 5, predicted label: 5, accumulative accuracy: 0.8028169014084507
Image 213, true label: 9, predicted label: 9, accumulative accuracy: 0.8037383177570093
Image 214, true label: 8, predicted label: 8, accumulative accuracy: 0.8046511627906977
Image 215, true label: 0, predicted label: 0, accumulative accuracy: 0.8055555555555556
Image 216, true label: 7, predicted label: 7, accumulative accuracy: 0.8064516129032258
Image 217, true label: 9, predicted label: 9, accumulative accuracy: 0.8073394495412844
Image 218, true label: 8, predicted label: 8, accumulative accuracy: 0.8082191780821918
Image 219, true label: 2, predicted label: 2, accumulative accuracy: 0.8090909090909091
Running ResNet3 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 712067
Image 220, true label: 7, predicted label: 7, accumulative accuracy: 0.8099547511312217
Image 221, true label: 6, predicted label: 7, accumulative accuracy: 0.8063063063063063
Image 222, true label: 9, predicted label: 9, accumulative accuracy: 0.8071748878923767
Image 223, true label: 4, predicted label: 4, accumulative accuracy: 0.8080357142857143
Image 224, true label: 3, predicted label: 3, accumulative accuracy: 0.8088888888888889
Image 225, true label: 9, predicted label: 1, accumulative accuracy: 0.8053097345132744
Image 226, true label: 6, predicted label: 4, accumulative accuracy: 0.801762114537445
Image 227, true label: 4, predicted label: 4, accumulative accuracy: 0.8026315789473685
Image 228, true label: 7, predicted label: 3, accumulative accuracy: 0.7991266375545851
Image 229, true label: 6, predicted label: 2, accumulative accuracy: 0.7956521739130434
Running ResNet3 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 711953
Image 230, true label: 5, predicted label: 5, accumulative accuracy: 0.7965367965367965
Image 231, true label: 1, predicted label: 1, accumulative accuracy: 0.7974137931034483
Image 232, true label: 5, predicted label: 5, accumulative accuracy: 0.7982832618025751
Image 233, true label: 8, predicted label: 8, accumulative accuracy: 0.7991452991452992
Image 234, true label: 8, predicted label: 8, accumulative accuracy: 0.8
Image 235, true label: 0, predicted label: 0, accumulative accuracy: 0.8008474576271186
Image 236, true label: 4, predicted label: 4, accumulative accuracy: 0.8016877637130801
Image 237, true label: 0, predicted label: 9, accumulative accuracy: 0.7983193277310925
Image 238, true label: 5, predicted label: 5, accumulative accuracy: 0.799163179916318
Image 239, true label: 5, predicted label: 3, accumulative accuracy: 0.7958333333333333
Running ResNet3 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 712032
Image 240, true label: 1, predicted label: 1, accumulative accuracy: 0.7966804979253111
Image 241, true label: 1, predicted label: 1, accumulative accuracy: 0.7975206611570248
Image 242, true label: 8, predicted label: 8, accumulative accuracy: 0.7983539094650206
Image 243, true label: 9, predicted label: 9, accumulative accuracy: 0.7991803278688525
Image 244, true label: 0, predicted label: 0, accumulative accuracy: 0.8
Image 245, true label: 3, predicted label: 6, accumulative accuracy: 0.7967479674796748
Image 246, true label: 1, predicted label: 1, accumulative accuracy: 0.7975708502024291
Image 247, true label: 9, predicted label: 8, accumulative accuracy: 0.7943548387096774
Image 248, true label: 2, predicted label: 2, accumulative accuracy: 0.7951807228915663
Image 249, true label: 2, predicted label: 2, accumulative accuracy: 0.796
Running ResNet3 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 711961
Image 250, true label: 5, predicted label: 5, accumulative accuracy: 0.796812749003984
Image 251, true label: 3, predicted label: 3, accumulative accuracy: 0.7976190476190477
Image 252, true label: 9, predicted label: 9, accumulative accuracy: 0.7984189723320159
Image 253, true label: 9, predicted label: 9, accumulative accuracy: 0.7992125984251969
Image 254, true label: 4, predicted label: 4, accumulative accuracy: 0.8
Image 255, true label: 0, predicted label: 0, accumulative accuracy: 0.80078125
Image 256, true label: 3, predicted label: 3, accumulative accuracy: 0.8015564202334631
Image 257, true label: 0, predicted label: 0, accumulative accuracy: 0.8023255813953488
Image 258, true label: 0, predicted label: 0, accumulative accuracy: 0.803088803088803
Image 259, true label: 9, predicted label: 1, accumulative accuracy: 0.8
Running ResNet3 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 711997
Image 260, true label: 8, predicted label: 8, accumulative accuracy: 0.8007662835249042
Image 261, true label: 1, predicted label: 1, accumulative accuracy: 0.8015267175572519
Image 262, true label: 5, predicted label: 5, accumulative accuracy: 0.8022813688212928
Image 263, true label: 7, predicted label: 3, accumulative accuracy: 0.7992424242424242
Image 264, true label: 0, predicted label: 0, accumulative accuracy: 0.8
Image 265, true label: 8, predicted label: 0, accumulative accuracy: 0.7969924812030075
Image 266, true label: 2, predicted label: 2, accumulative accuracy: 0.797752808988764
Image 267, true label: 4, predicted label: 4, accumulative accuracy: 0.7985074626865671
Image 268, true label: 7, predicted label: 7, accumulative accuracy: 0.7992565055762082
Image 269, true label: 0, predicted label: 0, accumulative accuracy: 0.8
Running ResNet3 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 711906
Image 270, true label: 2, predicted label: 2, accumulative accuracy: 0.8007380073800738
Image 271, true label: 3, predicted label: 3, accumulative accuracy: 0.8014705882352942
Image 272, true label: 6, predicted label: 6, accumulative accuracy: 0.8021978021978022
Image 273, true label: 3, predicted label: 3, accumulative accuracy: 0.8029197080291971
Image 274, true label: 8, predicted label: 8, accumulative accuracy: 0.8036363636363636
Image 275, true label: 5, predicted label: 5, accumulative accuracy: 0.8043478260869565
Image 276, true label: 0, predicted label: 1, accumulative accuracy: 0.8014440433212996
Image 277, true label: 3, predicted label: 5, accumulative accuracy: 0.7985611510791367
Image 278, true label: 4, predicted label: 4, accumulative accuracy: 0.7992831541218638
Image 279, true label: 3, predicted label: 3, accumulative accuracy: 0.8
Running ResNet3 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 711960
Image 280, true label: 9, predicted label: 9, accumulative accuracy: 0.800711743772242
Image 281, true label: 0, predicted label: 0, accumulative accuracy: 0.8014184397163121
Image 282, true label: 6, predicted label: 6, accumulative accuracy: 0.8021201413427562
Image 283, true label: 1, predicted label: 1, accumulative accuracy: 0.8028169014084507
Image 284, true label: 0, predicted label: 8, accumulative accuracy: 0.8
Image 285, true label: 9, predicted label: 9, accumulative accuracy: 0.8006993006993007
Image 286, true label: 1, predicted label: 1, accumulative accuracy: 0.8013937282229965
Image 287, true label: 0, predicted label: 8, accumulative accuracy: 0.7986111111111112
Image 288, true label: 7, predicted label: 7, accumulative accuracy: 0.7993079584775087
Image 289, true label: 9, predicted label: 9, accumulative accuracy: 0.8
Running ResNet3 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 712004
Image 290, true label: 1, predicted label: 1, accumulative accuracy: 0.8006872852233677
Image 291, true label: 2, predicted label: 2, accumulative accuracy: 0.8013698630136986
Image 292, true label: 6, predicted label: 6, accumulative accuracy: 0.8020477815699659
Image 293, true label: 9, predicted label: 1, accumulative accuracy: 0.7993197278911565
Image 294, true label: 3, predicted label: 3, accumulative accuracy: 0.8
Image 295, true label: 4, predicted label: 4, accumulative accuracy: 0.8006756756756757
Image 296, true label: 6, predicted label: 6, accumulative accuracy: 0.8013468013468014
Image 297, true label: 0, predicted label: 0, accumulative accuracy: 0.802013422818792
Image 298, true label: 0, predicted label: 0, accumulative accuracy: 0.802675585284281
Image 299, true label: 6, predicted label: 6, accumulative accuracy: 0.8033333333333333
Running ResNet3 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 711957
Image 300, true label: 6, predicted label: 6, accumulative accuracy: 0.8039867109634552
Image 301, true label: 6, predicted label: 6, accumulative accuracy: 0.804635761589404
Image 302, true label: 3, predicted label: 3, accumulative accuracy: 0.8052805280528053
Image 303, true label: 2, predicted label: 2, accumulative accuracy: 0.805921052631579
Image 304, true label: 6, predicted label: 6, accumulative accuracy: 0.8065573770491803
Image 305, true label: 1, predicted label: 1, accumulative accuracy: 0.8071895424836601
Image 306, true label: 8, predicted label: 9, accumulative accuracy: 0.8045602605863192
Image 307, true label: 2, predicted label: 2, accumulative accuracy: 0.8051948051948052
Image 308, true label: 1, predicted label: 1, accumulative accuracy: 0.8058252427184466
Image 309, true label: 6, predicted label: 2, accumulative accuracy: 0.8032258064516129
Running ResNet3 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 711870
Image 310, true label: 8, predicted label: 8, accumulative accuracy: 0.8038585209003215
Image 311, true label: 6, predicted label: 6, accumulative accuracy: 0.8044871794871795
Image 312, true label: 8, predicted label: 8, accumulative accuracy: 0.805111821086262
Image 313, true label: 0, predicted label: 0, accumulative accuracy: 0.8057324840764332
Image 314, true label: 4, predicted label: 4, accumulative accuracy: 0.8063492063492064
Image 315, true label: 0, predicted label: 0, accumulative accuracy: 0.8069620253164557
Image 316, true label: 7, predicted label: 7, accumulative accuracy: 0.807570977917981
Image 317, true label: 7, predicted label: 7, accumulative accuracy: 0.8081761006289309
Image 318, true label: 5, predicted label: 5, accumulative accuracy: 0.8087774294670846
Image 319, true label: 5, predicted label: 5, accumulative accuracy: 0.809375
Running ResNet3 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 711882
Image 320, true label: 3, predicted label: 3, accumulative accuracy: 0.8099688473520249
Image 321, true label: 5, predicted label: 3, accumulative accuracy: 0.8074534161490683
Image 322, true label: 2, predicted label: 2, accumulative accuracy: 0.8080495356037152
Image 323, true label: 3, predicted label: 3, accumulative accuracy: 0.808641975308642
Image 324, true label: 4, predicted label: 7, accumulative accuracy: 0.8061538461538461
