Image 0, true label: 5, predicted label: 5, accumulative accuracy: 1.0
Image 118, true label: 5, predicted label: 5, accumulative accuracy: 0.9159663865546218
Image 119, true label: 5, predicted label: 5, accumulative accuracy: 0.9166666666666666
total cycles (32767 Hz): 611391
Image 120, true label: 5, predicted label: 10, accumulative accuracy: 0.9090909090909091
Image 121, true label: 5, predicted label: 5, accumulative accuracy: 0.9098360655737705
Image 122, true label: 5, predicted label: 5, accumulative accuracy: 0.9105691056910569
Image 123, true label: 5, predicted label: 5, accumulative accuracy: 0.9112903225806451
Image 124, true label: 5, predicted label: 5, accumulative accuracy: 0.912
Image 125, true label: 5, predicted label: 5, accumulative accuracy: 0.9126984126984127
Image 126, true label: 5, predicted label: 5, accumulative accuracy: 0.9133858267716536
Image 127, true label: 5, predicted label: 5, accumulative accuracy: 0.9140625
Image 128, true label: 5, predicted label: 5, accumulative accuracy: 0.9147286821705426
Image 129, true label: 5, predicted label: 5, accumulative accuracy: 0.9153846153846154
total cycles (32767 Hz): 611433
Image 130, true label: 5, predicted label: 5, accumulative accuracy: 0.916030534351145
Image 131, true label: 5, predicted label: 10, accumulative accuracy: 0.9090909090909091
Image 132, true label: 5, predicted label: 5, accumulative accuracy: 0.9097744360902256
Image 133, true label: 5, predicted label: 5, accumulative accuracy: 0.9104477611940298
Image 134, true label: 5, predicted label: 5, accumulative accuracy: 0.9111111111111111
Image 135, true label: 5, predicted label: 5, accumulative accuracy: 0.9117647058823529
Image 136, true label: 5, predicted label: 5, accumulative accuracy: 0.9124087591240876
Image 137, true label: 5, predicted label: 5, accumulative accuracy: 0.9130434782608695
Image 138, true label: 5, predicted label: 5, accumulative accuracy: 0.9136690647482014
Image 139, true label: 5, predicted label: 5, accumulative accuracy: 0.9142857142857143
total cycles (32767 Hz): 611418
Image 140, true label: 5, predicted label: 5, accumulative accuracy: 0.9148936170212766
Image 141, true label: 5, predicted label: 10, accumulative accuracy: 0.9084507042253521
Image 142, true label: 5, predicted label: 5, accumulative accuracy: 0.9090909090909091
Image 143, true label: 5, predicted label: 5, accumulative accuracy: 0.9097222222222222
Image 144, true label: 5, predicted label: 5, accumulative accuracy: 0.9103448275862069
Image 145, true label: 5, predicted label: 5, accumulative accuracy: 0.910958904109589
Image 146, true label: 5, predicted label: 5, accumulative accuracy: 0.9115646258503401
Image 147, true label: 5, predicted label: 5, accumulative accuracy: 0.9121621621621622
Image 148, true label: 5, predicted label: 5, accumulative accuracy: 0.912751677852349
Image 149, true label: 5, predicted label: 10, accumulative accuracy: 0.9066666666666666
total cycles (32767 Hz): 611460
Image 150, true label: 5, predicted label: 5, accumulative accuracy: 0.9072847682119205
Image 151, true label: 5, predicted label: 5, accumulative accuracy: 0.9078947368421053
Image 152, true label: 5, predicted label: 5, accumulative accuracy: 0.9084967320261438
Image 153, true label: 5, predicted label: 5, accumulative accuracy: 0.9090909090909091
Image 154, true label: 5, predicted label: 5, accumulative accuracy: 0.9096774193548387
Image 155, true label: 5, predicted label: 5, accumulative accuracy: 0.9102564102564102
Image 156, true label: 5, predicted label: 5, accumulative accuracy: 0.910828025477707
Image 157, true label: 5, predicted label: 5, accumulative accuracy: 0.9113924050632911
Image 158, true label: 5, predicted label: 5, accumulative accuracy: 0.9119496855345912
Image 159, true label: 5, predicted label: 5, accumulative accuracy: 0.9125
total cycles (32767 Hz): 611445
Image 160, true label: 5, predicted label: 5, accumulative accuracy: 0.9130434782608695
Image 161, true label: 5, predicted label: 5, accumulative accuracy: 0.9135802469135802
Image 162, true label: 5, predicted label: 5, accumulative accuracy: 0.9141104294478528
Image 163, true label: 5, predicted label: 5, accumulative accuracy: 0.9146341463414634
Image 164, true label: 5, predicted label: 5, accumulative accuracy: 0.9151515151515152
Image 165, true label: 5, predicted label: 5, accumulative accuracy: 0.9156626506024096
Image 166, true label: 5, predicted label: 5, accumulative accuracy: 0.9161676646706587
Image 167, true label: 5, predicted label: 5, accumulative accuracy: 0.9166666666666666
Image 168, true label: 5, predicted label: 10, accumulative accuracy: 0.9112426035502958
Image 169, true label: 5, predicted label: 5, accumulative accuracy: 0.9117647058823529
total cycles (32767 Hz): 611440
Image 170, true label: 5, predicted label: 5, accumulative accuracy: 0.9122807017543859
Image 171, true label: 5, predicted label: 10, accumulative accuracy: 0.9069767441860465
Image 172, true label: 5, predicted label: 5, accumulative accuracy: 0.9075144508670521
Image 173, true label: 5, predicted label: 5, accumulative accuracy: 0.9080459770114943
Image 174, true label: 5, predicted label: 5, accumulative accuracy: 0.9085714285714286
Image 175, true label: 5, predicted label: 4, accumulative accuracy: 0.9034090909090909
Image 176, true label: 5, predicted label: 5, accumulative accuracy: 0.903954802259887
Image 177, true label: 5, predicted label: 5, accumulative accuracy: 0.9044943820224719
Image 178, true label: 5, predicted label: 5, accumulative accuracy: 0.9050279329608939
Image 179, true label: 5, predicted label: 5, accumulative accuracy: 0.9055555555555556
total cycles (32767 Hz): 611414
Image 180, true label: 5, predicted label: 5, accumulative accuracy: 0.9060773480662984
Image 181, true label: 5, predicted label: 5, accumulative accuracy: 0.9065934065934066
Image 182, true label: 5, predicted label: 5, accumulative accuracy: 0.907103825136612
Image 183, true label: 5, predicted label: 5, accumulative accuracy: 0.907608695652174
Image 184, true label: 5, predicted label: 5, accumulative accuracy: 0.9081081081081082
Image 185, true label: 5, predicted label: 5, accumulative accuracy: 0.9086021505376344
Image 186, true label: 5, predicted label: 5, accumulative accuracy: 0.9090909090909091
Image 187, true label: 5, predicted label: 5, accumulative accuracy: 0.9095744680851063
Image 188, true label: 5, predicted label: 5, accumulative accuracy: 0.91005291005291
Image 189, true label: 5, predicted label: 10, accumulative accuracy: 0.9052631578947369
total cycles (32767 Hz): 611453
Image 190, true label: 5, predicted label: 5, accumulative accuracy: 0.9057591623036649
Image 191, true label: 5, predicted label: 5, accumulative accuracy: 0.90625
Image 192, true label: 5, predicted label: 5, accumulative accuracy: 0.9067357512953368
Image 193, true label: 5, predicted label: 5, accumulative accuracy: 0.9072164948453608
Image 194, true label: 5, predicted label: 10, accumulative accuracy: 0.9025641025641026
Image 195, true label: 5, predicted label: 5, accumulative accuracy: 0.9030612244897959
Image 196, true label: 5, predicted label: 5, accumulative accuracy: 0.9035532994923858
Image 197, true label: 5, predicted label: 5, accumulative accuracy: 0.9040404040404041
Image 198, true label: 5, predicted label: 5, accumulative accuracy: 0.9045226130653267
Image 199, true label: 5, predicted label: 5, accumulative accuracy: 0.905
total cycles (32767 Hz): 611418
Image 200, true label: 5, predicted label: 10, accumulative accuracy: 0.900497512437811
Image 201, true label: 5, predicted label: 5, accumulative accuracy: 0.900990099009901
Image 202, true label: 5, predicted label: 5, accumulative accuracy: 0.9014778325123153
Image 203, true label: 5, predicted label: 5, accumulative accuracy: 0.9019607843137255
Image 204, true label: 5, predicted label: 5, accumulative accuracy: 0.9024390243902439
Image 205, true label: 5, predicted label: 5, accumulative accuracy: 0.9029126213592233
Image 206, true label: 5, predicted label: 5, accumulative accuracy: 0.9033816425120773
Image 207, true label: 5, predicted label: 5, accumulative accuracy: 0.9038461538461539
Image 208, true label: 5, predicted label: 5, accumulative accuracy: 0.9043062200956937
Image 209, true label: 5, predicted label: 5, accumulative accuracy: 0.9047619047619048
total cycles (32767 Hz): 611431
Image 210, true label: 5, predicted label: 5, accumulative accuracy: 0.9052132701421801
Image 211, true label: 5, predicted label: 5, accumulative accuracy: 0.9056603773584906
Image 212, true label: 5, predicted label: 5, accumulative accuracy: 0.9061032863849765
Image 213, true label: 5, predicted label: 5, accumulative accuracy: 0.9065420560747663
Image 214, true label: 5, predicted label: 5, accumulative accuracy: 0.9069767441860465
Image 215, true label: 5, predicted label: 10, accumulative accuracy: 0.9027777777777778
Image 216, true label: 5, predicted label: 5, accumulative accuracy: 0.9032258064516129
Image 217, true label: 5, predicted label: 5, accumulative accuracy: 0.9036697247706422
Image 218, true label: 5, predicted label: 5, accumulative accuracy: 0.9041095890410958
Image 219, true label: 5, predicted label: 5, accumulative accuracy: 0.9045454545454545
total cycles (32767 Hz): 611419
Image 220, true label: 5, predicted label: 5, accumulative accuracy: 0.9049773755656109
Image 221, true label: 5, predicted label: 5, accumulative accuracy: 0.9054054054054054
Image 222, true label: 5, predicted label: 5, accumulative accuracy: 0.905829596412556
Image 223, true label: 5, predicted label: 5, accumulative accuracy: 0.90625
Image 224, true label: 5, predicted label: 5, accumulative accuracy: 0.9066666666666666
Image 225, true label: 5, predicted label: 5, accumulative accuracy: 0.9070796460176991
Image 226, true label: 5, predicted label: 5, accumulative accuracy: 0.9074889867841409
Image 227, true label: 5, predicted label: 5, accumulative accuracy: 0.9078947368421053
Image 228, true label: 5, predicted label: 10, accumulative accuracy: 0.9039301310043668
Image 229, true label: 5, predicted label: 5, accumulative accuracy: 0.9043478260869565
total cycles (32767 Hz): 611444
Image 230, true label: 5, predicted label: 5, accumulative accuracy: 0.9047619047619048
Image 231, true label: 5, predicted label: 5, accumulative accuracy: 0.9051724137931034
Image 232, true label: 5, predicted label: 5, accumulative accuracy: 0.9055793991416309
Image 233, true label: 5, predicted label: 5, accumulative accuracy: 0.905982905982906
Image 234, true label: 5, predicted label: 10, accumulative accuracy: 0.902127659574468
Image 235, true label: 5, predicted label: 5, accumulative accuracy: 0.902542372881356
Image 236, true label: 5, predicted label: 5, accumulative accuracy: 0.9029535864978903
Image 237, true label: 5, predicted label: 5, accumulative accuracy: 0.9033613445378151
Image 238, true label: 5, predicted label: 5, accumulative accuracy: 0.9037656903765691
Image 239, true label: 5, predicted label: 5, accumulative accuracy: 0.9041666666666667
total cycles (32767 Hz): 611399
Image 240, true label: 5, predicted label: 5, accumulative accuracy: 0.9045643153526971
Image 241, true label: 5, predicted label: 5, accumulative accuracy: 0.9049586776859504
Image 242, true label: 5, predicted label: 5, accumulative accuracy: 0.9053497942386831
Image 243, true label: 5, predicted label: 5, accumulative accuracy: 0.9057377049180327
Image 244, true label: 5, predicted label: 5, accumulative accuracy: 0.9061224489795918
Image 245, true label: 5, predicted label: 5, accumulative accuracy: 0.9065040650406504
Image 246, true label: 5, predicted label: 5, accumulative accuracy: 0.9068825910931174
Image 247, true label: 5, predicted label: 5, accumulative accuracy: 0.907258064516129
Image 248, true label: 5, predicted label: 5, accumulative accuracy: 0.9076305220883534
Image 249, true label: 5, predicted label: 5, accumulative accuracy: 0.908
total cycles (32767 Hz): 611398
Image 250, true label: 5, predicted label: 5, accumulative accuracy: 0.9083665338645418
Image 251, true label: 5, predicted label: 5, accumulative accuracy: 0.9087301587301587
Image 252, true label: 5, predicted label: 5, accumulative accuracy: 0.9090909090909091
Image 253, true label: 5, predicted label: 5, accumulative accuracy: 0.9094488188976378
Image 254, true label: 5, predicted label: 5, accumulative accuracy: 0.9098039215686274
Image 255, true label: 5, predicted label: 5, accumulative accuracy: 0.91015625
Image 256, true label: 5, predicted label: 5, accumulative accuracy: 0.9105058365758755
Image 257, true label: 5, predicted label: 5, accumulative accuracy: 0.9108527131782945
Image 258, true label: 5, predicted label: 5, accumulative accuracy: 0.9111969111969112
Image 259, true label: 5, predicted label: 5, accumulative accuracy: 0.9115384615384615
total cycles (32767 Hz): 611383
Image 260, true label: 5, predicted label: 5, accumulative accuracy: 0.9118773946360154
Image 261, true label: 5, predicted label: 5, accumulative accuracy: 0.9122137404580153
Image 262, true label: 5, predicted label: 5, accumulative accuracy: 0.9125475285171103
Image 263, true label: 5, predicted label: 5, accumulative accuracy: 0.9128787878787878
Image 264, true label: 5, predicted label: 5, accumulative accuracy: 0.9132075471698113
Image 265, true label: 5, predicted label: 5, accumulative accuracy: 0.9135338345864662
Image 266, true label: 5, predicted label: 5, accumulative accuracy: 0.9138576779026217
Image 267, true label: 5, predicted label: 5, accumulative accuracy: 0.914179104477612
Image 268, true label: 5, predicted label: 5, accumulative accuracy: 0.9144981412639405
Image 269, true label: 5, predicted label: 5, accumulative accuracy: 0.9148148148148149
total cycles (32767 Hz): 611373
Image 270, true label: 5, predicted label: 5, accumulative accuracy: 0.915129151291513
Image 271, true label: 5, predicted label: 5, accumulative accuracy: 0.9154411764705882
Image 272, true label: 5, predicted label: 5, accumulative accuracy: 0.9157509157509157
Image 273, true label: 5, predicted label: 5, accumulative accuracy: 0.916058394160584
Image 274, true label: 5, predicted label: 5, accumulative accuracy: 0.9163636363636364
Image 275, true label: 5, predicted label: 5, accumulative accuracy: 0.9166666666666666
Image 276, true label: 5, predicted label: 5, accumulative accuracy: 0.9169675090252708
Image 277, true label: 5, predicted label: 5, accumulative accuracy: 0.9172661870503597
Image 278, true label: 5, predicted label: 5, accumulative accuracy: 0.9175627240143369
Image 279, true label: 5, predicted label: 4, accumulative accuracy: 0.9142857142857143
total cycles (32767 Hz): 611390
Image 280, true label: 5, predicted label: 5, accumulative accuracy: 0.9145907473309609
Image 281, true label: 5, predicted label: 5, accumulative accuracy: 0.9148936170212766
Image 282, true label: 5, predicted label: 5, accumulative accuracy: 0.9151943462897526
Image 283, true label: 5, predicted label: 5, accumulative accuracy: 0.9154929577464789
Image 284, true label: 5, predicted label: 5, accumulative accuracy: 0.9157894736842105
Image 285, true label: 5, predicted label: 5, accumulative accuracy: 0.916083916083916
Image 286, true label: 5, predicted label: 5, accumulative accuracy: 0.9163763066202091
Image 287, true label: 5, predicted label: 5, accumulative accuracy: 0.9166666666666666
Image 288, true label: 5, predicted label: 5, accumulative accuracy: 0.916955017301038
Image 289, true label: 5, predicted label: 5, accumulative accuracy: 0.9172413793103448
total cycles (32767 Hz): 611394
Image 290, true label: 5, predicted label: 10, accumulative accuracy: 0.9140893470790378
Image 291, true label: 5, predicted label: 5, accumulative accuracy: 0.9143835616438356
Image 292, true label: 5, predicted label: 5, accumulative accuracy: 0.9146757679180887
Image 293, true label: 5, predicted label: 10, accumulative accuracy: 0.9115646258503401
Image 294, true label: 5, predicted label: 5, accumulative accuracy: 0.911864406779661
Image 295, true label: 5, predicted label: 5, accumulative accuracy: 0.9121621621621622
Image 296, true label: 5, predicted label: 5, accumulative accuracy: 0.9124579124579124
Image 297, true label: 5, predicted label: 5, accumulative accuracy: 0.912751677852349
Image 298, true label: 5, predicted label: 5, accumulative accuracy: 0.9130434782608695
Image 299, true label: 5, predicted label: 5, accumulative accuracy: 0.9133333333333333
total cycles (32767 Hz): 611363
Image 300, true label: 5, predicted label: 5, accumulative accuracy: 0.9136212624584718
Image 301, true label: 5, predicted label: 10, accumulative accuracy: 0.9105960264900662
Image 302, true label: 5, predicted label: 5, accumulative accuracy: 0.9108910891089109
Image 303, true label: 5, predicted label: 5, accumulative accuracy: 0.9111842105263158
Image 304, true label: 5, predicted label: 5, accumulative accuracy: 0.9114754098360656
Image 305, true label: 5, predicted label: 5, accumulative accuracy: 0.9117647058823529
Image 306, true label: 5, predicted label: 5, accumulative accuracy: 0.9120521172638436
Image 307, true label: 5, predicted label: 5, accumulative accuracy: 0.9123376623376623
Image 308, true label: 5, predicted label: 5, accumulative accuracy: 0.912621359223301
Image 309, true label: 5, predicted label: 5, accumulative accuracy: 0.9129032258064517
total cycles (32767 Hz): 611371
Image 310, true label: 5, predicted label: 5, accumulative accuracy: 0.9131832797427653
Image 311, true label: 5, predicted label: 5, accumulative accuracy: 0.9134615384615384
Image 312, true label: 5, predicted label: 10, accumulative accuracy: 0.9105431309904153
Image 313, true label: 5, predicted label: 5, accumulative accuracy: 0.910828025477707
Image 314, true label: 5, predicted label: 5, accumulative accuracy: 0.9111111111111111
Image 315, true label: 5, predicted label: 5, accumulative accuracy: 0.9113924050632911
Image 316, true label: 5, predicted label: 5, accumulative accuracy: 0.9116719242902208
Image 317, true label: 5, predicted label: 5, accumulative accuracy: 0.9119496855345912
Image 318, true label: 5, predicted label: 5, accumulative accuracy: 0.9122257053291536
Image 319, true label: 5, predicted label: 5, accumulative accuracy: 0.9125
total cycles (32767 Hz): 611396
Image 320, true label: 5, predicted label: 5, accumulative accuracy: 0.9127725856697819
Image 321, true label: 5, predicted label: 5, accumulative accuracy: 0.9130434782608695
Image 322, true label: 5, predicted label: 5, accumulative accuracy: 0.913312693498452
Image 323, true label: 5, predicted label: 5, accumulative accuracy: 0.9135802469135802
Image 324, true label: 5, predicted label: 5, accumulative accuracy: 0.9138461538461539
Image 325, true label: 5, predicted label: 5, accumulative accuracy: 0.9141104294478528
Image 326, true label: 5, predicted label: 5, accumulative accuracy: 0.9143730886850153
Image 327, true label: 5, predicted label: 5, accumulative accuracy: 0.9146341463414634
Image 328, true label: 5, predicted label: 5, accumulative accuracy: 0.9148936170212766
Image 329, true label: 5, predicted label: 10, accumulative accuracy: 0.9121212121212121
total cycles (32767 Hz): 611414
Image 330, true label: 5, predicted label: 5, accumulative accuracy: 0.9123867069486404
Image 331, true label: 5, predicted label: 5, accumulative accuracy: 0.9126506024096386
Image 332, true label: 5, predicted label: 5, accumulative accuracy: 0.9129129129129129
Image 333, true label: 5, predicted label: 5, accumulative accuracy: 0.9131736526946108
Image 334, true label: 5, predicted label: 5, accumulative accuracy: 0.9134328358208955
Image 335, true label: 5, predicted label: 5, accumulative accuracy: 0.9136904761904762
Image 336, true label: 5, predicted label: 5, accumulative accuracy: 0.913946587537092
Image 337, true label: 5, predicted label: 5, accumulative accuracy: 0.9142011834319527
Image 338, true label: 5, predicted label: 5, accumulative accuracy: 0.9144542772861357
Image 339, true label: 5, predicted label: 5, accumulative accuracy: 0.9147058823529411
total cycles (32767 Hz): 611431
Image 340, true label: 5, predicted label: 5, accumulative accuracy: 0.9149560117302052
Image 341, true label: 5, predicted label: 5, accumulative accuracy: 0.9152046783625731
Image 342, true label: 5, predicted label: 5, accumulative accuracy: 0.9154518950437318
Image 343, true label: 5, predicted label: 10, accumulative accuracy: 0.9127906976744186
Image 344, true label: 5, predicted label: 5, accumulative accuracy: 0.9130434782608695
Image 345, true label: 5, predicted label: 6, accumulative accuracy: 0.9104046242774566
Image 346, true label: 5, predicted label: 5, accumulative accuracy: 0.9106628242074928
Image 347, true label: 5, predicted label: 5, accumulative accuracy: 0.9109195402298851
Image 348, true label: 5, predicted label: 5, accumulative accuracy: 0.9111747851002865
Image 349, true label: 5, predicted label: 5, accumulative accuracy: 0.9114285714285715
total cycles (32767 Hz): 611415
Image 350, true label: 5, predicted label: 5, accumulative accuracy: 0.9116809116809117
Image 351, true label: 5, predicted label: 5, accumulative accuracy: 0.9119318181818182
Image 352, true label: 5, predicted label: 5, accumulative accuracy: 0.9121813031161473
Image 353, true label: 5, predicted label: 5, accumulative accuracy: 0.9124293785310734
Image 354, true label: 5, predicted label: 5, accumulative accuracy: 0.9126760563380282
Image 355, true label: 5, predicted label: 10, accumulative accuracy: 0.9101123595505618
