Image 0, true label: 9, predicted label: 9, accumulative accuracy: 1.0
Image 63, true label: 5, predicted label: 5, accumulative accuracy: 0.84375
Image 64, true label: 1, predicted label: 4, accumulative accuracy: 0.8307692307692308
Image 65, true label: 1, predicted label: 1, accumulative accuracy: 0.8333333333333334
Image 66, true label: 2, predicted label: 6, accumulative accuracy: 0.8208955223880597
Image 67, true label: 3, predicted label: 4, accumulative accuracy: 0.8088235294117647
Image 68, true label: 9, predicted label: 7, accumulative accuracy: 0.7971014492753623
Image 69, true label: 8, predicted label: 8, accumulative accuracy: 0.8
Running MLPClassifier (no_opt) total cycles (32767 Hz) (CNT=10): 50118
Image 70, true label: 7, predicted label: 7, accumulative accuracy: 0.8028169014084507
Image 71, true label: 0, predicted label: 0, accumulative accuracy: 0.8055555555555556
Image 72, true label: 2, predicted label: 2, accumulative accuracy: 0.8082191780821918
Image 73, true label: 6, predicted label: 6, accumulative accuracy: 0.8108108108108109
Image 74, true label: 2, predicted label: 4, accumulative accuracy: 0.8
Image 75, true label: 3, predicted label: 3, accumulative accuracy: 0.8026315789473685
Image 76, true label: 1, predicted label: 1, accumulative accuracy: 0.8051948051948052
Image 77, true label: 2, predicted label: 2, accumulative accuracy: 0.8076923076923077
Image 78, true label: 8, predicted label: 8, accumulative accuracy: 0.810126582278481
Image 79, true label: 4, predicted label: 4, accumulative accuracy: 0.8125
Running MLPClassifier (no_opt) total cycles (32767 Hz) (CNT=10): 50127
Image 80, true label: 1, predicted label: 1, accumulative accuracy: 0.8148148148148148
Image 81, true label: 8, predicted label: 8, accumulative accuracy: 0.8170731707317073
Image 82, true label: 5, predicted label: 9, accumulative accuracy: 0.8072289156626506
Image 83, true label: 9, predicted label: 9, accumulative accuracy: 0.8095238095238095
Image 84, true label: 5, predicted label: 5, accumulative accuracy: 0.8117647058823529
Image 85, true label: 0, predicted label: 0, accumulative accuracy: 0.813953488372093
Image 86, true label: 3, predicted label: 3, accumulative accuracy: 0.8160919540229885
Image 87, true label: 2, predicted label: 2, accumulative accuracy: 0.8181818181818182
Image 88, true label: 0, predicted label: 0, accumulative accuracy: 0.8202247191011236
Image 89, true label: 6, predicted label: 6, accumulative accuracy: 0.8222222222222222
Running MLPClassifier (no_opt) total cycles (32767 Hz) (CNT=10): 50120
Image 90, true label: 5, predicted label: 5, accumulative accuracy: 0.8241758241758241
Image 91, true label: 3, predicted label: 3, accumulative accuracy: 0.8260869565217391
Image 92, true label: 6, predicted label: 6, accumulative accuracy: 0.8279569892473119
Image 93, true label: 7, predicted label: 7, accumulative accuracy: 0.8297872340425532
Image 94, true label: 1, predicted label: 1, accumulative accuracy: 0.8315789473684211
Image 95, true label: 8, predicted label: 8, accumulative accuracy: 0.8333333333333334
Image 96, true label: 0, predicted label: 0, accumulative accuracy: 0.8350515463917526
Image 97, true label: 1, predicted label: 1, accumulative accuracy: 0.8367346938775511
Image 98, true label: 4, predicted label: 2, accumulative accuracy: 0.8282828282828283
Image 99, true label: 2, predicted label: 2, accumulative accuracy: 0.83
Running MLPClassifier (no_opt) total cycles (32767 Hz) (CNT=10): 50123
Image 100, true label: 3, predicted label: 3, accumulative accuracy: 0.8316831683168316
Image 101, true label: 6, predicted label: 6, accumulative accuracy: 0.8333333333333334
Image 102, true label: 7, predicted label: 7, accumulative accuracy: 0.8349514563106796
Image 103, true label: 2, predicted label: 2, accumulative accuracy: 0.8365384615384616
Image 104, true label: 7, predicted label: 7, accumulative accuracy: 0.8380952380952381
Image 105, true label: 8, predicted label: 8, accumulative accuracy: 0.839622641509434
Image 106, true label: 5, predicted label: 5, accumulative accuracy: 0.8411214953271028
Image 107, true label: 9, predicted label: 7, accumulative accuracy: 0.8333333333333334
Image 108, true label: 9, predicted label: 9, accumulative accuracy: 0.8348623853211009
Image 109, true label: 4, predicted label: 4, accumulative accuracy: 0.8363636363636363
Running MLPClassifier (no_opt) total cycles (32767 Hz) (CNT=10): 50127
Image 110, true label: 2, predicted label: 2, accumulative accuracy: 0.8378378378378378
Image 111, true label: 5, predicted label: 5, accumulative accuracy: 0.8392857142857143
Image 112, true label: 7, predicted label: 7, accumulative accuracy: 0.8407079646017699
Image 113, true label: 0, predicted label: 0, accumulative accuracy: 0.8421052631578947
Image 114, true label: 5, predicted label: 5, accumulative accuracy: 0.8434782608695652
Image 115, true label: 2, predicted label: 2, accumulative accuracy: 0.8448275862068966
Image 116, true label: 8, predicted label: 8, accumulative accuracy: 0.8461538461538461
Image 117, true label: 6, predicted label: 6, accumulative accuracy: 0.847457627118644
Image 118, true label: 7, predicted label: 7, accumulative accuracy: 0.8487394957983193
Image 119, true label: 8, predicted label: 8, accumulative accuracy: 0.85
Running MLPClassifier (no_opt) total cycles (32767 Hz) (CNT=10): 50124
Image 120, true label: 0, predicted label: 0, accumulative accuracy: 0.8512396694214877
Image 121, true label: 0, predicted label: 0, accumulative accuracy: 0.8524590163934426
Image 122, true label: 9, predicted label: 9, accumulative accuracy: 0.8536585365853658
Image 123, true label: 9, predicted label: 9, accumulative accuracy: 0.8548387096774194
Image 124, true label: 3, predicted label: 3, accumulative accuracy: 0.856
Image 125, true label: 0, predicted label: 0, accumulative accuracy: 0.8571428571428571
Image 126, true label: 8, predicted label: 8, accumulative accuracy: 0.8582677165354331
Image 127, true label: 4, predicted label: 4, accumulative accuracy: 0.859375
Image 128, true label: 1, predicted label: 4, accumulative accuracy: 0.8527131782945736
Image 129, true label: 5, predicted label: 5, accumulative accuracy: 0.8538461538461538
Running MLPClassifier (no_opt) total cycles (32767 Hz) (CNT=10): 50120
Image 130, true label: 4, predicted label: 4, accumulative accuracy: 0.8549618320610687
Image 131, true label: 1, predicted label: 1, accumulative accuracy: 0.8560606060606061
Image 132, true label: 9, predicted label: 9, accumulative accuracy: 0.8571428571428571
Image 133, true label: 1, predicted label: 4, accumulative accuracy: 0.8507462686567164
Image 134, true label: 8, predicted label: 8, accumulative accuracy: 0.8518518518518519
Image 135, true label: 6, predicted label: 4, accumulative accuracy: 0.8455882352941176
Image 136, true label: 2, predicted label: 6, accumulative accuracy: 0.8394160583941606
Image 137, true label: 1, predicted label: 4, accumulative accuracy: 0.8333333333333334
Image 138, true label: 2, predicted label: 2, accumulative accuracy: 0.8345323741007195
Image 139, true label: 5, predicted label: 5, accumulative accuracy: 0.8357142857142857
Running MLPClassifier (no_opt) total cycles (32767 Hz) (CNT=10): 50128
Image 140, true label: 1, predicted label: 1, accumulative accuracy: 0.8368794326241135
Image 141, true label: 0, predicted label: 0, accumulative accuracy: 0.8380281690140845
Image 142, true label: 0, predicted label: 0, accumulative accuracy: 0.8391608391608392
Image 143, true label: 0, predicted label: 0, accumulative accuracy: 0.8402777777777778
Image 144, true label: 1, predicted label: 4, accumulative accuracy: 0.8344827586206897
Image 145, true label: 6, predicted label: 6, accumulative accuracy: 0.8356164383561644
Image 146, true label: 1, predicted label: 1, accumulative accuracy: 0.8367346938775511
Image 147, true label: 6, predicted label: 3, accumulative accuracy: 0.831081081081081
Image 148, true label: 2, predicted label: 2, accumulative accuracy: 0.8322147651006712
Image 149, true label: 2, predicted label: 2, accumulative accuracy: 0.8333333333333334
Running MLPClassifier (no_opt) total cycles (32767 Hz) (CNT=10): 50121
Image 150, true label: 4, predicted label: 3, accumulative accuracy: 0.8278145695364238
Image 151, true label: 4, predicted label: 4, accumulative accuracy: 0.8289473684210527
Image 152, true label: 1, predicted label: 1, accumulative accuracy: 0.8300653594771242
Image 153, true label: 4, predicted label: 4, accumulative accuracy: 0.8311688311688312
Image 154, true label: 5, predicted label: 5, accumulative accuracy: 0.832258064516129
Image 155, true label: 0, predicted label: 0, accumulative accuracy: 0.8333333333333334
Image 156, true label: 4, predicted label: 4, accumulative accuracy: 0.8343949044585988
Image 157, true label: 7, predicted label: 7, accumulative accuracy: 0.8354430379746836
Image 158, true label: 9, predicted label: 9, accumulative accuracy: 0.8364779874213837
Image 159, true label: 3, predicted label: 3, accumulative accuracy: 0.8375
Running MLPClassifier (no_opt) total cycles (32767 Hz) (CNT=10): 50123
Image 160, true label: 7, predicted label: 7, accumulative accuracy: 0.8385093167701864
Image 161, true label: 2, predicted label: 2, accumulative accuracy: 0.8395061728395061
Image 162, true label: 3, predicted label: 3, accumulative accuracy: 0.8404907975460123
Image 163, true label: 9, predicted label: 9, accumulative accuracy: 0.8414634146341463
Image 164, true label: 0, predicted label: 0, accumulative accuracy: 0.8424242424242424
Image 165, true label: 9, predicted label: 9, accumulative accuracy: 0.8433734939759037
Image 166, true label: 4, predicted label: 4, accumulative accuracy: 0.844311377245509
Image 167, true label: 7, predicted label: 7, accumulative accuracy: 0.8452380952380952
Image 168, true label: 4, predicted label: 4, accumulative accuracy: 0.8461538461538461
Image 169, true label: 2, predicted label: 2, accumulative accuracy: 0.8470588235294118
Running MLPClassifier (no_opt) total cycles (32767 Hz) (CNT=10): 50118
Image 170, true label: 0, predicted label: 0, accumulative accuracy: 0.847953216374269
Image 171, true label: 5, predicted label: 5, accumulative accuracy: 0.8488372093023255
Image 172, true label: 2, predicted label: 4, accumulative accuracy: 0.8439306358381503
Image 173, true label: 1, predicted label: 1, accumulative accuracy: 0.8448275862068966
Image 174, true label: 2, predicted label: 2, accumulative accuracy: 0.8457142857142858
Image 175, true label: 1, predicted label: 1, accumulative accuracy: 0.8465909090909091
Image 176, true label: 3, predicted label: 3, accumulative accuracy: 0.847457627118644
Image 177, true label: 0, predicted label: 0, accumulative accuracy: 0.848314606741573
Image 178, true label: 9, predicted label: 9, accumulative accuracy: 0.8491620111731844
Image 179, true label: 1, predicted label: 1, accumulative accuracy: 0.85
Running MLPClassifier (no_opt) total cycles (32767 Hz) (CNT=10): 50125
Image 180, true label: 0, predicted label: 0, accumulative accuracy: 0.850828729281768
Image 181, true label: 9, predicted label: 9, accumulative accuracy: 0.8516483516483516
Image 182, true label: 3, predicted label: 3, accumulative accuracy: 0.8524590163934426
Image 183, true label: 6, predicted label: 6, accumulative accuracy: 0.8532608695652174
Image 184, true label: 7, predicted label: 7, accumulative accuracy: 0.8540540540540541
Image 185, true label: 9, predicted label: 9, accumulative accuracy: 0.8548387096774194
Image 186, true label: 9, predicted label: 9, accumulative accuracy: 0.8556149732620321
Image 187, true label: 4, predicted label: 4, accumulative accuracy: 0.8563829787234043
Image 188, true label: 4, predicted label: 4, accumulative accuracy: 0.8571428571428571
Image 189, true label: 7, predicted label: 7, accumulative accuracy: 0.8578947368421053
Running MLPClassifier (no_opt) total cycles (32767 Hz) (CNT=10): 50112
Image 190, true label: 1, predicted label: 1, accumulative accuracy: 0.8586387434554974
Image 191, true label: 2, predicted label: 2, accumulative accuracy: 0.859375
Image 192, true label: 1, predicted label: 1, accumulative accuracy: 0.8601036269430051
Image 193, true label: 6, predicted label: 6, accumulative accuracy: 0.8608247422680413
Image 194, true label: 3, predicted label: 3, accumulative accuracy: 0.8615384615384616
Image 195, true label: 2, predicted label: 2, accumulative accuracy: 0.8622448979591837
Image 196, true label: 8, predicted label: 8, accumulative accuracy: 0.8629441624365483
Image 197, true label: 3, predicted label: 3, accumulative accuracy: 0.8636363636363636
Image 198, true label: 6, predicted label: 6, accumulative accuracy: 0.864321608040201
Image 199, true label: 1, predicted label: 1, accumulative accuracy: 0.865
Running MLPClassifier (no_opt) total cycles (32767 Hz) (CNT=10): 50131
Image 200, true label: 1, predicted label: 1, accumulative accuracy: 0.8656716417910447
Image 201, true label: 0, predicted label: 0, accumulative accuracy: 0.8663366336633663
Image 202, true label: 2, predicted label: 2, accumulative accuracy: 0.8669950738916257
Image 203, true label: 9, predicted label: 9, accumulative accuracy: 0.8676470588235294
Image 204, true label: 2, predicted label: 2, accumulative accuracy: 0.8682926829268293
Image 205, true label: 4, predicted label: 4, accumulative accuracy: 0.8689320388349514
Image 206, true label: 0, predicted label: 0, accumulative accuracy: 0.8695652173913043
Image 207, true label: 7, predicted label: 7, accumulative accuracy: 0.8701923076923077
Image 208, true label: 9, predicted label: 9, accumulative accuracy: 0.8708133971291866
Image 209, true label: 8, predicted label: 8, accumulative accuracy: 0.8714285714285714
Running MLPClassifier (no_opt) total cycles (32767 Hz) (CNT=10): 50132
Image 210, true label: 4, predicted label: 4, accumulative accuracy: 0.8720379146919431
Image 211, true label: 1, predicted label: 1, accumulative accuracy: 0.8726415094339622
Image 212, true label: 8, predicted label: 8, accumulative accuracy: 0.8732394366197183
Image 213, true label: 4, predicted label: 4, accumulative accuracy: 0.8738317757009346
Image 214, true label: 1, predicted label: 1, accumulative accuracy: 0.8744186046511628
Image 215, true label: 3, predicted label: 3, accumulative accuracy: 0.875
Image 216, true label: 1, predicted label: 1, accumulative accuracy: 0.8755760368663594
Image 217, true label: 6, predicted label: 6, accumulative accuracy: 0.8761467889908257
Image 218, true label: 7, predicted label: 7, accumulative accuracy: 0.8767123287671232
Image 219, true label: 2, predicted label: 2, accumulative accuracy: 0.8772727272727273
Running MLPClassifier (no_opt) total cycles (32767 Hz) (CNT=10): 50122
Image 220, true label: 8, predicted label: 8, accumulative accuracy: 0.8778280542986425
Image 221, true label: 5, predicted label: 5, accumulative accuracy: 0.8783783783783784
Image 222, true label: 2, predicted label: 2, accumulative accuracy: 0.8789237668161435
Image 223, true label: 0, predicted label: 0, accumulative accuracy: 0.8794642857142857
Image 224, true label: 7, predicted label: 7, accumulative accuracy: 0.88
Image 225, true label: 7, predicted label: 7, accumulative accuracy: 0.8805309734513275
Image 226, true label: 6, predicted label: 6, accumulative accuracy: 0.8810572687224669
Image 227, true label: 2, predicted label: 2, accumulative accuracy: 0.881578947368421
Image 228, true label: 7, predicted label: 7, accumulative accuracy: 0.8820960698689956
Image 229, true label: 0, predicted label: 0, accumulative accuracy: 0.8826086956521739
Running MLPClassifier (no_opt) total cycles (32767 Hz) (CNT=10): 50126
Image 230, true label: 7, predicted label: 7, accumulative accuracy: 0.8831168831168831
Image 231, true label: 8, predicted label: 8, accumulative accuracy: 0.8836206896551724
Image 232, true label: 9, predicted label: 9, accumulative accuracy: 0.8841201716738197
Image 233, true label: 2, predicted label: 2, accumulative accuracy: 0.8846153846153846
Image 234, true label: 9, predicted label: 9, accumulative accuracy: 0.8851063829787233
Image 235, true label: 0, predicted label: 0, accumulative accuracy: 0.885593220338983
Image 236, true label: 5, predicted label: 5, accumulative accuracy: 0.8860759493670886
Image 237, true label: 1, predicted label: 1, accumulative accuracy: 0.8865546218487395
Image 238, true label: 4, predicted label: 4, accumulative accuracy: 0.8870292887029289
Image 239, true label: 4, predicted label: 2, accumulative accuracy: 0.8833333333333333
Running MLPClassifier (no_opt) total cycles (32767 Hz) (CNT=10): 50118
Image 240, true label: 5, predicted label: 5, accumulative accuracy: 0.8838174273858921
Image 241, true label: 6, predicted label: 6, accumulative accuracy: 0.8842975206611571
Image 242, true label: 9, predicted label: 9, accumulative accuracy: 0.8847736625514403
Image 243, true label: 2, predicted label: 2, accumulative accuracy: 0.8852459016393442
Image 244, true label: 6, predicted label: 2, accumulative accuracy: 0.8816326530612245
Image 245, true label: 8, predicted label: 8, accumulative accuracy: 0.8821138211382114
Image 246, true label: 6, predicted label: 6, accumulative accuracy: 0.8825910931174089
Image 247, true label: 4, predicted label: 4, accumulative accuracy: 0.8830645161290323
Image 248, true label: 2, predicted label: 2, accumulative accuracy: 0.8835341365461847
Image 249, true label: 2, predicted label: 2, accumulative accuracy: 0.884
Running MLPClassifier (no_opt) total cycles (32767 Hz) (CNT=10): 50123
Image 250, true label: 9, predicted label: 9, accumulative accuracy: 0.8844621513944223
Image 251, true label: 7, predicted label: 7, accumulative accuracy: 0.8849206349206349
Image 252, true label: 6, predicted label: 6, accumulative accuracy: 0.8853754940711462
Image 253, true label: 5, predicted label: 5, accumulative accuracy: 0.8858267716535433
Image 254, true label: 5, predicted label: 5, accumulative accuracy: 0.8862745098039215
Image 255, true label: 2, predicted label: 2, accumulative accuracy: 0.88671875
Image 256, true label: 8, predicted label: 8, accumulative accuracy: 0.8871595330739299
Image 257, true label: 5, predicted label: 5, accumulative accuracy: 0.8875968992248062
Image 258, true label: 2, predicted label: 2, accumulative accuracy: 0.888030888030888
Image 259, true label: 3, predicted label: 3, accumulative accuracy: 0.8884615384615384
Running MLPClassifier (no_opt) total cycles (32767 Hz) (CNT=10): 50112
Image 260, true label: 0, predicted label: 0, accumulative accuracy: 0.8888888888888888
Image 261, true label: 4, predicted label: 4, accumulative accuracy: 0.8893129770992366
Image 262, true label: 8, predicted label: 8, accumulative accuracy: 0.8897338403041825
Image 263, true label: 0, predicted label: 0, accumulative accuracy: 0.8901515151515151
Image 264, true label: 0, predicted label: 0, accumulative accuracy: 0.8905660377358491
Image 265, true label: 6, predicted label: 2, accumulative accuracy: 0.8872180451127819
Image 266, true label: 3, predicted label: 3, accumulative accuracy: 0.8876404494382022
Image 267, true label: 8, predicted label: 8, accumulative accuracy: 0.8880597014925373
Image 268, true label: 9, predicted label: 9, accumulative accuracy: 0.8884758364312267
Image 269, true label: 6, predicted label: 6, accumulative accuracy: 0.8888888888888888
Running MLPClassifier (no_opt) total cycles (32767 Hz) (CNT=10): 50125
Image 270, true label: 1, predicted label: 4, accumulative accuracy: 0.8856088560885609
Image 271, true label: 3, predicted label: 6, accumulative accuracy: 0.8823529411764706
Image 272, true label: 0, predicted label: 0, accumulative accuracy: 0.8827838827838828
Image 273, true label: 2, predicted label: 2, accumulative accuracy: 0.8832116788321168
Image 274, true label: 3, predicted label: 3, accumulative accuracy: 0.8836363636363637
Image 275, true label: 0, predicted label: 0, accumulative accuracy: 0.8840579710144928
Image 276, true label: 8, predicted label: 8, accumulative accuracy: 0.8844765342960289
Image 277, true label: 3, predicted label: 3, accumulative accuracy: 0.8848920863309353
Image 278, true label: 7, predicted label: 7, accumulative accuracy: 0.8853046594982079
Image 279, true label: 4, predicted label: 4, accumulative accuracy: 0.8857142857142857
Running MLPClassifier (no_opt) total cycles (32767 Hz) (CNT=10): 50116
Image 280, true label: 0, predicted label: 0, accumulative accuracy: 0.8861209964412812
Image 281, true label: 1, predicted label: 1, accumulative accuracy: 0.8865248226950354
Image 282, true label: 6, predicted label: 6, accumulative accuracy: 0.8869257950530035
Image 283, true label: 3, predicted label: 4, accumulative accuracy: 0.8838028169014085
Image 284, true label: 0, predicted label: 0, accumulative accuracy: 0.8842105263157894
Image 285, true label: 6, predicted label: 6, accumulative accuracy: 0.8846153846153846
Image 286, true label: 6, predicted label: 6, accumulative accuracy: 0.8850174216027874
Image 287, true label: 7, predicted label: 7, accumulative accuracy: 0.8854166666666666
Image 288, true label: 5, predicted label: 5, accumulative accuracy: 0.8858131487889274
Image 289, true label: 4, predicted label: 4, accumulative accuracy: 0.8862068965517241
Running MLPClassifier (no_opt) total cycles (32767 Hz) (CNT=10): 50124
Image 290, true label: 5, predicted label: 5, accumulative accuracy: 0.8865979381443299
Image 291, true label: 9, predicted label: 9, accumulative accuracy: 0.886986301369863
Image 292, true label: 5, predicted label: 5, accumulative accuracy: 0.8873720136518771
Image 293, true label: 6, predicted label: 6, accumulative accuracy: 0.8877551020408163
Image 294, true label: 5, predicted label: 5, accumulative accuracy: 0.888135593220339
Image 295, true label: 5, predicted label: 5, accumulative accuracy: 0.8885135135135135
Image 296, true label: 1, predicted label: 1, accumulative accuracy: 0.8888888888888888
Image 297, true label: 9, predicted label: 9, accumulative accuracy: 0.889261744966443
Image 298, true label: 8, predicted label: 8, accumulative accuracy: 0.8896321070234113
Image 299, true label: 8, predicted label: 8, accumulative accuracy: 0.89
Running MLPClassifier (no_opt) total cycles (32767 Hz) (CNT=10): 50124
Image 300, true label: 3, predicted label: 3, accumulative accuracy: 0.8903654485049833
Image 301, true label: 3, predicted label: 3, accumulative accuracy: 0.890728476821192
Image 302, true label: 6, predicted label: 6, accumulative accuracy: 0.8910891089108911
Image 303, true label: 8, predicted label: 8, accumulative accuracy: 0.8914473684210527
Image 304, true label: 0, predicted label: 0, accumulative accuracy: 0.8918032786885246
Image 305, true label: 0, predicted label: 0, accumulative accuracy: 0.8921568627450981
Image 306, true label: 2, predicted label: 2, accumulative accuracy: 0.8925081433224755
Image 307, true label: 9, predicted label: 9, accumulative accuracy: 0.8928571428571429
Image 308, true label: 7, predicted label: 7, accumulative accuracy: 0.8932038834951457
Image 309, true label: 7, predicted label: 7, accumulative accuracy: 0.8935483870967742
Running MLPClassifier (no_opt) total cycles (32767 Hz) (CNT=10): 50112
Image 310, true label: 1, predicted label: 1, accumulative accuracy: 0.8938906752411575
Image 311, true label: 3, predicted label: 3, accumulative accuracy: 0.8942307692307693
Image 312, true label: 6, predicted label: 6, accumulative accuracy: 0.8945686900958466
Image 313, true label: 4, predicted label: 6, accumulative accuracy: 0.89171974522293
Image 314, true label: 2, predicted label: 2, accumulative accuracy: 0.8920634920634921
Image 315, true label: 4, predicted label: 4, accumulative accuracy: 0.8924050632911392
Image 316, true label: 9, predicted label: 7, accumulative accuracy: 0.889589905362776
Image 317, true label: 1, predicted label: 1, accumulative accuracy: 0.889937106918239
Image 318, true label: 6, predicted label: 6, accumulative accuracy: 0.890282131661442
Image 319, true label: 4, predicted label: 4, accumulative accuracy: 0.890625
Running MLPClassifier (no_opt) total cycles (32767 Hz) (CNT=10): 50130
Image 320, true label: 8, predicted label: 8, accumulative accuracy: 0.8909657320872274
Image 321, true label: 2, predicted label: 2, accumulative accuracy: 0.8913043478260869
Image 322, true label: 6, predicted label: 6, accumulative accuracy: 0.891640866873065
Image 323, true label: 5, predicted label: 5, accumulative accuracy: 0.8919753086419753
Image 324, true label: 4, predicted label: 6, accumulative accuracy: 0.8892307692307693
Image 325, true label: 6, predicted label: 2, accumulative accuracy: 0.8865030674846626
Image 326, true label: 7, predicted label: 7, accumulative accuracy: 0.8868501529051988
Image 327, true label: 7, predicted label: 7, accumulative accuracy: 0.8871951219512195
Image 328, true label: 7, predicted label: 7, accumulative accuracy: 0.8875379939209727
Image 329, true label: 3, predicted label: 3, accumulative accuracy: 0.8878787878787879
Running MLPClassifier (no_opt) total cycles (32767 Hz) (CNT=10): 50122
Image 330, true label: 3, predicted label: 3, accumulative accuracy: 0.8882175226586103
Image 331, true label: 7, predicted label: 7, accumulative accuracy: 0.8885542168674698
Image 332, true label: 0, predicted label: 0, accumulative accuracy: 0.8888888888888888
Image 333, true label: 7, predicted label: 7, accumulative accuracy: 0.8892215568862275
Image 334, true label: 1, predicted label: 1, accumulative accuracy: 0.8895522388059701
Image 335, true label: 3, predicted label: 3, accumulative accuracy: 0.8898809523809523
Image 336, true label: 7, predicted label: 7, accumulative accuracy: 0.8902077151335311
Image 337, true label: 2, predicted label: 2, accumulative accuracy: 0.8905325443786982
Image 338, true label: 2, predicted label: 2, accumulative accuracy: 0.8908554572271387
