Image 0, true label: 7, predicted label: 7, accumulative accuracy: 1.0
Image 96, true label: 1, predicted label: 1, accumulative accuracy: 1.0
Image 97, true label: 7, predicted label: 7, accumulative accuracy: 1.0
Image 98, true label: 6, predicted label: 6, accumulative accuracy: 1.0
Image 99, true label: 9, predicted label: 9, accumulative accuracy: 1.0
total cycles (32767 Hz): 418498 (right shift by 4)
Image 100, true label: 6, predicted label: 6, accumulative accuracy: 1.0
Image 101, true label: 0, predicted label: 0, accumulative accuracy: 1.0
Image 102, true label: 5, predicted label: 5, accumulative accuracy: 1.0
Image 103, true label: 4, predicted label: 4, accumulative accuracy: 1.0
Image 104, true label: 9, predicted label: 9, accumulative accuracy: 1.0
Image 105, true label: 9, predicted label: 9, accumulative accuracy: 1.0
Image 106, true label: 2, predicted label: 2, accumulative accuracy: 1.0
Image 107, true label: 1, predicted label: 1, accumulative accuracy: 1.0
Image 108, true label: 9, predicted label: 9, accumulative accuracy: 1.0
Image 109, true label: 4, predicted label: 4, accumulative accuracy: 1.0
Image 110, true label: 8, predicted label: 8, accumulative accuracy: 1.0
Image 111, true label: 7, predicted label: 7, accumulative accuracy: 1.0
Image 112, true label: 3, predicted label: 3, accumulative accuracy: 1.0
Image 113, true label: 9, predicted label: 9, accumulative accuracy: 1.0
Image 114, true label: 7, predicted label: 7, accumulative accuracy: 1.0
Image 115, true label: 4, predicted label: 4, accumulative accuracy: 1.0
Image 116, true label: 4, predicted label: 4, accumulative accuracy: 1.0
Image 117, true label: 4, predicted label: 4, accumulative accuracy: 1.0
Image 118, true label: 9, predicted label: 9, accumulative accuracy: 1.0
Image 119, true label: 2, predicted label: 2, accumulative accuracy: 1.0
Image 120, true label: 5, predicted label: 5, accumulative accuracy: 1.0
Image 121, true label: 4, predicted label: 4, accumulative accuracy: 1.0
Image 122, true label: 7, predicted label: 7, accumulative accuracy: 1.0
Image 123, true label: 6, predicted label: 6, accumulative accuracy: 1.0
Image 124, true label: 7, predicted label: 7, accumulative accuracy: 1.0
Image 125, true label: 9, predicted label: 9, accumulative accuracy: 1.0
Image 126, true label: 0, predicted label: 0, accumulative accuracy: 1.0
Image 127, true label: 5, predicted label: 5, accumulative accuracy: 1.0
Image 128, true label: 8, predicted label: 8, accumulative accuracy: 1.0
Image 129, true label: 5, predicted label: 5, accumulative accuracy: 1.0
Image 130, true label: 6, predicted label: 6, accumulative accuracy: 1.0
Image 131, true label: 6, predicted label: 6, accumulative accuracy: 1.0
Image 132, true label: 5, predicted label: 5, accumulative accuracy: 1.0
Image 133, true label: 7, predicted label: 7, accumulative accuracy: 1.0
Image 134, true label: 8, predicted label: 8, accumulative accuracy: 1.0
Image 135, true label: 1, predicted label: 1, accumulative accuracy: 1.0
Image 136, true label: 0, predicted label: 0, accumulative accuracy: 1.0
Image 137, true label: 1, predicted label: 1, accumulative accuracy: 1.0
Image 138, true label: 6, predicted label: 6, accumulative accuracy: 1.0
Image 139, true label: 4, predicted label: 4, accumulative accuracy: 1.0
Image 140, true label: 6, predicted label: 6, accumulative accuracy: 1.0
Image 141, true label: 7, predicted label: 7, accumulative accuracy: 1.0
Image 142, true label: 3, predicted label: 3, accumulative accuracy: 1.0
Image 143, true label: 1, predicted label: 1, accumulative accuracy: 1.0
Image 144, true label: 7, predicted label: 7, accumulative accuracy: 1.0
Image 145, true label: 1, predicted label: 1, accumulative accuracy: 1.0
Image 146, true label: 8, predicted label: 8, accumulative accuracy: 1.0
Image 147, true label: 2, predicted label: 2, accumulative accuracy: 1.0
Image 148, true label: 0, predicted label: 0, accumulative accuracy: 1.0
Image 149, true label: 2, predicted label: 2, accumulative accuracy: 1.0
Image 150, true label: 9, predicted label: 9, accumulative accuracy: 1.0
Image 151, true label: 9, predicted label: 9, accumulative accuracy: 1.0
Image 152, true label: 5, predicted label: 5, accumulative accuracy: 1.0
Image 153, true label: 5, predicted label: 5, accumulative accuracy: 1.0
Image 154, true label: 1, predicted label: 1, accumulative accuracy: 1.0
Image 155, true label: 5, predicted label: 5, accumulative accuracy: 1.0
Image 156, true label: 6, predicted label: 6, accumulative accuracy: 1.0
Image 157, true label: 0, predicted label: 0, accumulative accuracy: 1.0
Image 158, true label: 3, predicted label: 3, accumulative accuracy: 1.0
Image 159, true label: 4, predicted label: 4, accumulative accuracy: 1.0
Image 160, true label: 4, predicted label: 4, accumulative accuracy: 1.0
Image 161, true label: 6, predicted label: 6, accumulative accuracy: 1.0
Image 162, true label: 5, predicted label: 5, accumulative accuracy: 1.0
Image 163, true label: 4, predicted label: 4, accumulative accuracy: 1.0
Image 164, true label: 6, predicted label: 6, accumulative accuracy: 1.0
Image 165, true label: 5, predicted label: 5, accumulative accuracy: 1.0
Image 166, true label: 4, predicted label: 4, accumulative accuracy: 1.0
Image 167, true label: 5, predicted label: 5, accumulative accuracy: 1.0
Image 168, true label: 1, predicted label: 1, accumulative accuracy: 1.0
Image 169, true label: 4, predicted label: 4, accumulative accuracy: 1.0
Image 170, true label: 4, predicted label: 4, accumulative accuracy: 1.0
Image 171, true label: 7, predicted label: 7, accumulative accuracy: 1.0
Image 172, true label: 2, predicted label: 2, accumulative accuracy: 1.0
Image 173, true label: 3, predicted label: 3, accumulative accuracy: 1.0
Image 174, true label: 2, predicted label: 2, accumulative accuracy: 1.0
Image 175, true label: 7, predicted label: 7, accumulative accuracy: 1.0
Image 176, true label: 1, predicted label: 1, accumulative accuracy: 1.0
Image 177, true label: 8, predicted label: 8, accumulative accuracy: 1.0
Image 178, true label: 1, predicted label: 1, accumulative accuracy: 1.0
Image 179, true label: 8, predicted label: 8, accumulative accuracy: 1.0
Image 180, true label: 1, predicted label: 1, accumulative accuracy: 1.0
Image 181, true label: 8, predicted label: 8, accumulative accuracy: 1.0
Image 182, true label: 5, predicted label: 5, accumulative accuracy: 1.0
Image 183, true label: 0, predicted label: 0, accumulative accuracy: 1.0
Image 184, true label: 8, predicted label: 3, accumulative accuracy: 0.9945945945945946
Image 185, true label: 9, predicted label: 9, accumulative accuracy: 0.9946236559139785
Image 186, true label: 2, predicted label: 2, accumulative accuracy: 0.9946524064171123
Image 187, true label: 5, predicted label: 5, accumulative accuracy: 0.9946808510638298
Image 188, true label: 0, predicted label: 0, accumulative accuracy: 0.9947089947089947
Image 189, true label: 1, predicted label: 1, accumulative accuracy: 0.9947368421052631
Image 190, true label: 1, predicted label: 1, accumulative accuracy: 0.9947643979057592
Image 191, true label: 1, predicted label: 1, accumulative accuracy: 0.9947916666666666
Image 192, true label: 0, predicted label: 0, accumulative accuracy: 0.9948186528497409
Image 193, true label: 9, predicted label: 9, accumulative accuracy: 0.9948453608247423
Image 194, true label: 0, predicted label: 0, accumulative accuracy: 0.9948717948717949
Image 195, true label: 3, predicted label: 3, accumulative accuracy: 0.9948979591836735
Image 196, true label: 1, predicted label: 1, accumulative accuracy: 0.9949238578680203
Image 197, true label: 6, predicted label: 6, accumulative accuracy: 0.9949494949494949
Image 198, true label: 4, predicted label: 4, accumulative accuracy: 0.9949748743718593
Image 199, true label: 2, predicted label: 2, accumulative accuracy: 0.995
total cycles (32767 Hz): 837001 (right shift by 4)
Image 200, true label: 3, predicted label: 3, accumulative accuracy: 0.9950248756218906
Image 201, true label: 6, predicted label: 6, accumulative accuracy: 0.995049504950495
Image 202, true label: 1, predicted label: 1, accumulative accuracy: 0.9950738916256158
Image 203, true label: 1, predicted label: 1, accumulative accuracy: 0.9950980392156863
Image 204, true label: 1, predicted label: 1, accumulative accuracy: 0.9951219512195122
Image 205, true label: 3, predicted label: 3, accumulative accuracy: 0.9951456310679612
Image 206, true label: 9, predicted label: 9, accumulative accuracy: 0.9951690821256038
Image 207, true label: 5, predicted label: 5, accumulative accuracy: 0.9951923076923077
Image 208, true label: 2, predicted label: 2, accumulative accuracy: 0.9952153110047847
Image 209, true label: 9, predicted label: 9, accumulative accuracy: 0.9952380952380953
Image 210, true label: 4, predicted label: 4, accumulative accuracy: 0.995260663507109
Image 211, true label: 5, predicted label: 5, accumulative accuracy: 0.9952830188679245
Image 212, true label: 9, predicted label: 9, accumulative accuracy: 0.9953051643192489
Image 213, true label: 3, predicted label: 3, accumulative accuracy: 0.9953271028037384
Image 214, true label: 9, predicted label: 9, accumulative accuracy: 0.9953488372093023
Image 215, true label: 0, predicted label: 0, accumulative accuracy: 0.9953703703703703
Image 216, true label: 3, predicted label: 3, accumulative accuracy: 0.9953917050691244
Image 217, true label: 6, predicted label: 6, accumulative accuracy: 0.9954128440366973
Image 218, true label: 5, predicted label: 5, accumulative accuracy: 0.9954337899543378
Image 219, true label: 5, predicted label: 5, accumulative accuracy: 0.9954545454545455
Image 220, true label: 7, predicted label: 7, accumulative accuracy: 0.995475113122172
Image 221, true label: 2, predicted label: 2, accumulative accuracy: 0.9954954954954955
Image 222, true label: 2, predicted label: 2, accumulative accuracy: 0.9955156950672646
Image 223, true label: 7, predicted label: 7, accumulative accuracy: 0.9955357142857143
Image 224, true label: 1, predicted label: 1, accumulative accuracy: 0.9955555555555555
Image 225, true label: 2, predicted label: 2, accumulative accuracy: 0.995575221238938
Image 226, true label: 8, predicted label: 8, accumulative accuracy: 0.9955947136563876
Image 227, true label: 4, predicted label: 4, accumulative accuracy: 0.9956140350877193
Image 228, true label: 1, predicted label: 1, accumulative accuracy: 0.9956331877729258
Image 229, true label: 7, predicted label: 7, accumulative accuracy: 0.9956521739130435
Image 230, true label: 3, predicted label: 3, accumulative accuracy: 0.9956709956709957
Image 231, true label: 3, predicted label: 3, accumulative accuracy: 0.9956896551724138
Image 232, true label: 8, predicted label: 8, accumulative accuracy: 0.9957081545064378
Image 233, true label: 8, predicted label: 8, accumulative accuracy: 0.9957264957264957
Image 234, true label: 7, predicted label: 7, accumulative accuracy: 0.9957446808510638
Image 235, true label: 9, predicted label: 9, accumulative accuracy: 0.9957627118644068
Image 236, true label: 2, predicted label: 2, accumulative accuracy: 0.9957805907172996
Image 237, true label: 2, predicted label: 2, accumulative accuracy: 0.9957983193277311
Image 238, true label: 4, predicted label: 4, accumulative accuracy: 0.99581589958159
Image 239, true label: 1, predicted label: 1, accumulative accuracy: 0.9958333333333333
Image 240, true label: 5, predicted label: 5, accumulative accuracy: 0.995850622406639
Image 241, true label: 9, predicted label: 9, accumulative accuracy: 0.9958677685950413
Image 242, true label: 8, predicted label: 8, accumulative accuracy: 0.9958847736625515
Image 243, true label: 7, predicted label: 7, accumulative accuracy: 0.9959016393442623
Image 244, true label: 2, predicted label: 2, accumulative accuracy: 0.9959183673469387
Image 245, true label: 3, predicted label: 3, accumulative accuracy: 0.9959349593495935
Image 246, true label: 0, predicted label: 0, accumulative accuracy: 0.9959514170040485
Image 247, true label: 4, predicted label: 2, accumulative accuracy: 0.9919354838709677
Image 248, true label: 4, predicted label: 4, accumulative accuracy: 0.9919678714859438
Image 249, true label: 2, predicted label: 2, accumulative accuracy: 0.992
Image 250, true label: 4, predicted label: 4, accumulative accuracy: 0.9920318725099602
Image 251, true label: 1, predicted label: 1, accumulative accuracy: 0.9920634920634921
Image 252, true label: 9, predicted label: 9, accumulative accuracy: 0.9920948616600791
Image 253, true label: 5, predicted label: 5, accumulative accuracy: 0.9921259842519685
Image 254, true label: 7, predicted label: 7, accumulative accuracy: 0.9921568627450981
Image 255, true label: 7, predicted label: 7, accumulative accuracy: 0.9921875
Image 256, true label: 2, predicted label: 2, accumulative accuracy: 0.9922178988326849
Image 257, true label: 8, predicted label: 8, accumulative accuracy: 0.9922480620155039
Image 258, true label: 2, predicted label: 2, accumulative accuracy: 0.9922779922779923
Image 259, true label: 6, predicted label: 6, accumulative accuracy: 0.9923076923076923
Image 260, true label: 8, predicted label: 8, accumulative accuracy: 0.9923371647509579
Image 261, true label: 5, predicted label: 5, accumulative accuracy: 0.9923664122137404
Image 262, true label: 7, predicted label: 7, accumulative accuracy: 0.9923954372623575
Image 263, true label: 7, predicted label: 7, accumulative accuracy: 0.9924242424242424
Image 264, true label: 9, predicted label: 9, accumulative accuracy: 0.9924528301886792
Image 265, true label: 1, predicted label: 1, accumulative accuracy: 0.9924812030075187
Image 266, true label: 8, predicted label: 8, accumulative accuracy: 0.9925093632958801
Image 267, true label: 1, predicted label: 1, accumulative accuracy: 0.9925373134328358
Image 268, true label: 8, predicted label: 8, accumulative accuracy: 0.9925650557620818
Image 269, true label: 0, predicted label: 0, accumulative accuracy: 0.9925925925925926
Image 270, true label: 3, predicted label: 3, accumulative accuracy: 0.992619926199262
Image 271, true label: 0, predicted label: 0, accumulative accuracy: 0.9926470588235294
Image 272, true label: 1, predicted label: 1, accumulative accuracy: 0.9926739926739927
Image 273, true label: 9, predicted label: 9, accumulative accuracy: 0.9927007299270073
Image 274, true label: 9, predicted label: 9, accumulative accuracy: 0.9927272727272727
Image 275, true label: 4, predicted label: 4, accumulative accuracy: 0.9927536231884058
Image 276, true label: 1, predicted label: 1, accumulative accuracy: 0.9927797833935018
Image 277, true label: 8, predicted label: 8, accumulative accuracy: 0.9928057553956835
Image 278, true label: 2, predicted label: 2, accumulative accuracy: 0.992831541218638
Image 279, true label: 1, predicted label: 1, accumulative accuracy: 0.9928571428571429
Image 280, true label: 2, predicted label: 2, accumulative accuracy: 0.9928825622775801
Image 281, true label: 9, predicted label: 9, accumulative accuracy: 0.9929078014184397
Image 282, true label: 7, predicted label: 7, accumulative accuracy: 0.9929328621908127
Image 283, true label: 5, predicted label: 5, accumulative accuracy: 0.9929577464788732
Image 284, true label: 9, predicted label: 9, accumulative accuracy: 0.9929824561403509
Image 285, true label: 2, predicted label: 2, accumulative accuracy: 0.993006993006993
Image 286, true label: 6, predicted label: 6, accumulative accuracy: 0.9930313588850174
Image 287, true label: 4, predicted label: 4, accumulative accuracy: 0.9930555555555556
Image 288, true label: 1, predicted label: 1, accumulative accuracy: 0.9930795847750865
Image 289, true label: 5, predicted label: 5, accumulative accuracy: 0.993103448275862
Image 290, true label: 8, predicted label: 8, accumulative accuracy: 0.993127147766323
Image 291, true label: 2, predicted label: 2, accumulative accuracy: 0.9931506849315068
Image 292, true label: 9, predicted label: 9, accumulative accuracy: 0.9931740614334471
Image 293, true label: 2, predicted label: 2, accumulative accuracy: 0.9931972789115646
Image 294, true label: 0, predicted label: 0, accumulative accuracy: 0.9932203389830508
Image 295, true label: 4, predicted label: 4, accumulative accuracy: 0.9932432432432432
Image 296, true label: 0, predicted label: 0, accumulative accuracy: 0.9932659932659933
Image 297, true label: 0, predicted label: 0, accumulative accuracy: 0.9932885906040269
Image 298, true label: 2, predicted label: 2, accumulative accuracy: 0.9933110367892977
Image 299, true label: 8, predicted label: 8, accumulative accuracy: 0.9933333333333333
total cycles (32767 Hz): 1255508 (right shift by 4)
Image 300, true label: 4, predicted label: 4, accumulative accuracy: 0.9933554817275747
Image 301, true label: 7, predicted label: 7, accumulative accuracy: 0.9933774834437086
Image 302, true label: 1, predicted label: 1, accumulative accuracy: 0.9933993399339934
Image 303, true label: 2, predicted label: 2, accumulative accuracy: 0.993421052631579
Image 304, true label: 4, predicted label: 4, accumulative accuracy: 0.9934426229508196
Image 305, true label: 0, predicted label: 0, accumulative accuracy: 0.9934640522875817
Image 306, true label: 2, predicted label: 2, accumulative accuracy: 0.993485342019544
Image 307, true label: 7, predicted label: 7, accumulative accuracy: 0.9935064935064936
Image 308, true label: 4, predicted label: 4, accumulative accuracy: 0.9935275080906149
Image 309, true label: 3, predicted label: 3, accumulative accuracy: 0.9935483870967742
Image 310, true label: 3, predicted label: 3, accumulative accuracy: 0.9935691318327974
Image 311, true label: 0, predicted label: 0, accumulative accuracy: 0.9935897435897436
Image 312, true label: 0, predicted label: 0, accumulative accuracy: 0.9936102236421726
Image 313, true label: 3, predicted label: 3, accumulative accuracy: 0.9936305732484076
Image 314, true label: 1, predicted label: 1, accumulative accuracy: 0.9936507936507937
Image 315, true label: 9, predicted label: 9, accumulative accuracy: 0.9936708860759493
Image 316, true label: 6, predicted label: 6, accumulative accuracy: 0.9936908517350158
Image 317, true label: 5, predicted label: 5, accumulative accuracy: 0.9937106918238994
Image 318, true label: 2, predicted label: 2, accumulative accuracy: 0.9937304075235109
Image 319, true label: 5, predicted label: 5, accumulative accuracy: 0.99375
Image 320, true label: 9, predicted label: 9, accumulative accuracy: 0.9937694704049844
Image 321, true label: 2, predicted label: 7, accumulative accuracy: 0.9906832298136646
Image 322, true label: 9, predicted label: 9, accumulative accuracy: 0.9907120743034056
Image 323, true label: 3, predicted label: 3, accumulative accuracy: 0.9907407407407407
Image 324, true label: 0, predicted label: 0, accumulative accuracy: 0.9907692307692307
Image 325, true label: 4, predicted label: 4, accumulative accuracy: 0.99079754601227
Image 326, true label: 2, predicted label: 2, accumulative accuracy: 0.9908256880733946
Image 327, true label: 0, predicted label: 0, accumulative accuracy: 0.9908536585365854
Image 328, true label: 7, predicted label: 7, accumulative accuracy: 0.9908814589665653
Image 329, true label: 1, predicted label: 1, accumulative accuracy: 0.990909090909091
Image 330, true label: 1, predicted label: 1, accumulative accuracy: 0.9909365558912386
Image 331, true label: 2, predicted label: 2, accumulative accuracy: 0.9909638554216867
Image 332, true label: 1, predicted label: 1, accumulative accuracy: 0.990990990990991
Image 333, true label: 5, predicted label: 5, accumulative accuracy: 0.9910179640718563
Image 334, true label: 3, predicted label: 3, accumulative accuracy: 0.991044776119403
Image 335, true label: 3, predicted label: 3, accumulative accuracy: 0.9910714285714286
Image 336, true label: 9, predicted label: 9, accumulative accuracy: 0.9910979228486647
Image 337, true label: 7, predicted label: 7, accumulative accuracy: 0.9911242603550295
Image 338, true label: 8, predicted label: 8, accumulative accuracy: 0.9911504424778761
Image 339, true label: 6, predicted label: 6, accumulative accuracy: 0.9911764705882353
Image 340, true label: 5, predicted label: 5, accumulative accuracy: 0.9912023460410557
Image 341, true label: 6, predicted label: 6, accumulative accuracy: 0.9912280701754386
Image 342, true label: 1, predicted label: 1, accumulative accuracy: 0.9912536443148688
Image 343, true label: 3, predicted label: 3, accumulative accuracy: 0.9912790697674418
Image 344, true label: 8, predicted label: 8, accumulative accuracy: 0.991304347826087
Image 345, true label: 1, predicted label: 1, accumulative accuracy: 0.9913294797687862
Image 346, true label: 0, predicted label: 0, accumulative accuracy: 0.9913544668587896
Image 347, true label: 5, predicted label: 5, accumulative accuracy: 0.9913793103448276
Image 348, true label: 1, predicted label: 1, accumulative accuracy: 0.9914040114613181
Image 349, true label: 3, predicted label: 3, accumulative accuracy: 0.9914285714285714
Image 350, true label: 1, predicted label: 1, accumulative accuracy: 0.9914529914529915
Image 351, true label: 5, predicted label: 5, accumulative accuracy: 0.9914772727272727
Image 352, true label: 5, predicted label: 5, accumulative accuracy: 0.9915014164305949
Image 353, true label: 6, predicted label: 6, accumulative accuracy: 0.9915254237288136
Image 354, true label: 1, predicted label: 1, accumulative accuracy: 0.9915492957746479
Image 355, true label: 8, predicted label: 8, accumulative accuracy: 0.9915730337078652
Image 356, true label: 5, predicted label: 5, accumulative accuracy: 0.9915966386554622
Image 357, true label: 1, predicted label: 1, accumulative accuracy: 0.9916201117318436
Image 358, true label: 7, predicted label: 7, accumulative accuracy: 0.9916434540389972
Image 359, true label: 9, predicted label: 9, accumulative accuracy: 0.9916666666666667
Image 360, true label: 4, predicted label: 4, accumulative accuracy: 0.9916897506925207
Image 361, true label: 6, predicted label: 6, accumulative accuracy: 0.9917127071823204
Image 362, true label: 2, predicted label: 2, accumulative accuracy: 0.9917355371900827
Image 363, true label: 2, predicted label: 2, accumulative accuracy: 0.9917582417582418
Image 364, true label: 5, predicted label: 5, accumulative accuracy: 0.9917808219178083
Image 365, true label: 0, predicted label: 0, accumulative accuracy: 0.9918032786885246
Image 366, true label: 6, predicted label: 6, accumulative accuracy: 0.9918256130790191
Image 367, true label: 5, predicted label: 5, accumulative accuracy: 0.9918478260869565
Image 368, true label: 6, predicted label: 6, accumulative accuracy: 0.991869918699187
Image 369, true label: 3, predicted label: 3, accumulative accuracy: 0.9918918918918919
Image 370, true label: 7, predicted label: 7, accumulative accuracy: 0.9919137466307277
Image 371, true label: 2, predicted label: 2, accumulative accuracy: 0.9919354838709677
Image 372, true label: 0, predicted label: 0, accumulative accuracy: 0.9919571045576407
Image 373, true label: 8, predicted label: 8, accumulative accuracy: 0.9919786096256684
Image 374, true label: 8, predicted label: 8, accumulative accuracy: 0.992
Image 375, true label: 5, predicted label: 5, accumulative accuracy: 0.9920212765957447
Image 376, true label: 4, predicted label: 4, accumulative accuracy: 0.9920424403183024
Image 377, true label: 1, predicted label: 1, accumulative accuracy: 0.9920634920634921
Image 378, true label: 1, predicted label: 1, accumulative accuracy: 0.9920844327176781
Image 379, true label: 4, predicted label: 4, accumulative accuracy: 0.9921052631578947
Image 380, true label: 0, predicted label: 0, accumulative accuracy: 0.9921259842519685
Image 381, true label: 3, predicted label: 3, accumulative accuracy: 0.9921465968586387
Image 382, true label: 3, predicted label: 3, accumulative accuracy: 0.9921671018276762
Image 383, true label: 7, predicted label: 7, accumulative accuracy: 0.9921875
Image 384, true label: 6, predicted label: 6, accumulative accuracy: 0.9922077922077922
Image 385, true label: 1, predicted label: 1, accumulative accuracy: 0.9922279792746114
Image 386, true label: 6, predicted label: 6, accumulative accuracy: 0.9922480620155039
Image 387, true label: 2, predicted label: 2, accumulative accuracy: 0.9922680412371134
Image 388, true label: 1, predicted label: 1, accumulative accuracy: 0.9922879177377892
Image 389, true label: 9, predicted label: 9, accumulative accuracy: 0.9923076923076923
