Image 0, true label: 0, predicted label: 1, accumulative accuracy: 0.0
Image 36, true label: 1, predicted label: 1, accumulative accuracy: 0.8108108108108109
Image 37, true label: 0, predicted label: 0, accumulative accuracy: 0.8157894736842105
Image 38, true label: 1, predicted label: 0, accumulative accuracy: 0.7948717948717948
Image 39, true label: 1, predicted label: 1, accumulative accuracy: 0.8
Running MobileNetV2 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 302385
Image 40, true label: 0, predicted label: 0, accumulative accuracy: 0.8048780487804879
Image 41, true label: 1, predicted label: 1, accumulative accuracy: 0.8095238095238095
Image 42, true label: 1, predicted label: 0, accumulative accuracy: 0.7906976744186046
Image 43, true label: 0, predicted label: 0, accumulative accuracy: 0.7954545454545454
Image 44, true label: 0, predicted label: 0, accumulative accuracy: 0.8
Image 45, true label: 0, predicted label: 0, accumulative accuracy: 0.8043478260869565
Image 46, true label: 0, predicted label: 0, accumulative accuracy: 0.8085106382978723
Image 47, true label: 1, predicted label: 1, accumulative accuracy: 0.8125
Image 48, true label: 0, predicted label: 0, accumulative accuracy: 0.8163265306122449
Image 49, true label: 0, predicted label: 0, accumulative accuracy: 0.82
Running MobileNetV2 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 302226
Image 50, true label: 1, predicted label: 0, accumulative accuracy: 0.803921568627451
Image 51, true label: 1, predicted label: 1, accumulative accuracy: 0.8076923076923077
Image 52, true label: 0, predicted label: 0, accumulative accuracy: 0.8113207547169812
Image 53, true label: 1, predicted label: 1, accumulative accuracy: 0.8148148148148148
Image 54, true label: 0, predicted label: 1, accumulative accuracy: 0.8
Image 55, true label: 1, predicted label: 1, accumulative accuracy: 0.8035714285714286
Image 56, true label: 1, predicted label: 1, accumulative accuracy: 0.8070175438596491
Image 57, true label: 0, predicted label: 0, accumulative accuracy: 0.8103448275862069
Image 58, true label: 0, predicted label: 0, accumulative accuracy: 0.8135593220338984
Image 59, true label: 0, predicted label: 0, accumulative accuracy: 0.8166666666666667
Running MobileNetV2 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 302440
Image 60, true label: 1, predicted label: 1, accumulative accuracy: 0.819672131147541
Image 61, true label: 1, predicted label: 1, accumulative accuracy: 0.8225806451612904
Image 62, true label: 0, predicted label: 0, accumulative accuracy: 0.8253968253968254
Image 63, true label: 0, predicted label: 0, accumulative accuracy: 0.828125
Image 64, true label: 0, predicted label: 0, accumulative accuracy: 0.8307692307692308
Image 65, true label: 1, predicted label: 1, accumulative accuracy: 0.8333333333333334
Image 66, true label: 1, predicted label: 1, accumulative accuracy: 0.835820895522388
Image 67, true label: 1, predicted label: 1, accumulative accuracy: 0.8382352941176471
Image 68, true label: 1, predicted label: 0, accumulative accuracy: 0.8260869565217391
Image 69, true label: 1, predicted label: 1, accumulative accuracy: 0.8285714285714286
Running MobileNetV2 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 302408
Image 70, true label: 1, predicted label: 1, accumulative accuracy: 0.8309859154929577
Image 71, true label: 0, predicted label: 0, accumulative accuracy: 0.8333333333333334
Image 72, true label: 0, predicted label: 0, accumulative accuracy: 0.8356164383561644
Image 73, true label: 0, predicted label: 0, accumulative accuracy: 0.8378378378378378
Image 74, true label: 0, predicted label: 0, accumulative accuracy: 0.84
Image 75, true label: 0, predicted label: 1, accumulative accuracy: 0.8289473684210527
Image 76, true label: 1, predicted label: 0, accumulative accuracy: 0.8181818181818182
Image 77, true label: 1, predicted label: 1, accumulative accuracy: 0.8205128205128205
Image 78, true label: 1, predicted label: 0, accumulative accuracy: 0.810126582278481
Image 79, true label: 1, predicted label: 1, accumulative accuracy: 0.8125
Running MobileNetV2 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 302355
Image 80, true label: 0, predicted label: 0, accumulative accuracy: 0.8148148148148148
Image 81, true label: 1, predicted label: 0, accumulative accuracy: 0.8048780487804879
Image 82, true label: 1, predicted label: 1, accumulative accuracy: 0.8072289156626506
Image 83, true label: 0, predicted label: 0, accumulative accuracy: 0.8095238095238095
Image 84, true label: 1, predicted label: 1, accumulative accuracy: 0.8117647058823529
Image 85, true label: 1, predicted label: 1, accumulative accuracy: 0.813953488372093
Image 86, true label: 1, predicted label: 0, accumulative accuracy: 0.8045977011494253
Image 87, true label: 0, predicted label: 0, accumulative accuracy: 0.8068181818181818
Image 88, true label: 0, predicted label: 0, accumulative accuracy: 0.8089887640449438
Image 89, true label: 0, predicted label: 0, accumulative accuracy: 0.8111111111111111
Running MobileNetV2 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 302340
Image 90, true label: 0, predicted label: 1, accumulative accuracy: 0.8021978021978022
Image 91, true label: 0, predicted label: 0, accumulative accuracy: 0.8043478260869565
Image 92, true label: 1, predicted label: 1, accumulative accuracy: 0.8064516129032258
Image 93, true label: 1, predicted label: 1, accumulative accuracy: 0.8085106382978723
Image 94, true label: 1, predicted label: 1, accumulative accuracy: 0.8105263157894737
Image 95, true label: 0, predicted label: 1, accumulative accuracy: 0.8020833333333334
Image 96, true label: 1, predicted label: 1, accumulative accuracy: 0.8041237113402062
Image 97, true label: 0, predicted label: 0, accumulative accuracy: 0.8061224489795918
Image 98, true label: 0, predicted label: 0, accumulative accuracy: 0.8080808080808081
Image 99, true label: 0, predicted label: 0, accumulative accuracy: 0.81
Running MobileNetV2 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 302445
Image 100, true label: 0, predicted label: 0, accumulative accuracy: 0.8118811881188119
Image 101, true label: 1, predicted label: 0, accumulative accuracy: 0.803921568627451
Image 102, true label: 1, predicted label: 0, accumulative accuracy: 0.7961165048543689
Image 103, true label: 1, predicted label: 1, accumulative accuracy: 0.7980769230769231
Image 104, true label: 1, predicted label: 1, accumulative accuracy: 0.8
Image 105, true label: 0, predicted label: 0, accumulative accuracy: 0.8018867924528302
Image 106, true label: 1, predicted label: 0, accumulative accuracy: 0.794392523364486
Image 107, true label: 1, predicted label: 1, accumulative accuracy: 0.7962962962962963
Image 108, true label: 0, predicted label: 0, accumulative accuracy: 0.7981651376146789
Image 109, true label: 0, predicted label: 0, accumulative accuracy: 0.8
Running MobileNetV2 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 302397
Image 110, true label: 1, predicted label: 1, accumulative accuracy: 0.8018018018018018
Image 111, true label: 1, predicted label: 0, accumulative accuracy: 0.7946428571428571
Image 112, true label: 1, predicted label: 1, accumulative accuracy: 0.7964601769911505
Image 113, true label: 0, predicted label: 0, accumulative accuracy: 0.7982456140350878
Image 114, true label: 0, predicted label: 0, accumulative accuracy: 0.8
Image 115, true label: 0, predicted label: 0, accumulative accuracy: 0.8017241379310345
Image 116, true label: 0, predicted label: 0, accumulative accuracy: 0.8034188034188035
Image 117, true label: 1, predicted label: 1, accumulative accuracy: 0.8050847457627118
Image 118, true label: 1, predicted label: 0, accumulative accuracy: 0.7983193277310925
Image 119, true label: 1, predicted label: 1, accumulative accuracy: 0.8
Running MobileNetV2 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 302411
Image 120, true label: 0, predicted label: 0, accumulative accuracy: 0.8016528925619835
Image 121, true label: 1, predicted label: 1, accumulative accuracy: 0.8032786885245902
Image 122, true label: 0, predicted label: 0, accumulative accuracy: 0.8048780487804879
Image 123, true label: 0, predicted label: 0, accumulative accuracy: 0.8064516129032258
Image 124, true label: 0, predicted label: 0, accumulative accuracy: 0.808
Image 125, true label: 1, predicted label: 1, accumulative accuracy: 0.8095238095238095
Image 126, true label: 0, predicted label: 0, accumulative accuracy: 0.8110236220472441
Image 127, true label: 1, predicted label: 1, accumulative accuracy: 0.8125
Image 128, true label: 0, predicted label: 0, accumulative accuracy: 0.813953488372093
Image 129, true label: 0, predicted label: 1, accumulative accuracy: 0.8076923076923077
Running MobileNetV2 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 302447
Image 130, true label: 0, predicted label: 0, accumulative accuracy: 0.8091603053435115
Image 131, true label: 0, predicted label: 1, accumulative accuracy: 0.803030303030303
Image 132, true label: 0, predicted label: 1, accumulative accuracy: 0.7969924812030075
Image 133, true label: 1, predicted label: 1, accumulative accuracy: 0.7985074626865671
Image 134, true label: 0, predicted label: 0, accumulative accuracy: 0.8
Image 135, true label: 1, predicted label: 1, accumulative accuracy: 0.8014705882352942
Image 136, true label: 1, predicted label: 1, accumulative accuracy: 0.8029197080291971
Image 137, true label: 1, predicted label: 1, accumulative accuracy: 0.8043478260869565
Image 138, true label: 0, predicted label: 1, accumulative accuracy: 0.7985611510791367
Image 139, true label: 1, predicted label: 1, accumulative accuracy: 0.8
Running MobileNetV2 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 302373
Image 140, true label: 1, predicted label: 1, accumulative accuracy: 0.8014184397163121
Image 141, true label: 0, predicted label: 0, accumulative accuracy: 0.8028169014084507
Image 142, true label: 0, predicted label: 0, accumulative accuracy: 0.8041958041958042
Image 143, true label: 1, predicted label: 1, accumulative accuracy: 0.8055555555555556
Image 144, true label: 0, predicted label: 0, accumulative accuracy: 0.8068965517241379
Image 145, true label: 0, predicted label: 0, accumulative accuracy: 0.8082191780821918
Image 146, true label: 0, predicted label: 0, accumulative accuracy: 0.8095238095238095
Image 147, true label: 1, predicted label: 1, accumulative accuracy: 0.8108108108108109
Image 148, true label: 1, predicted label: 1, accumulative accuracy: 0.8120805369127517
Image 149, true label: 0, predicted label: 0, accumulative accuracy: 0.8133333333333334
Running MobileNetV2 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 302398
Image 150, true label: 1, predicted label: 1, accumulative accuracy: 0.8145695364238411
Image 151, true label: 0, predicted label: 0, accumulative accuracy: 0.8157894736842105
Image 152, true label: 0, predicted label: 0, accumulative accuracy: 0.8169934640522876
Image 153, true label: 0, predicted label: 0, accumulative accuracy: 0.8181818181818182
Image 154, true label: 1, predicted label: 0, accumulative accuracy: 0.8129032258064516
Image 155, true label: 0, predicted label: 1, accumulative accuracy: 0.8076923076923077
Image 156, true label: 1, predicted label: 0, accumulative accuracy: 0.802547770700637
Image 157, true label: 1, predicted label: 1, accumulative accuracy: 0.8037974683544303
Image 158, true label: 1, predicted label: 1, accumulative accuracy: 0.8050314465408805
Image 159, true label: 1, predicted label: 1, accumulative accuracy: 0.80625
Running MobileNetV2 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 302421
Image 160, true label: 0, predicted label: 0, accumulative accuracy: 0.8074534161490683
Image 161, true label: 1, predicted label: 1, accumulative accuracy: 0.808641975308642
Image 162, true label: 0, predicted label: 0, accumulative accuracy: 0.8098159509202454
Image 163, true label: 0, predicted label: 0, accumulative accuracy: 0.8109756097560976
Image 164, true label: 0, predicted label: 1, accumulative accuracy: 0.806060606060606
Image 165, true label: 0, predicted label: 0, accumulative accuracy: 0.8072289156626506
Image 166, true label: 1, predicted label: 1, accumulative accuracy: 0.8083832335329342
Image 167, true label: 0, predicted label: 0, accumulative accuracy: 0.8095238095238095
Image 168, true label: 1, predicted label: 1, accumulative accuracy: 0.8106508875739645
Image 169, true label: 0, predicted label: 0, accumulative accuracy: 0.8117647058823529
Running MobileNetV2 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 302447
Image 170, true label: 0, predicted label: 0, accumulative accuracy: 0.8128654970760234
Image 171, true label: 0, predicted label: 0, accumulative accuracy: 0.813953488372093
Image 172, true label: 0, predicted label: 0, accumulative accuracy: 0.815028901734104
Image 173, true label: 0, predicted label: 0, accumulative accuracy: 0.8160919540229885
Image 174, true label: 0, predicted label: 0, accumulative accuracy: 0.8171428571428572
Image 175, true label: 1, predicted label: 1, accumulative accuracy: 0.8181818181818182
Image 176, true label: 1, predicted label: 0, accumulative accuracy: 0.8135593220338984
Image 177, true label: 1, predicted label: 0, accumulative accuracy: 0.8089887640449438
Image 178, true label: 1, predicted label: 1, accumulative accuracy: 0.8100558659217877
Image 179, true label: 0, predicted label: 1, accumulative accuracy: 0.8055555555555556
Running MobileNetV2 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 302420
Image 180, true label: 1, predicted label: 1, accumulative accuracy: 0.8066298342541437
Image 181, true label: 0, predicted label: 0, accumulative accuracy: 0.8076923076923077
Image 182, true label: 0, predicted label: 1, accumulative accuracy: 0.8032786885245902
Image 183, true label: 1, predicted label: 1, accumulative accuracy: 0.8043478260869565
Image 184, true label: 1, predicted label: 1, accumulative accuracy: 0.8054054054054054
Image 185, true label: 0, predicted label: 0, accumulative accuracy: 0.8064516129032258
Image 186, true label: 1, predicted label: 1, accumulative accuracy: 0.8074866310160428
Image 187, true label: 0, predicted label: 0, accumulative accuracy: 0.8085106382978723
Image 188, true label: 1, predicted label: 1, accumulative accuracy: 0.8095238095238095
Image 189, true label: 0, predicted label: 0, accumulative accuracy: 0.8105263157894737
Running MobileNetV2 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 302346
Image 190, true label: 1, predicted label: 1, accumulative accuracy: 0.8115183246073299
Image 191, true label: 1, predicted label: 1, accumulative accuracy: 0.8125
Image 192, true label: 0, predicted label: 0, accumulative accuracy: 0.8134715025906736
Image 193, true label: 0, predicted label: 0, accumulative accuracy: 0.8144329896907216
Image 194, true label: 1, predicted label: 1, accumulative accuracy: 0.8153846153846154
Image 195, true label: 1, predicted label: 0, accumulative accuracy: 0.8112244897959183
Image 196, true label: 0, predicted label: 0, accumulative accuracy: 0.8121827411167513
Image 197, true label: 1, predicted label: 1, accumulative accuracy: 0.8131313131313131
Image 198, true label: 1, predicted label: 0, accumulative accuracy: 0.8090452261306532
Image 199, true label: 1, predicted label: 0, accumulative accuracy: 0.805
Running MobileNetV2 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 302313
Image 200, true label: 0, predicted label: 1, accumulative accuracy: 0.8009950248756219
Image 201, true label: 0, predicted label: 0, accumulative accuracy: 0.801980198019802
Image 202, true label: 0, predicted label: 0, accumulative accuracy: 0.8029556650246306
Image 203, true label: 0, predicted label: 0, accumulative accuracy: 0.803921568627451
Image 204, true label: 1, predicted label: 0, accumulative accuracy: 0.8
Image 205, true label: 1, predicted label: 1, accumulative accuracy: 0.8009708737864077
Image 206, true label: 0, predicted label: 0, accumulative accuracy: 0.8019323671497585
Image 207, true label: 1, predicted label: 1, accumulative accuracy: 0.8028846153846154
Image 208, true label: 1, predicted label: 1, accumulative accuracy: 0.8038277511961722
Image 209, true label: 1, predicted label: 1, accumulative accuracy: 0.8047619047619048
Running MobileNetV2 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 302464
Image 210, true label: 1, predicted label: 1, accumulative accuracy: 0.8056872037914692
Image 211, true label: 0, predicted label: 0, accumulative accuracy: 0.8066037735849056
Image 212, true label: 1, predicted label: 1, accumulative accuracy: 0.8075117370892019
Image 213, true label: 1, predicted label: 1, accumulative accuracy: 0.8084112149532711
Image 214, true label: 0, predicted label: 0, accumulative accuracy: 0.8093023255813954
Image 215, true label: 0, predicted label: 1, accumulative accuracy: 0.8055555555555556
Image 216, true label: 1, predicted label: 0, accumulative accuracy: 0.8018433179723502
Image 217, true label: 1, predicted label: 1, accumulative accuracy: 0.8027522935779816
Image 218, true label: 0, predicted label: 0, accumulative accuracy: 0.8036529680365296
Image 219, true label: 1, predicted label: 1, accumulative accuracy: 0.8045454545454546
Running MobileNetV2 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 302409
Image 220, true label: 1, predicted label: 1, accumulative accuracy: 0.8054298642533937
Image 221, true label: 1, predicted label: 0, accumulative accuracy: 0.8018018018018018
Image 222, true label: 0, predicted label: 0, accumulative accuracy: 0.8026905829596412
Image 223, true label: 0, predicted label: 0, accumulative accuracy: 0.8035714285714286
Image 224, true label: 0, predicted label: 1, accumulative accuracy: 0.8
Image 225, true label: 1, predicted label: 1, accumulative accuracy: 0.8008849557522124
Image 226, true label: 1, predicted label: 1, accumulative accuracy: 0.801762114537445
Image 227, true label: 1, predicted label: 1, accumulative accuracy: 0.8026315789473685
Image 228, true label: 1, predicted label: 1, accumulative accuracy: 0.8034934497816594
Image 229, true label: 0, predicted label: 0, accumulative accuracy: 0.8043478260869565
Running MobileNetV2 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 302523
Image 230, true label: 1, predicted label: 1, accumulative accuracy: 0.8051948051948052
Image 231, true label: 0, predicted label: 1, accumulative accuracy: 0.8017241379310345
Image 232, true label: 0, predicted label: 0, accumulative accuracy: 0.8025751072961373
Image 233, true label: 0, predicted label: 0, accumulative accuracy: 0.8034188034188035
Image 234, true label: 1, predicted label: 1, accumulative accuracy: 0.8042553191489362
Image 235, true label: 0, predicted label: 1, accumulative accuracy: 0.8008474576271186
Image 236, true label: 1, predicted label: 0, accumulative accuracy: 0.7974683544303798
Image 237, true label: 1, predicted label: 1, accumulative accuracy: 0.7983193277310925
Image 238, true label: 1, predicted label: 1, accumulative accuracy: 0.799163179916318
Image 239, true label: 1, predicted label: 1, accumulative accuracy: 0.8
Running MobileNetV2 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 302301
Image 240, true label: 1, predicted label: 1, accumulative accuracy: 0.8008298755186722
Image 241, true label: 0, predicted label: 1, accumulative accuracy: 0.7975206611570248
Image 242, true label: 1, predicted label: 1, accumulative accuracy: 0.7983539094650206
Image 243, true label: 0, predicted label: 0, accumulative accuracy: 0.7991803278688525
Image 244, true label: 1, predicted label: 0, accumulative accuracy: 0.7959183673469388
Image 245, true label: 0, predicted label: 0, accumulative accuracy: 0.7967479674796748
Image 246, true label: 0, predicted label: 0, accumulative accuracy: 0.7975708502024291
Image 247, true label: 0, predicted label: 0, accumulative accuracy: 0.7983870967741935
Image 248, true label: 1, predicted label: 0, accumulative accuracy: 0.7951807228915663
Image 249, true label: 0, predicted label: 0, accumulative accuracy: 0.796
Running MobileNetV2 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 302469
Image 250, true label: 0, predicted label: 0, accumulative accuracy: 0.796812749003984
Image 251, true label: 0, predicted label: 0, accumulative accuracy: 0.7976190476190477
Image 252, true label: 0, predicted label: 0, accumulative accuracy: 0.7984189723320159
Image 253, true label: 0, predicted label: 0, accumulative accuracy: 0.7992125984251969
Image 254, true label: 0, predicted label: 0, accumulative accuracy: 0.8
Image 255, true label: 1, predicted label: 0, accumulative accuracy: 0.796875
Image 256, true label: 0, predicted label: 0, accumulative accuracy: 0.7976653696498055
Image 257, true label: 1, predicted label: 1, accumulative accuracy: 0.7984496124031008
Image 258, true label: 0, predicted label: 0, accumulative accuracy: 0.7992277992277992
Image 259, true label: 0, predicted label: 0, accumulative accuracy: 0.8
Running MobileNetV2 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 302414
Image 260, true label: 0, predicted label: 0, accumulative accuracy: 0.8007662835249042
Image 261, true label: 1, predicted label: 0, accumulative accuracy: 0.7977099236641222
Image 262, true label: 0, predicted label: 0, accumulative accuracy: 0.7984790874524715
Image 263, true label: 0, predicted label: 0, accumulative accuracy: 0.7992424242424242
Image 264, true label: 1, predicted label: 1, accumulative accuracy: 0.8
Image 265, true label: 1, predicted label: 1, accumulative accuracy: 0.8007518796992481
Image 266, true label: 0, predicted label: 0, accumulative accuracy: 0.8014981273408239
Image 267, true label: 1, predicted label: 1, accumulative accuracy: 0.8022388059701493
Image 268, true label: 1, predicted label: 1, accumulative accuracy: 0.8029739776951673
Image 269, true label: 1, predicted label: 1, accumulative accuracy: 0.8037037037037037
Running MobileNetV2 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 302396
Image 270, true label: 0, predicted label: 0, accumulative accuracy: 0.8044280442804428
Image 271, true label: 1, predicted label: 1, accumulative accuracy: 0.8051470588235294
Image 272, true label: 0, predicted label: 1, accumulative accuracy: 0.8021978021978022
Image 273, true label: 0, predicted label: 0, accumulative accuracy: 0.8029197080291971
Image 274, true label: 1, predicted label: 1, accumulative accuracy: 0.8036363636363636
Image 275, true label: 1, predicted label: 1, accumulative accuracy: 0.8043478260869565
Image 276, true label: 1, predicted label: 1, accumulative accuracy: 0.8050541516245487
Image 277, true label: 1, predicted label: 1, accumulative accuracy: 0.8057553956834532
Image 278, true label: 1, predicted label: 1, accumulative accuracy: 0.8064516129032258
Image 279, true label: 1, predicted label: 1, accumulative accuracy: 0.8071428571428572
Running MobileNetV2 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 302341
Image 280, true label: 0, predicted label: 0, accumulative accuracy: 0.8078291814946619
Image 281, true label: 1, predicted label: 1, accumulative accuracy: 0.8085106382978723
Image 282, true label: 1, predicted label: 1, accumulative accuracy: 0.8091872791519434
Image 283, true label: 1, predicted label: 1, accumulative accuracy: 0.8098591549295775
Image 284, true label: 0, predicted label: 0, accumulative accuracy: 0.8105263157894737
Image 285, true label: 0, predicted label: 0, accumulative accuracy: 0.8111888111888111
Image 286, true label: 1, predicted label: 1, accumulative accuracy: 0.8118466898954704
Image 287, true label: 1, predicted label: 1, accumulative accuracy: 0.8125
Image 288, true label: 0, predicted label: 0, accumulative accuracy: 0.8131487889273357
Image 289, true label: 0, predicted label: 0, accumulative accuracy: 0.8137931034482758
Running MobileNetV2 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 302326
Image 290, true label: 1, predicted label: 1, accumulative accuracy: 0.8144329896907216
Image 291, true label: 0, predicted label: 1, accumulative accuracy: 0.8116438356164384
Image 292, true label: 0, predicted label: 0, accumulative accuracy: 0.8122866894197952
Image 293, true label: 0, predicted label: 0, accumulative accuracy: 0.8129251700680272
Image 294, true label: 0, predicted label: 1, accumulative accuracy: 0.8101694915254237
Image 295, true label: 0, predicted label: 1, accumulative accuracy: 0.8074324324324325
Image 296, true label: 1, predicted label: 1, accumulative accuracy: 0.8080808080808081
Image 297, true label: 1, predicted label: 1, accumulative accuracy: 0.8087248322147651
Image 298, true label: 1, predicted label: 0, accumulative accuracy: 0.8060200668896321
Image 299, true label: 0, predicted label: 0, accumulative accuracy: 0.8066666666666666
Running MobileNetV2 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 302401
Image 300, true label: 1, predicted label: 0, accumulative accuracy: 0.8039867109634552
Image 301, true label: 0, predicted label: 0, accumulative accuracy: 0.804635761589404
Image 302, true label: 0, predicted label: 0, accumulative accuracy: 0.8052805280528053
Image 303, true label: 1, predicted label: 1, accumulative accuracy: 0.805921052631579
Image 304, true label: 0, predicted label: 0, accumulative accuracy: 0.8065573770491803
Image 305, true label: 1, predicted label: 1, accumulative accuracy: 0.8071895424836601
Image 306, true label: 1, predicted label: 1, accumulative accuracy: 0.8078175895765473
Image 307, true label: 0, predicted label: 1, accumulative accuracy: 0.8051948051948052
Image 308, true label: 0, predicted label: 0, accumulative accuracy: 0.8058252427184466
Image 309, true label: 1, predicted label: 1, accumulative accuracy: 0.8064516129032258
Running MobileNetV2 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 302356
Image 310, true label: 0, predicted label: 0, accumulative accuracy: 0.8070739549839229
Image 311, true label: 1, predicted label: 0, accumulative accuracy: 0.8044871794871795
Image 312, true label: 1, predicted label: 1, accumulative accuracy: 0.805111821086262
Image 313, true label: 0, predicted label: 0, accumulative accuracy: 0.8057324840764332
Image 314, true label: 0, predicted label: 0, accumulative accuracy: 0.8063492063492064
Image 315, true label: 0, predicted label: 0, accumulative accuracy: 0.8069620253164557
Image 316, true label: 0, predicted label: 0, accumulative accuracy: 0.807570977917981
Image 317, true label: 0, predicted label: 1, accumulative accuracy: 0.8050314465408805
Image 318, true label: 1, predicted label: 1, accumulative accuracy: 0.8056426332288401
Image 319, true label: 1, predicted label: 1, accumulative accuracy: 0.80625
Running MobileNetV2 (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 302450
Image 320, true label: 0, predicted label: 0, accumulative accuracy: 0.8068535825545171
Image 321, true label: 0, predicted label: 0, accumulative accuracy: 0.8074534161490683
Image 322, true label: 1, predicted label: 1, accumulative accuracy: 0.8080495356037152
Image 323, true label: 0, predicted label: 0, accumulative accuracy: 0.808641975308642
