Image 0, true label: 7, predicted label: 7, accumulative accuracy: 1.0
Image 96, true label: 1, predicted label: 1, accumulative accuracy: 1.0
Image 97, true label: 7, predicted label: 7, accumulative accuracy: 1.0
Image 98, true label: 6, predicted label: 6, accumulative accuracy: 1.0
Image 99, true label: 9, predicted label: 9, accumulative accuracy: 1.0
total cycles (32767 Hz): 423500 (right shift by 4)
Image 100, true label: 6, predicted label: 6, accumulative accuracy: 1.0
Image 101, true label: 0, predicted label: 0, accumulative accuracy: 1.0
Image 102, true label: 5, predicted label: 5, accumulative accuracy: 1.0
Image 103, true label: 4, predicted label: 4, accumulative accuracy: 1.0
Image 104, true label: 9, predicted label: 9, accumulative accuracy: 1.0
Image 105, true label: 9, predicted label: 9, accumulative accuracy: 1.0
Image 106, true label: 2, predicted label: 2, accumulative accuracy: 1.0
Image 107, true label: 1, predicted label: 1, accumulative accuracy: 1.0
Image 108, true label: 9, predicted label: 9, accumulative accuracy: 1.0
Image 109, true label: 4, predicted label: 4, accumulative accuracy: 1.0
Image 110, true label: 8, predicted label: 8, accumulative accuracy: 1.0
Image 111, true label: 7, predicted label: 7, accumulative accuracy: 1.0
Image 112, true label: 3, predicted label: 3, accumulative accuracy: 1.0
Image 113, true label: 9, predicted label: 9, accumulative accuracy: 1.0
Image 114, true label: 7, predicted label: 7, accumulative accuracy: 1.0
Image 115, true label: 4, predicted label: 4, accumulative accuracy: 1.0
Image 116, true label: 4, predicted label: 4, accumulative accuracy: 1.0
Image 117, true label: 4, predicted label: 4, accumulative accuracy: 1.0
Image 118, true label: 9, predicted label: 9, accumulative accuracy: 1.0
Image 119, true label: 2, predicted label: 2, accumulative accuracy: 1.0
Image 120, true label: 5, predicted label: 5, accumulative accuracy: 1.0
Image 121, true label: 4, predicted label: 4, accumulative accuracy: 1.0
Image 122, true label: 7, predicted label: 7, accumulative accuracy: 1.0
Image 123, true label: 6, predicted label: 6, accumulative accuracy: 1.0
Image 124, true label: 7, predicted label: 7, accumulative accuracy: 1.0
Image 125, true label: 9, predicted label: 9, accumulative accuracy: 1.0
Image 126, true label: 0, predicted label: 0, accumulative accuracy: 1.0
Image 127, true label: 5, predicted label: 5, accumulative accuracy: 1.0
Image 128, true label: 8, predicted label: 8, accumulative accuracy: 1.0
Image 129, true label: 5, predicted label: 5, accumulative accuracy: 1.0
Image 130, true label: 6, predicted label: 6, accumulative accuracy: 1.0
Image 131, true label: 6, predicted label: 6, accumulative accuracy: 1.0
Image 132, true label: 5, predicted label: 5, accumulative accuracy: 1.0
Image 133, true label: 7, predicted label: 7, accumulative accuracy: 1.0
Image 134, true label: 8, predicted label: 8, accumulative accuracy: 1.0
Image 135, true label: 1, predicted label: 1, accumulative accuracy: 1.0
Image 136, true label: 0, predicted label: 0, accumulative accuracy: 1.0
Image 137, true label: 1, predicted label: 1, accumulative accuracy: 1.0
Image 138, true label: 6, predicted label: 6, accumulative accuracy: 1.0
Image 139, true label: 4, predicted label: 4, accumulative accuracy: 1.0
Image 140, true label: 6, predicted label: 6, accumulative accuracy: 1.0
Image 141, true label: 7, predicted label: 7, accumulative accuracy: 1.0
Image 142, true label: 3, predicted label: 3, accumulative accuracy: 1.0
Image 143, true label: 1, predicted label: 1, accumulative accuracy: 1.0
Image 144, true label: 7, predicted label: 7, accumulative accuracy: 1.0
Image 145, true label: 1, predicted label: 1, accumulative accuracy: 1.0
Image 146, true label: 8, predicted label: 8, accumulative accuracy: 1.0
Image 147, true label: 2, predicted label: 2, accumulative accuracy: 1.0
Image 148, true label: 0, predicted label: 0, accumulative accuracy: 1.0
Image 149, true label: 2, predicted label: 2, accumulative accuracy: 1.0
Image 150, true label: 9, predicted label: 9, accumulative accuracy: 1.0
Image 151, true label: 9, predicted label: 9, accumulative accuracy: 1.0
Image 152, true label: 5, predicted label: 5, accumulative accuracy: 1.0
Image 153, true label: 5, predicted label: 5, accumulative accuracy: 1.0
Image 154, true label: 1, predicted label: 1, accumulative accuracy: 1.0
Image 155, true label: 5, predicted label: 5, accumulative accuracy: 1.0
Image 156, true label: 6, predicted label: 6, accumulative accuracy: 1.0
Image 157, true label: 0, predicted label: 0, accumulative accuracy: 1.0
Image 158, true label: 3, predicted label: 3, accumulative accuracy: 1.0
Image 159, true label: 4, predicted label: 4, accumulative accuracy: 1.0
Image 160, true label: 4, predicted label: 4, accumulative accuracy: 1.0
Image 161, true label: 6, predicted label: 6, accumulative accuracy: 1.0
Image 162, true label: 5, predicted label: 5, accumulative accuracy: 1.0
Image 163, true label: 4, predicted label: 4, accumulative accuracy: 1.0
Image 164, true label: 6, predicted label: 6, accumulative accuracy: 1.0
Image 165, true label: 5, predicted label: 5, accumulative accuracy: 1.0
Image 166, true label: 4, predicted label: 4, accumulative accuracy: 1.0
Image 167, true label: 5, predicted label: 5, accumulative accuracy: 1.0
Image 168, true label: 1, predicted label: 1, accumulative accuracy: 1.0
Image 169, true label: 4, predicted label: 4, accumulative accuracy: 1.0
Image 170, true label: 4, predicted label: 4, accumulative accuracy: 1.0
Image 171, true label: 7, predicted label: 7, accumulative accuracy: 1.0
Image 172, true label: 2, predicted label: 2, accumulative accuracy: 1.0
Image 173, true label: 3, predicted label: 3, accumulative accuracy: 1.0
Image 174, true label: 2, predicted label: 2, accumulative accuracy: 1.0
Image 175, true label: 7, predicted label: 7, accumulative accuracy: 1.0
Image 176, true label: 1, predicted label: 1, accumulative accuracy: 1.0
Image 177, true label: 8, predicted label: 8, accumulative accuracy: 1.0
Image 178, true label: 1, predicted label: 1, accumulative accuracy: 1.0
Image 179, true label: 8, predicted label: 8, accumulative accuracy: 1.0
Image 180, true label: 1, predicted label: 1, accumulative accuracy: 1.0
Image 181, true label: 8, predicted label: 8, accumulative accuracy: 1.0
Image 182, true label: 5, predicted label: 5, accumulative accuracy: 1.0
Image 183, true label: 0, predicted label: 0, accumulative accuracy: 1.0
Image 184, true label: 8, predicted label: 3, accumulative accuracy: 0.9945945945945946
Image 185, true label: 9, predicted label: 9, accumulative accuracy: 0.9946236559139785
Image 186, true label: 2, predicted label: 2, accumulative accuracy: 0.9946524064171123
Image 187, true label: 5, predicted label: 5, accumulative accuracy: 0.9946808510638298
Image 188, true label: 0, predicted label: 0, accumulative accuracy: 0.9947089947089947
Image 189, true label: 1, predicted label: 1, accumulative accuracy: 0.9947368421052631
Image 190, true label: 1, predicted label: 1, accumulative accuracy: 0.9947643979057592
Image 191, true label: 1, predicted label: 1, accumulative accuracy: 0.9947916666666666
Image 192, true label: 0, predicted label: 0, accumulative accuracy: 0.9948186528497409
Image 193, true label: 9, predicted label: 9, accumulative accuracy: 0.9948453608247423
Image 194, true label: 0, predicted label: 0, accumulative accuracy: 0.9948717948717949
Image 195, true label: 3, predicted label: 3, accumulative accuracy: 0.9948979591836735
Image 196, true label: 1, predicted label: 1, accumulative accuracy: 0.9949238578680203
Image 197, true label: 6, predicted label: 6, accumulative accuracy: 0.9949494949494949
Image 198, true label: 4, predicted label: 4, accumulative accuracy: 0.9949748743718593
Image 199, true label: 2, predicted label: 2, accumulative accuracy: 0.995
total cycles (32767 Hz): 846967 (right shift by 4)
Image 200, true label: 3, predicted label: 3, accumulative accuracy: 0.9950248756218906
Image 201, true label: 6, predicted label: 6, accumulative accuracy: 0.995049504950495
Image 202, true label: 1, predicted label: 1, accumulative accuracy: 0.9950738916256158
Image 203, true label: 1, predicted label: 1, accumulative accuracy: 0.9950980392156863
Image 204, true label: 1, predicted label: 1, accumulative accuracy: 0.9951219512195122
Image 205, true label: 3, predicted label: 3, accumulative accuracy: 0.9951456310679612
Image 206, true label: 9, predicted label: 9, accumulative accuracy: 0.9951690821256038
Image 207, true label: 5, predicted label: 5, accumulative accuracy: 0.9951923076923077
Image 208, true label: 2, predicted label: 2, accumulative accuracy: 0.9952153110047847
Image 209, true label: 9, predicted label: 9, accumulative accuracy: 0.9952380952380953
Image 210, true label: 4, predicted label: 4, accumulative accuracy: 0.995260663507109
Image 211, true label: 5, predicted label: 5, accumulative accuracy: 0.9952830188679245
Image 212, true label: 9, predicted label: 9, accumulative accuracy: 0.9953051643192489
Image 213, true label: 3, predicted label: 3, accumulative accuracy: 0.9953271028037384
Image 214, true label: 9, predicted label: 9, accumulative accuracy: 0.9953488372093023
Image 215, true label: 0, predicted label: 0, accumulative accuracy: 0.9953703703703703
Image 216, true label: 3, predicted label: 3, accumulative accuracy: 0.9953917050691244
Image 217, true label: 6, predicted label: 6, accumulative accuracy: 0.9954128440366973
Image 218, true label: 5, predicted label: 5, accumulative accuracy: 0.9954337899543378
Image 219, true label: 5, predicted label: 5, accumulative accuracy: 0.9954545454545455
Image 220, true label: 7, predicted label: 7, accumulative accuracy: 0.995475113122172
Image 221, true label: 2, predicted label: 2, accumulative accuracy: 0.9954954954954955
Image 222, true label: 2, predicted label: 2, accumulative accuracy: 0.9955156950672646
Image 223, true label: 7, predicted label: 7, accumulative accuracy: 0.9955357142857143
Image 224, true label: 1, predicted label: 1, accumulative accuracy: 0.9955555555555555
Image 225, true label: 2, predicted label: 2, accumulative accuracy: 0.995575221238938
Image 226, true label: 8, predicted label: 8, accumulative accuracy: 0.9955947136563876
Image 227, true label: 4, predicted label: 4, accumulative accuracy: 0.9956140350877193
Image 228, true label: 1, predicted label: 1, accumulative accuracy: 0.9956331877729258
Image 229, true label: 7, predicted label: 7, accumulative accuracy: 0.9956521739130435
Image 230, true label: 3, predicted label: 3, accumulative accuracy: 0.9956709956709957
Image 231, true label: 3, predicted label: 3, accumulative accuracy: 0.9956896551724138
Image 232, true label: 8, predicted label: 8, accumulative accuracy: 0.9957081545064378
Image 233, true label: 8, predicted label: 8, accumulative accuracy: 0.9957264957264957
Image 234, true label: 7, predicted label: 7, accumulative accuracy: 0.9957446808510638
Image 235, true label: 9, predicted label: 9, accumulative accuracy: 0.9957627118644068
Image 236, true label: 2, predicted label: 2, accumulative accuracy: 0.9957805907172996
Image 237, true label: 2, predicted label: 2, accumulative accuracy: 0.9957983193277311
Image 238, true label: 4, predicted label: 4, accumulative accuracy: 0.99581589958159
Image 239, true label: 1, predicted label: 1, accumulative accuracy: 0.9958333333333333
Image 240, true label: 5, predicted label: 5, accumulative accuracy: 0.995850622406639
Image 241, true label: 9, predicted label: 9, accumulative accuracy: 0.9958677685950413
Image 242, true label: 8, predicted label: 8, accumulative accuracy: 0.9958847736625515
Image 243, true label: 7, predicted label: 7, accumulative accuracy: 0.9959016393442623
Image 244, true label: 2, predicted label: 2, accumulative accuracy: 0.9959183673469387
Image 245, true label: 3, predicted label: 3, accumulative accuracy: 0.9959349593495935
Image 246, true label: 0, predicted label: 0, accumulative accuracy: 0.9959514170040485
Image 247, true label: 4, predicted label: 2, accumulative accuracy: 0.9919354838709677
Image 248, true label: 4, predicted label: 4, accumulative accuracy: 0.9919678714859438
Image 249, true label: 2, predicted label: 2, accumulative accuracy: 0.992
Image 250, true label: 4, predicted label: 4, accumulative accuracy: 0.9920318725099602
Image 251, true label: 1, predicted label: 1, accumulative accuracy: 0.9920634920634921
Image 252, true label: 9, predicted label: 9, accumulative accuracy: 0.9920948616600791
Image 253, true label: 5, predicted label: 5, accumulative accuracy: 0.9921259842519685
Image 254, true label: 7, predicted label: 7, accumulative accuracy: 0.9921568627450981
Image 255, true label: 7, predicted label: 7, accumulative accuracy: 0.9921875
Image 256, true label: 2, predicted label: 2, accumulative accuracy: 0.9922178988326849
Image 257, true label: 8, predicted label: 8, accumulative accuracy: 0.9922480620155039
Image 258, true label: 2, predicted label: 2, accumulative accuracy: 0.9922779922779923
Image 259, true label: 6, predicted label: 0, accumulative accuracy: 0.9884615384615385
Image 260, true label: 8, predicted label: 8, accumulative accuracy: 0.9885057471264368
Image 261, true label: 5, predicted label: 5, accumulative accuracy: 0.9885496183206107
Image 262, true label: 7, predicted label: 7, accumulative accuracy: 0.9885931558935361
Image 263, true label: 7, predicted label: 7, accumulative accuracy: 0.9886363636363636
Image 264, true label: 9, predicted label: 9, accumulative accuracy: 0.9886792452830189
Image 265, true label: 1, predicted label: 1, accumulative accuracy: 0.9887218045112782
Image 266, true label: 8, predicted label: 8, accumulative accuracy: 0.9887640449438202
Image 267, true label: 1, predicted label: 1, accumulative accuracy: 0.9888059701492538
Image 268, true label: 8, predicted label: 8, accumulative accuracy: 0.9888475836431226
Image 269, true label: 0, predicted label: 0, accumulative accuracy: 0.9888888888888889
Image 270, true label: 3, predicted label: 3, accumulative accuracy: 0.988929889298893
Image 271, true label: 0, predicted label: 0, accumulative accuracy: 0.9889705882352942
Image 272, true label: 1, predicted label: 1, accumulative accuracy: 0.989010989010989
Image 273, true label: 9, predicted label: 9, accumulative accuracy: 0.9890510948905109
Image 274, true label: 9, predicted label: 9, accumulative accuracy: 0.9890909090909091
Image 275, true label: 4, predicted label: 4, accumulative accuracy: 0.9891304347826086
Image 276, true label: 1, predicted label: 1, accumulative accuracy: 0.9891696750902527
Image 277, true label: 8, predicted label: 8, accumulative accuracy: 0.9892086330935251
Image 278, true label: 2, predicted label: 2, accumulative accuracy: 0.989247311827957
Image 279, true label: 1, predicted label: 1, accumulative accuracy: 0.9892857142857143
Image 280, true label: 2, predicted label: 2, accumulative accuracy: 0.9893238434163701
Image 281, true label: 9, predicted label: 9, accumulative accuracy: 0.9893617021276596
Image 282, true label: 7, predicted label: 7, accumulative accuracy: 0.9893992932862191
Image 283, true label: 5, predicted label: 5, accumulative accuracy: 0.9894366197183099
Image 284, true label: 9, predicted label: 9, accumulative accuracy: 0.9894736842105263
Image 285, true label: 2, predicted label: 2, accumulative accuracy: 0.9895104895104895
Image 286, true label: 6, predicted label: 6, accumulative accuracy: 0.9895470383275261
Image 287, true label: 4, predicted label: 4, accumulative accuracy: 0.9895833333333334
Image 288, true label: 1, predicted label: 1, accumulative accuracy: 0.9896193771626297
Image 289, true label: 5, predicted label: 5, accumulative accuracy: 0.9896551724137931
Image 290, true label: 8, predicted label: 8, accumulative accuracy: 0.9896907216494846
Image 291, true label: 2, predicted label: 2, accumulative accuracy: 0.9897260273972602
Image 292, true label: 9, predicted label: 9, accumulative accuracy: 0.9897610921501706
Image 293, true label: 2, predicted label: 2, accumulative accuracy: 0.9897959183673469
Image 294, true label: 0, predicted label: 0, accumulative accuracy: 0.9898305084745763
Image 295, true label: 4, predicted label: 4, accumulative accuracy: 0.9898648648648649
Image 296, true label: 0, predicted label: 0, accumulative accuracy: 0.98989898989899
Image 297, true label: 0, predicted label: 0, accumulative accuracy: 0.9899328859060402
Image 298, true label: 2, predicted label: 2, accumulative accuracy: 0.9899665551839465
Image 299, true label: 8, predicted label: 8, accumulative accuracy: 0.99
total cycles (32767 Hz): 1270452 (right shift by 4)
Image 300, true label: 4, predicted label: 4, accumulative accuracy: 0.9900332225913622
Image 301, true label: 7, predicted label: 7, accumulative accuracy: 0.9900662251655629
Image 302, true label: 1, predicted label: 1, accumulative accuracy: 0.9900990099009901
Image 303, true label: 2, predicted label: 2, accumulative accuracy: 0.9901315789473685
Image 304, true label: 4, predicted label: 4, accumulative accuracy: 0.9901639344262295
Image 305, true label: 0, predicted label: 0, accumulative accuracy: 0.9901960784313726
Image 306, true label: 2, predicted label: 2, accumulative accuracy: 0.990228013029316
Image 307, true label: 7, predicted label: 7, accumulative accuracy: 0.9902597402597403
Image 308, true label: 4, predicted label: 4, accumulative accuracy: 0.9902912621359223
Image 309, true label: 3, predicted label: 3, accumulative accuracy: 0.9903225806451613
Image 310, true label: 3, predicted label: 3, accumulative accuracy: 0.9903536977491961
Image 311, true label: 0, predicted label: 0, accumulative accuracy: 0.9903846153846154
Image 312, true label: 0, predicted label: 0, accumulative accuracy: 0.9904153354632588
Image 313, true label: 3, predicted label: 3, accumulative accuracy: 0.9904458598726115
Image 314, true label: 1, predicted label: 1, accumulative accuracy: 0.9904761904761905
Image 315, true label: 9, predicted label: 9, accumulative accuracy: 0.990506329113924
Image 316, true label: 6, predicted label: 6, accumulative accuracy: 0.9905362776025236
Image 317, true label: 5, predicted label: 5, accumulative accuracy: 0.9905660377358491
Image 318, true label: 2, predicted label: 2, accumulative accuracy: 0.9905956112852664
Image 319, true label: 5, predicted label: 5, accumulative accuracy: 0.990625
Image 320, true label: 9, predicted label: 9, accumulative accuracy: 0.9906542056074766
Image 321, true label: 2, predicted label: 7, accumulative accuracy: 0.9875776397515528
Image 322, true label: 9, predicted label: 9, accumulative accuracy: 0.9876160990712074
Image 323, true label: 3, predicted label: 3, accumulative accuracy: 0.9876543209876543
Image 324, true label: 0, predicted label: 0, accumulative accuracy: 0.9876923076923076
Image 325, true label: 4, predicted label: 4, accumulative accuracy: 0.9877300613496932
Image 326, true label: 2, predicted label: 2, accumulative accuracy: 0.9877675840978594
Image 327, true label: 0, predicted label: 0, accumulative accuracy: 0.9878048780487805
Image 328, true label: 7, predicted label: 7, accumulative accuracy: 0.9878419452887538
Image 329, true label: 1, predicted label: 1, accumulative accuracy: 0.9878787878787879
Image 330, true label: 1, predicted label: 1, accumulative accuracy: 0.9879154078549849
Image 331, true label: 2, predicted label: 2, accumulative accuracy: 0.9879518072289156
Image 332, true label: 1, predicted label: 1, accumulative accuracy: 0.987987987987988
Image 333, true label: 5, predicted label: 5, accumulative accuracy: 0.9880239520958084
Image 334, true label: 3, predicted label: 3, accumulative accuracy: 0.9880597014925373
Image 335, true label: 3, predicted label: 3, accumulative accuracy: 0.9880952380952381
Image 336, true label: 9, predicted label: 9, accumulative accuracy: 0.9881305637982196
Image 337, true label: 7, predicted label: 7, accumulative accuracy: 0.9881656804733728
Image 338, true label: 8, predicted label: 8, accumulative accuracy: 0.9882005899705014
Image 339, true label: 6, predicted label: 6, accumulative accuracy: 0.9882352941176471
Image 340, true label: 5, predicted label: 5, accumulative accuracy: 0.9882697947214076
Image 341, true label: 6, predicted label: 6, accumulative accuracy: 0.9883040935672515
Image 342, true label: 1, predicted label: 1, accumulative accuracy: 0.9883381924198251
Image 343, true label: 3, predicted label: 3, accumulative accuracy: 0.9883720930232558
Image 344, true label: 8, predicted label: 8, accumulative accuracy: 0.9884057971014493
Image 345, true label: 1, predicted label: 1, accumulative accuracy: 0.9884393063583815
Image 346, true label: 0, predicted label: 0, accumulative accuracy: 0.9884726224783862
Image 347, true label: 5, predicted label: 5, accumulative accuracy: 0.9885057471264368
Image 348, true label: 1, predicted label: 1, accumulative accuracy: 0.9885386819484241
Image 349, true label: 3, predicted label: 3, accumulative accuracy: 0.9885714285714285
Image 350, true label: 1, predicted label: 1, accumulative accuracy: 0.9886039886039886
Image 351, true label: 5, predicted label: 5, accumulative accuracy: 0.9886363636363636
Image 352, true label: 5, predicted label: 5, accumulative accuracy: 0.9886685552407932
Image 353, true label: 6, predicted label: 6, accumulative accuracy: 0.9887005649717514
Image 354, true label: 1, predicted label: 1, accumulative accuracy: 0.9887323943661972
Image 355, true label: 8, predicted label: 8, accumulative accuracy: 0.9887640449438202
Image 356, true label: 5, predicted label: 5, accumulative accuracy: 0.988795518207283
Image 357, true label: 1, predicted label: 1, accumulative accuracy: 0.9888268156424581
Image 358, true label: 7, predicted label: 7, accumulative accuracy: 0.9888579387186629
Image 359, true label: 9, predicted label: 9, accumulative accuracy: 0.9888888888888889
Image 360, true label: 4, predicted label: 4, accumulative accuracy: 0.9889196675900277
Image 361, true label: 6, predicted label: 6, accumulative accuracy: 0.988950276243094
Image 362, true label: 2, predicted label: 2, accumulative accuracy: 0.9889807162534435
Image 363, true label: 2, predicted label: 2, accumulative accuracy: 0.989010989010989
Image 364, true label: 5, predicted label: 5, accumulative accuracy: 0.989041095890411
Image 365, true label: 0, predicted label: 0, accumulative accuracy: 0.9890710382513661
Image 366, true label: 6, predicted label: 6, accumulative accuracy: 0.989100817438692
Image 367, true label: 5, predicted label: 5, accumulative accuracy: 0.9891304347826086
Image 368, true label: 6, predicted label: 6, accumulative accuracy: 0.989159891598916
Image 369, true label: 3, predicted label: 3, accumulative accuracy: 0.9891891891891892
Image 370, true label: 7, predicted label: 7, accumulative accuracy: 0.9892183288409704
Image 371, true label: 2, predicted label: 2, accumulative accuracy: 0.989247311827957
Image 372, true label: 0, predicted label: 0, accumulative accuracy: 0.9892761394101877
Image 373, true label: 8, predicted label: 8, accumulative accuracy: 0.9893048128342246
Image 374, true label: 8, predicted label: 8, accumulative accuracy: 0.9893333333333333
Image 375, true label: 5, predicted label: 5, accumulative accuracy: 0.9893617021276596
Image 376, true label: 4, predicted label: 4, accumulative accuracy: 0.9893899204244032
Image 377, true label: 1, predicted label: 1, accumulative accuracy: 0.9894179894179894
Image 378, true label: 1, predicted label: 1, accumulative accuracy: 0.9894459102902374
Image 379, true label: 4, predicted label: 4, accumulative accuracy: 0.9894736842105263
Image 380, true label: 0, predicted label: 0, accumulative accuracy: 0.989501312335958
Image 381, true label: 3, predicted label: 3, accumulative accuracy: 0.9895287958115183
Image 382, true label: 3, predicted label: 3, accumulative accuracy: 0.9895561357702349
Image 383, true label: 7, predicted label: 7, accumulative accuracy: 0.9895833333333334
Image 384, true label: 6, predicted label: 6, accumulative accuracy: 0.9896103896103896
Image 385, true label: 1, predicted label: 1, accumulative accuracy: 0.9896373056994818
Image 386, true label: 6, predicted label: 6, accumulative accuracy: 0.9896640826873385
Image 387, true label: 2, predicted label: 2, accumulative accuracy: 0.9896907216494846
Image 388, true label: 1, predicted label: 1, accumulative accuracy: 0.9897172236503856
Image 389, true label: 9, predicted label: 9, accumulative accuracy: 0.9897435897435898
