Image 0, true label: 7, predicted label: 7, accumulative accuracy: 1.0
Image 65, true label: 4, predicted label: 4, accumulative accuracy: 0.5151515151515151
Image 66, true label: 6, predicted label: 2, accumulative accuracy: 0.5074626865671642
Image 67, true label: 4, predicted label: 4, accumulative accuracy: 0.5147058823529411
Image 68, true label: 3, predicted label: 5, accumulative accuracy: 0.5072463768115942
Image 69, true label: 0, predicted label: 2, accumulative accuracy: 0.5
Image 70, true label: 7, predicted label: 7, accumulative accuracy: 0.5070422535211268
Image 71, true label: 0, predicted label: 0, accumulative accuracy: 0.5138888888888888
Image 72, true label: 2, predicted label: 6, accumulative accuracy: 0.5068493150684932
Image 73, true label: 9, predicted label: 7, accumulative accuracy: 0.5
Image 74, true label: 1, predicted label: 1, accumulative accuracy: 0.5066666666666667
Image 75, true label: 7, predicted label: 7, accumulative accuracy: 0.5131578947368421
Image 76, true label: 3, predicted label: 5, accumulative accuracy: 0.5064935064935064
Image 77, true label: 2, predicted label: 5, accumulative accuracy: 0.5
Image 78, true label: 9, predicted label: 4, accumulative accuracy: 0.4936708860759494
Image 79, true label: 7, predicted label: 7, accumulative accuracy: 0.5
Image 80, true label: 7, predicted label: 7, accumulative accuracy: 0.5061728395061729
Image 81, true label: 6, predicted label: 2, accumulative accuracy: 0.5
Image 82, true label: 2, predicted label: 6, accumulative accuracy: 0.4939759036144578
Image 83, true label: 7, predicted label: 7, accumulative accuracy: 0.5
Image 84, true label: 8, predicted label: 7, accumulative accuracy: 0.49411764705882355
Image 85, true label: 4, predicted label: 4, accumulative accuracy: 0.5
Image 86, true label: 7, predicted label: 7, accumulative accuracy: 0.5057471264367817
Image 87, true label: 3, predicted label: 5, accumulative accuracy: 0.5
Image 88, true label: 6, predicted label: 2, accumulative accuracy: 0.4943820224719101
Image 89, true label: 1, predicted label: 1, accumulative accuracy: 0.5
Image 90, true label: 3, predicted label: 5, accumulative accuracy: 0.4945054945054945
Image 91, true label: 6, predicted label: 2, accumulative accuracy: 0.4891304347826087
Image 92, true label: 9, predicted label: 7, accumulative accuracy: 0.4838709677419355
Image 93, true label: 3, predicted label: 5, accumulative accuracy: 0.4787234042553192
Image 94, true label: 1, predicted label: 1, accumulative accuracy: 0.4842105263157895
Image 95, true label: 4, predicted label: 4, accumulative accuracy: 0.4895833333333333
Image 96, true label: 1, predicted label: 1, accumulative accuracy: 0.4948453608247423
Image 97, true label: 7, predicted label: 7, accumulative accuracy: 0.5
Image 98, true label: 6, predicted label: 2, accumulative accuracy: 0.494949494949495
Image 99, true label: 9, predicted label: 7, accumulative accuracy: 0.49
total cycles (32767 Hz): 236422 (right shift by 4)
Image 100, true label: 6, predicted label: 2, accumulative accuracy: 0.48514851485148514
Image 101, true label: 0, predicted label: 0, accumulative accuracy: 0.49019607843137253
Image 102, true label: 5, predicted label: 3, accumulative accuracy: 0.4854368932038835
Image 103, true label: 4, predicted label: 4, accumulative accuracy: 0.49038461538461536
Image 104, true label: 9, predicted label: 7, accumulative accuracy: 0.4857142857142857
Image 105, true label: 9, predicted label: 7, accumulative accuracy: 0.4811320754716981
Image 106, true label: 2, predicted label: 5, accumulative accuracy: 0.4766355140186916
Image 107, true label: 1, predicted label: 1, accumulative accuracy: 0.48148148148148145
Image 108, true label: 9, predicted label: 7, accumulative accuracy: 0.47706422018348627
Image 109, true label: 4, predicted label: 4, accumulative accuracy: 0.4818181818181818
Image 110, true label: 8, predicted label: 2, accumulative accuracy: 0.4774774774774775
Image 111, true label: 7, predicted label: 7, accumulative accuracy: 0.48214285714285715
Image 112, true label: 3, predicted label: 5, accumulative accuracy: 0.4778761061946903
Image 113, true label: 9, predicted label: 7, accumulative accuracy: 0.47368421052631576
Image 114, true label: 7, predicted label: 7, accumulative accuracy: 0.4782608695652174
Image 115, true label: 4, predicted label: 4, accumulative accuracy: 0.4827586206896552
Image 116, true label: 4, predicted label: 4, accumulative accuracy: 0.48717948717948717
Image 117, true label: 4, predicted label: 4, accumulative accuracy: 0.4915254237288136
Image 118, true label: 9, predicted label: 7, accumulative accuracy: 0.48739495798319327
Image 119, true label: 2, predicted label: 7, accumulative accuracy: 0.48333333333333334
Image 120, true label: 5, predicted label: 7, accumulative accuracy: 0.4793388429752066
Image 121, true label: 4, predicted label: 4, accumulative accuracy: 0.48360655737704916
Image 122, true label: 7, predicted label: 7, accumulative accuracy: 0.4878048780487805
Image 123, true label: 6, predicted label: 2, accumulative accuracy: 0.4838709677419355
Image 124, true label: 7, predicted label: 7, accumulative accuracy: 0.488
Image 125, true label: 9, predicted label: 4, accumulative accuracy: 0.48412698412698413
Image 126, true label: 0, predicted label: 2, accumulative accuracy: 0.48031496062992124
Image 127, true label: 5, predicted label: 7, accumulative accuracy: 0.4765625
Image 128, true label: 8, predicted label: 7, accumulative accuracy: 0.4728682170542636
Image 129, true label: 5, predicted label: 7, accumulative accuracy: 0.46923076923076923
Image 130, true label: 6, predicted label: 2, accumulative accuracy: 0.46564885496183206
Image 131, true label: 6, predicted label: 2, accumulative accuracy: 0.4621212121212121
Image 132, true label: 5, predicted label: 3, accumulative accuracy: 0.45864661654135336
Image 133, true label: 7, predicted label: 7, accumulative accuracy: 0.4626865671641791
Image 134, true label: 8, predicted label: 7, accumulative accuracy: 0.45925925925925926
Image 135, true label: 1, predicted label: 1, accumulative accuracy: 0.4632352941176471
Image 136, true label: 0, predicted label: 0, accumulative accuracy: 0.46715328467153283
Image 137, true label: 1, predicted label: 1, accumulative accuracy: 0.47101449275362317
Image 138, true label: 6, predicted label: 2, accumulative accuracy: 0.4676258992805755
Image 139, true label: 4, predicted label: 4, accumulative accuracy: 0.4714285714285714
Image 140, true label: 6, predicted label: 2, accumulative accuracy: 0.46808510638297873
Image 141, true label: 7, predicted label: 7, accumulative accuracy: 0.47183098591549294
Image 142, true label: 3, predicted label: 5, accumulative accuracy: 0.46853146853146854
Image 143, true label: 1, predicted label: 1, accumulative accuracy: 0.4722222222222222
Image 144, true label: 7, predicted label: 7, accumulative accuracy: 0.47586206896551725
Image 145, true label: 1, predicted label: 1, accumulative accuracy: 0.4794520547945205
Image 146, true label: 8, predicted label: 7, accumulative accuracy: 0.47619047619047616
Image 147, true label: 2, predicted label: 2, accumulative accuracy: 0.4797297297297297
Image 148, true label: 0, predicted label: 0, accumulative accuracy: 0.48322147651006714
Image 149, true label: 2, predicted label: 2, accumulative accuracy: 0.4866666666666667
Image 150, true label: 9, predicted label: 7, accumulative accuracy: 0.48344370860927155
Image 151, true label: 9, predicted label: 2, accumulative accuracy: 0.48026315789473684
Image 152, true label: 5, predicted label: 2, accumulative accuracy: 0.477124183006536
Image 153, true label: 5, predicted label: 2, accumulative accuracy: 0.474025974025974
Image 154, true label: 1, predicted label: 1, accumulative accuracy: 0.4774193548387097
Image 155, true label: 5, predicted label: 2, accumulative accuracy: 0.47435897435897434
Image 156, true label: 6, predicted label: 2, accumulative accuracy: 0.4713375796178344
Image 157, true label: 0, predicted label: 0, accumulative accuracy: 0.47468354430379744
Image 158, true label: 3, predicted label: 5, accumulative accuracy: 0.4716981132075472
Image 159, true label: 4, predicted label: 4, accumulative accuracy: 0.475
Image 160, true label: 4, predicted label: 4, accumulative accuracy: 0.4782608695652174
Image 161, true label: 6, predicted label: 2, accumulative accuracy: 0.47530864197530864
Image 162, true label: 5, predicted label: 2, accumulative accuracy: 0.4723926380368098
Image 163, true label: 4, predicted label: 4, accumulative accuracy: 0.47560975609756095
Image 164, true label: 6, predicted label: 2, accumulative accuracy: 0.4727272727272727
Image 165, true label: 5, predicted label: 2, accumulative accuracy: 0.46987951807228917
Image 166, true label: 4, predicted label: 4, accumulative accuracy: 0.47305389221556887
Image 167, true label: 5, predicted label: 2, accumulative accuracy: 0.47023809523809523
Image 168, true label: 1, predicted label: 1, accumulative accuracy: 0.47337278106508873
Image 169, true label: 4, predicted label: 4, accumulative accuracy: 0.4764705882352941
Image 170, true label: 4, predicted label: 4, accumulative accuracy: 0.47953216374269003
Image 171, true label: 7, predicted label: 7, accumulative accuracy: 0.48255813953488375
Image 172, true label: 2, predicted label: 2, accumulative accuracy: 0.48554913294797686
Image 173, true label: 3, predicted label: 5, accumulative accuracy: 0.4827586206896552
Image 174, true label: 2, predicted label: 2, accumulative accuracy: 0.4857142857142857
Image 175, true label: 7, predicted label: 7, accumulative accuracy: 0.48863636363636365
Image 176, true label: 1, predicted label: 1, accumulative accuracy: 0.4915254237288136
Image 177, true label: 8, predicted label: 4, accumulative accuracy: 0.4887640449438202
Image 178, true label: 1, predicted label: 1, accumulative accuracy: 0.49162011173184356
Image 179, true label: 8, predicted label: 5, accumulative accuracy: 0.4888888888888889
Image 180, true label: 1, predicted label: 1, accumulative accuracy: 0.49171270718232046
Image 181, true label: 8, predicted label: 2, accumulative accuracy: 0.489010989010989
Image 182, true label: 5, predicted label: 7, accumulative accuracy: 0.48633879781420764
Image 183, true label: 0, predicted label: 2, accumulative accuracy: 0.483695652173913
Image 184, true label: 8, predicted label: 2, accumulative accuracy: 0.4810810810810811
Image 185, true label: 9, predicted label: 4, accumulative accuracy: 0.478494623655914
Image 186, true label: 2, predicted label: 5, accumulative accuracy: 0.47593582887700536
Image 187, true label: 5, predicted label: 2, accumulative accuracy: 0.4734042553191489
Image 188, true label: 0, predicted label: 2, accumulative accuracy: 0.4708994708994709
Image 189, true label: 1, predicted label: 1, accumulative accuracy: 0.47368421052631576
Image 190, true label: 1, predicted label: 1, accumulative accuracy: 0.47643979057591623
Image 191, true label: 1, predicted label: 1, accumulative accuracy: 0.4791666666666667
Image 192, true label: 0, predicted label: 0, accumulative accuracy: 0.48186528497409326
Image 193, true label: 9, predicted label: 7, accumulative accuracy: 0.4793814432989691
Image 194, true label: 0, predicted label: 0, accumulative accuracy: 0.48205128205128206
Image 195, true label: 3, predicted label: 4, accumulative accuracy: 0.47959183673469385
Image 196, true label: 1, predicted label: 1, accumulative accuracy: 0.48223350253807107
Image 197, true label: 6, predicted label: 2, accumulative accuracy: 0.4797979797979798
Image 198, true label: 4, predicted label: 4, accumulative accuracy: 0.4824120603015075
Image 199, true label: 2, predicted label: 2, accumulative accuracy: 0.485
total cycles (32767 Hz): 472845 (right shift by 4)
Image 200, true label: 3, predicted label: 6, accumulative accuracy: 0.48258706467661694
Image 201, true label: 6, predicted label: 2, accumulative accuracy: 0.4801980198019802
Image 202, true label: 1, predicted label: 4, accumulative accuracy: 0.47783251231527096
Image 203, true label: 1, predicted label: 1, accumulative accuracy: 0.4803921568627451
Image 204, true label: 1, predicted label: 1, accumulative accuracy: 0.48292682926829267
Image 205, true label: 3, predicted label: 5, accumulative accuracy: 0.48058252427184467
Image 206, true label: 9, predicted label: 7, accumulative accuracy: 0.4782608695652174
Image 207, true label: 5, predicted label: 8, accumulative accuracy: 0.47596153846153844
Image 208, true label: 2, predicted label: 2, accumulative accuracy: 0.4784688995215311
Image 209, true label: 9, predicted label: 4, accumulative accuracy: 0.47619047619047616
Image 210, true label: 4, predicted label: 4, accumulative accuracy: 0.4786729857819905
Image 211, true label: 5, predicted label: 7, accumulative accuracy: 0.47641509433962265
Image 212, true label: 9, predicted label: 7, accumulative accuracy: 0.47417840375586856
Image 213, true label: 3, predicted label: 7, accumulative accuracy: 0.4719626168224299
Image 214, true label: 9, predicted label: 7, accumulative accuracy: 0.4697674418604651
Image 215, true label: 0, predicted label: 0, accumulative accuracy: 0.4722222222222222
Image 216, true label: 3, predicted label: 5, accumulative accuracy: 0.4700460829493088
Image 217, true label: 6, predicted label: 2, accumulative accuracy: 0.46788990825688076
Image 218, true label: 5, predicted label: 7, accumulative accuracy: 0.4657534246575342
Image 219, true label: 5, predicted label: 8, accumulative accuracy: 0.4636363636363636
Image 220, true label: 7, predicted label: 7, accumulative accuracy: 0.4660633484162896
Image 221, true label: 2, predicted label: 6, accumulative accuracy: 0.46396396396396394
Image 222, true label: 2, predicted label: 4, accumulative accuracy: 0.4618834080717489
Image 223, true label: 7, predicted label: 7, accumulative accuracy: 0.4642857142857143
Image 224, true label: 1, predicted label: 4, accumulative accuracy: 0.4622222222222222
Image 225, true label: 2, predicted label: 5, accumulative accuracy: 0.46017699115044247
Image 226, true label: 8, predicted label: 7, accumulative accuracy: 0.4581497797356828
Image 227, true label: 4, predicted label: 4, accumulative accuracy: 0.4605263157894737
Image 228, true label: 1, predicted label: 4, accumulative accuracy: 0.4585152838427948
Image 229, true label: 7, predicted label: 7, accumulative accuracy: 0.4608695652173913
Image 230, true label: 3, predicted label: 2, accumulative accuracy: 0.4588744588744589
Image 231, true label: 3, predicted label: 2, accumulative accuracy: 0.45689655172413796
Image 232, true label: 8, predicted label: 2, accumulative accuracy: 0.45493562231759654
Image 233, true label: 8, predicted label: 7, accumulative accuracy: 0.452991452991453
Image 234, true label: 7, predicted label: 7, accumulative accuracy: 0.4553191489361702
Image 235, true label: 9, predicted label: 7, accumulative accuracy: 0.4533898305084746
Image 236, true label: 2, predicted label: 6, accumulative accuracy: 0.45147679324894513
Image 237, true label: 2, predicted label: 2, accumulative accuracy: 0.453781512605042
Image 238, true label: 4, predicted label: 4, accumulative accuracy: 0.4560669456066946
Image 239, true label: 1, predicted label: 1, accumulative accuracy: 0.4583333333333333
Image 240, true label: 5, predicted label: 3, accumulative accuracy: 0.45643153526970953
Image 241, true label: 9, predicted label: 8, accumulative accuracy: 0.45454545454545453
Image 242, true label: 8, predicted label: 7, accumulative accuracy: 0.45267489711934156
Image 243, true label: 7, predicted label: 7, accumulative accuracy: 0.45491803278688525
Image 244, true label: 2, predicted label: 5, accumulative accuracy: 0.4530612244897959
Image 245, true label: 3, predicted label: 5, accumulative accuracy: 0.45121951219512196
Image 246, true label: 0, predicted label: 2, accumulative accuracy: 0.4493927125506073
Image 247, true label: 4, predicted label: 4, accumulative accuracy: 0.45161290322580644
Image 248, true label: 4, predicted label: 4, accumulative accuracy: 0.4538152610441767
Image 249, true label: 2, predicted label: 2, accumulative accuracy: 0.456
Image 250, true label: 4, predicted label: 4, accumulative accuracy: 0.4581673306772908
Image 251, true label: 1, predicted label: 1, accumulative accuracy: 0.4603174603174603
Image 252, true label: 9, predicted label: 7, accumulative accuracy: 0.45849802371541504
Image 253, true label: 5, predicted label: 2, accumulative accuracy: 0.4566929133858268
Image 254, true label: 7, predicted label: 7, accumulative accuracy: 0.4588235294117647
Image 255, true label: 7, predicted label: 7, accumulative accuracy: 0.4609375
Image 256, true label: 2, predicted label: 2, accumulative accuracy: 0.46303501945525294
Image 257, true label: 8, predicted label: 4, accumulative accuracy: 0.46124031007751937
Image 258, true label: 2, predicted label: 2, accumulative accuracy: 0.46332046332046334
Image 259, true label: 6, predicted label: 2, accumulative accuracy: 0.46153846153846156
Image 260, true label: 8, predicted label: 7, accumulative accuracy: 0.45977011494252873
Image 261, true label: 5, predicted label: 2, accumulative accuracy: 0.4580152671755725
Image 262, true label: 7, predicted label: 7, accumulative accuracy: 0.4600760456273764
Image 263, true label: 7, predicted label: 7, accumulative accuracy: 0.4621212121212121
Image 264, true label: 9, predicted label: 4, accumulative accuracy: 0.46037735849056605
Image 265, true label: 1, predicted label: 1, accumulative accuracy: 0.462406015037594
Image 266, true label: 8, predicted label: 4, accumulative accuracy: 0.4606741573033708
Image 267, true label: 1, predicted label: 1, accumulative accuracy: 0.4626865671641791
Image 268, true label: 8, predicted label: 8, accumulative accuracy: 0.4646840148698885
Image 269, true label: 0, predicted label: 2, accumulative accuracy: 0.46296296296296297
Image 270, true label: 3, predicted label: 5, accumulative accuracy: 0.4612546125461255
Image 271, true label: 0, predicted label: 0, accumulative accuracy: 0.4632352941176471
Image 272, true label: 1, predicted label: 1, accumulative accuracy: 0.4652014652014652
Image 273, true label: 9, predicted label: 7, accumulative accuracy: 0.4635036496350365
Image 274, true label: 9, predicted label: 7, accumulative accuracy: 0.4618181818181818
Image 275, true label: 4, predicted label: 4, accumulative accuracy: 0.463768115942029
Image 276, true label: 1, predicted label: 1, accumulative accuracy: 0.4657039711191336
Image 277, true label: 8, predicted label: 7, accumulative accuracy: 0.46402877697841727
Image 278, true label: 2, predicted label: 2, accumulative accuracy: 0.4659498207885305
Image 279, true label: 1, predicted label: 1, accumulative accuracy: 0.46785714285714286
Image 280, true label: 2, predicted label: 2, accumulative accuracy: 0.4697508896797153
Image 281, true label: 9, predicted label: 7, accumulative accuracy: 0.46808510638297873
Image 282, true label: 7, predicted label: 7, accumulative accuracy: 0.46996466431095407
Image 283, true label: 5, predicted label: 7, accumulative accuracy: 0.46830985915492956
Image 284, true label: 9, predicted label: 7, accumulative accuracy: 0.4666666666666667
Image 285, true label: 2, predicted label: 5, accumulative accuracy: 0.46503496503496505
Image 286, true label: 6, predicted label: 2, accumulative accuracy: 0.4634146341463415
Image 287, true label: 4, predicted label: 4, accumulative accuracy: 0.4652777777777778
Image 288, true label: 1, predicted label: 1, accumulative accuracy: 0.4671280276816609
Image 289, true label: 5, predicted label: 8, accumulative accuracy: 0.46551724137931033
Image 290, true label: 8, predicted label: 2, accumulative accuracy: 0.4639175257731959
Image 291, true label: 2, predicted label: 2, accumulative accuracy: 0.4657534246575342
Image 292, true label: 9, predicted label: 7, accumulative accuracy: 0.4641638225255973
Image 293, true label: 2, predicted label: 6, accumulative accuracy: 0.46258503401360546
Image 294, true label: 0, predicted label: 0, accumulative accuracy: 0.46440677966101696
Image 295, true label: 4, predicted label: 4, accumulative accuracy: 0.46621621621621623
Image 296, true label: 0, predicted label: 0, accumulative accuracy: 0.468013468013468
Image 297, true label: 0, predicted label: 2, accumulative accuracy: 0.4664429530201342
Image 298, true label: 2, predicted label: 2, accumulative accuracy: 0.4682274247491639
Image 299, true label: 8, predicted label: 2, accumulative accuracy: 0.4666666666666667
total cycles (32767 Hz): 709262 (right shift by 4)
Image 300, true label: 4, predicted label: 4, accumulative accuracy: 0.4684385382059801
Image 301, true label: 7, predicted label: 7, accumulative accuracy: 0.47019867549668876
Image 302, true label: 1, predicted label: 1, accumulative accuracy: 0.47194719471947194
Image 303, true label: 2, predicted label: 7, accumulative accuracy: 0.47039473684210525
Image 304, true label: 4, predicted label: 4, accumulative accuracy: 0.4721311475409836
Image 305, true label: 0, predicted label: 2, accumulative accuracy: 0.47058823529411764
Image 306, true label: 2, predicted label: 2, accumulative accuracy: 0.4723127035830619
Image 307, true label: 7, predicted label: 7, accumulative accuracy: 0.474025974025974
Image 308, true label: 4, predicted label: 4, accumulative accuracy: 0.47572815533980584
Image 309, true label: 3, predicted label: 5, accumulative accuracy: 0.47419354838709676
Image 310, true label: 3, predicted label: 5, accumulative accuracy: 0.47266881028938906
Image 311, true label: 0, predicted label: 0, accumulative accuracy: 0.47435897435897434
Image 312, true label: 0, predicted label: 0, accumulative accuracy: 0.476038338658147
Image 313, true label: 3, predicted label: 5, accumulative accuracy: 0.4745222929936306
Image 314, true label: 1, predicted label: 1, accumulative accuracy: 0.47619047619047616
Image 315, true label: 9, predicted label: 7, accumulative accuracy: 0.47468354430379744
Image 316, true label: 6, predicted label: 2, accumulative accuracy: 0.47318611987381703
Image 317, true label: 5, predicted label: 2, accumulative accuracy: 0.4716981132075472
Image 318, true label: 2, predicted label: 6, accumulative accuracy: 0.4702194357366771
Image 319, true label: 5, predicted label: 2, accumulative accuracy: 0.46875
Image 320, true label: 9, predicted label: 7, accumulative accuracy: 0.4672897196261682
Image 321, true label: 2, predicted label: 7, accumulative accuracy: 0.4658385093167702
Image 322, true label: 9, predicted label: 7, accumulative accuracy: 0.46439628482972134
Image 323, true label: 3, predicted label: 2, accumulative accuracy: 0.46296296296296297
Image 324, true label: 0, predicted label: 4, accumulative accuracy: 0.46153846153846156
Image 325, true label: 4, predicted label: 4, accumulative accuracy: 0.46319018404907975
Image 326, true label: 2, predicted label: 2, accumulative accuracy: 0.4648318042813456
Image 327, true label: 0, predicted label: 0, accumulative accuracy: 0.46646341463414637
Image 328, true label: 7, predicted label: 7, accumulative accuracy: 0.46808510638297873
Image 329, true label: 1, predicted label: 1, accumulative accuracy: 0.4696969696969697
Image 330, true label: 1, predicted label: 1, accumulative accuracy: 0.47129909365558914
Image 331, true label: 2, predicted label: 5, accumulative accuracy: 0.46987951807228917
Image 332, true label: 1, predicted label: 1, accumulative accuracy: 0.47147147147147145
Image 333, true label: 5, predicted label: 7, accumulative accuracy: 0.47005988023952094
Image 334, true label: 3, predicted label: 5, accumulative accuracy: 0.46865671641791046
Image 335, true label: 3, predicted label: 5, accumulative accuracy: 0.46726190476190477
Image 336, true label: 9, predicted label: 7, accumulative accuracy: 0.4658753709198813
Image 337, true label: 7, predicted label: 7, accumulative accuracy: 0.46745562130177515
Image 338, true label: 8, predicted label: 9, accumulative accuracy: 0.46607669616519176
Image 339, true label: 6, predicted label: 2, accumulative accuracy: 0.4647058823529412
Image 340, true label: 5, predicted label: 2, accumulative accuracy: 0.4633431085043988
Image 341, true label: 6, predicted label: 2, accumulative accuracy: 0.4619883040935672
Image 342, true label: 1, predicted label: 1, accumulative accuracy: 0.46355685131195334
Image 343, true label: 3, predicted label: 5, accumulative accuracy: 0.4622093023255814
Image 344, true label: 8, predicted label: 8, accumulative accuracy: 0.463768115942029
Image 345, true label: 1, predicted label: 1, accumulative accuracy: 0.4653179190751445
Image 346, true label: 0, predicted label: 1, accumulative accuracy: 0.46397694524495675
Image 347, true label: 5, predicted label: 2, accumulative accuracy: 0.46264367816091956
Image 348, true label: 1, predicted label: 1, accumulative accuracy: 0.46418338108882523
Image 349, true label: 3, predicted label: 7, accumulative accuracy: 0.46285714285714286
Image 350, true label: 1, predicted label: 1, accumulative accuracy: 0.46438746438746437
Image 351, true label: 5, predicted label: 2, accumulative accuracy: 0.4630681818181818
Image 352, true label: 5, predicted label: 2, accumulative accuracy: 0.46175637393767704
Image 353, true label: 6, predicted label: 2, accumulative accuracy: 0.4604519774011299
Image 354, true label: 1, predicted label: 4, accumulative accuracy: 0.4591549295774648
Image 355, true label: 8, predicted label: 7, accumulative accuracy: 0.45786516853932585
Image 356, true label: 5, predicted label: 2, accumulative accuracy: 0.4565826330532213
Image 357, true label: 1, predicted label: 1, accumulative accuracy: 0.4581005586592179
Image 358, true label: 7, predicted label: 7, accumulative accuracy: 0.4596100278551532
Image 359, true label: 9, predicted label: 7, accumulative accuracy: 0.4583333333333333
Image 360, true label: 4, predicted label: 4, accumulative accuracy: 0.4598337950138504
Image 361, true label: 6, predicted label: 2, accumulative accuracy: 0.4585635359116022
Image 362, true label: 2, predicted label: 5, accumulative accuracy: 0.4573002754820937
Image 363, true label: 2, predicted label: 2, accumulative accuracy: 0.45879120879120877
Image 364, true label: 5, predicted label: 2, accumulative accuracy: 0.4575342465753425
Image 365, true label: 0, predicted label: 1, accumulative accuracy: 0.4562841530054645
Image 366, true label: 6, predicted label: 4, accumulative accuracy: 0.4550408719346049
Image 367, true label: 5, predicted label: 3, accumulative accuracy: 0.453804347826087
Image 368, true label: 6, predicted label: 2, accumulative accuracy: 0.45257452574525747
Image 369, true label: 3, predicted label: 5, accumulative accuracy: 0.45135135135135135
