Image 0, true label: 10, predicted label: 10, accumulative accuracy: 1.0
Image 38, true label: 10, predicted label: 6, accumulative accuracy: 0.9487179487179487
Image 39, true label: 10, predicted label: 10, accumulative accuracy: 0.95
Running DS_CNN (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 566934
Image 40, true label: 10, predicted label: 10, accumulative accuracy: 0.9512195121951219
Image 41, true label: 10, predicted label: 10, accumulative accuracy: 0.9523809523809523
Image 42, true label: 10, predicted label: 10, accumulative accuracy: 0.9534883720930233
Image 43, true label: 10, predicted label: 10, accumulative accuracy: 0.9545454545454546
Image 44, true label: 10, predicted label: 10, accumulative accuracy: 0.9555555555555556
Image 45, true label: 10, predicted label: 10, accumulative accuracy: 0.9565217391304348
Image 46, true label: 10, predicted label: 10, accumulative accuracy: 0.9574468085106383
Image 47, true label: 10, predicted label: 10, accumulative accuracy: 0.9583333333333334
Image 48, true label: 10, predicted label: 10, accumulative accuracy: 0.9591836734693877
Image 49, true label: 10, predicted label: 10, accumulative accuracy: 0.96
Running DS_CNN (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 567005
Image 50, true label: 10, predicted label: 10, accumulative accuracy: 0.9607843137254902
Image 51, true label: 10, predicted label: 10, accumulative accuracy: 0.9615384615384616
Image 52, true label: 10, predicted label: 10, accumulative accuracy: 0.9622641509433962
Image 53, true label: 10, predicted label: 10, accumulative accuracy: 0.9629629629629629
Image 54, true label: 10, predicted label: 10, accumulative accuracy: 0.9636363636363636
Image 55, true label: 10, predicted label: 6, accumulative accuracy: 0.9464285714285714
Image 56, true label: 10, predicted label: 10, accumulative accuracy: 0.9473684210526315
Image 57, true label: 10, predicted label: 10, accumulative accuracy: 0.9482758620689655
Image 58, true label: 10, predicted label: 10, accumulative accuracy: 0.9491525423728814
Image 59, true label: 10, predicted label: 10, accumulative accuracy: 0.95
Running DS_CNN (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 567009
Image 60, true label: 10, predicted label: 10, accumulative accuracy: 0.9508196721311475
Image 61, true label: 10, predicted label: 10, accumulative accuracy: 0.9516129032258065
Image 62, true label: 10, predicted label: 10, accumulative accuracy: 0.9523809523809523
Image 63, true label: 10, predicted label: 10, accumulative accuracy: 0.953125
Image 64, true label: 10, predicted label: 10, accumulative accuracy: 0.9538461538461539
Image 65, true label: 10, predicted label: 10, accumulative accuracy: 0.9545454545454546
Image 66, true label: 10, predicted label: 10, accumulative accuracy: 0.9552238805970149
Image 67, true label: 10, predicted label: 10, accumulative accuracy: 0.9558823529411765
Image 68, true label: 10, predicted label: 10, accumulative accuracy: 0.9565217391304348
Image 69, true label: 10, predicted label: 10, accumulative accuracy: 0.9571428571428572
Running DS_CNN (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 566960
Image 70, true label: 10, predicted label: 10, accumulative accuracy: 0.9577464788732394
Image 71, true label: 10, predicted label: 10, accumulative accuracy: 0.9583333333333334
Image 72, true label: 10, predicted label: 10, accumulative accuracy: 0.958904109589041
Image 73, true label: 10, predicted label: 10, accumulative accuracy: 0.9594594594594594
Image 74, true label: 10, predicted label: 10, accumulative accuracy: 0.96
Image 75, true label: 10, predicted label: 10, accumulative accuracy: 0.9605263157894737
Image 76, true label: 10, predicted label: 10, accumulative accuracy: 0.961038961038961
Image 77, true label: 10, predicted label: 10, accumulative accuracy: 0.9615384615384616
Image 78, true label: 10, predicted label: 10, accumulative accuracy: 0.9620253164556962
Image 79, true label: 10, predicted label: 10, accumulative accuracy: 0.9625
Running DS_CNN (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 566979
Image 80, true label: 10, predicted label: 10, accumulative accuracy: 0.9629629629629629
Image 81, true label: 10, predicted label: 10, accumulative accuracy: 0.9634146341463414
Image 82, true label: 10, predicted label: 10, accumulative accuracy: 0.963855421686747
Image 83, true label: 10, predicted label: 10, accumulative accuracy: 0.9642857142857143
Image 84, true label: 10, predicted label: 10, accumulative accuracy: 0.9647058823529412
Image 85, true label: 10, predicted label: 10, accumulative accuracy: 0.9651162790697675
Image 86, true label: 10, predicted label: 10, accumulative accuracy: 0.9655172413793104
Image 87, true label: 10, predicted label: 10, accumulative accuracy: 0.9659090909090909
Image 88, true label: 10, predicted label: 10, accumulative accuracy: 0.9662921348314607
Image 89, true label: 10, predicted label: 10, accumulative accuracy: 0.9666666666666667
Running DS_CNN (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 566976
Image 90, true label: 10, predicted label: 10, accumulative accuracy: 0.967032967032967
Image 91, true label: 10, predicted label: 10, accumulative accuracy: 0.967391304347826
Image 92, true label: 10, predicted label: 7, accumulative accuracy: 0.956989247311828
Image 93, true label: 10, predicted label: 10, accumulative accuracy: 0.9574468085106383
Image 94, true label: 10, predicted label: 10, accumulative accuracy: 0.9578947368421052
Image 95, true label: 10, predicted label: 10, accumulative accuracy: 0.9583333333333334
Image 96, true label: 10, predicted label: 10, accumulative accuracy: 0.9587628865979382
Image 97, true label: 10, predicted label: 10, accumulative accuracy: 0.9591836734693877
Image 98, true label: 10, predicted label: 10, accumulative accuracy: 0.9595959595959596
Image 99, true label: 10, predicted label: 10, accumulative accuracy: 0.96
Running DS_CNN (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 566950
Image 100, true label: 10, predicted label: 10, accumulative accuracy: 0.9603960396039604
Image 101, true label: 10, predicted label: 10, accumulative accuracy: 0.9607843137254902
Image 102, true label: 10, predicted label: 10, accumulative accuracy: 0.9611650485436893
Image 103, true label: 10, predicted label: 10, accumulative accuracy: 0.9615384615384616
Image 104, true label: 10, predicted label: 10, accumulative accuracy: 0.9619047619047619
Image 105, true label: 10, predicted label: 10, accumulative accuracy: 0.9622641509433962
Image 106, true label: 10, predicted label: 10, accumulative accuracy: 0.9626168224299065
Image 107, true label: 10, predicted label: 10, accumulative accuracy: 0.9629629629629629
Image 108, true label: 10, predicted label: 10, accumulative accuracy: 0.963302752293578
Image 109, true label: 10, predicted label: 10, accumulative accuracy: 0.9636363636363636
Running DS_CNN (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 566964
Image 110, true label: 10, predicted label: 10, accumulative accuracy: 0.963963963963964
Image 111, true label: 10, predicted label: 10, accumulative accuracy: 0.9642857142857143
Image 112, true label: 10, predicted label: 10, accumulative accuracy: 0.9646017699115044
Image 113, true label: 10, predicted label: 10, accumulative accuracy: 0.9649122807017544
Image 114, true label: 10, predicted label: 10, accumulative accuracy: 0.9652173913043478
Image 115, true label: 10, predicted label: 10, accumulative accuracy: 0.9655172413793104
Image 116, true label: 10, predicted label: 10, accumulative accuracy: 0.9658119658119658
Image 117, true label: 10, predicted label: 10, accumulative accuracy: 0.9661016949152542
Image 118, true label: 10, predicted label: 10, accumulative accuracy: 0.9663865546218487
Image 119, true label: 10, predicted label: 10, accumulative accuracy: 0.9666666666666667
Running DS_CNN (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 566943
Image 120, true label: 10, predicted label: 10, accumulative accuracy: 0.9669421487603306
Image 121, true label: 10, predicted label: 10, accumulative accuracy: 0.9672131147540983
Image 122, true label: 10, predicted label: 10, accumulative accuracy: 0.967479674796748
Image 123, true label: 10, predicted label: 10, accumulative accuracy: 0.967741935483871
Image 124, true label: 10, predicted label: 10, accumulative accuracy: 0.968
Image 125, true label: 10, predicted label: 10, accumulative accuracy: 0.9682539682539683
Image 126, true label: 10, predicted label: 10, accumulative accuracy: 0.968503937007874
Image 127, true label: 10, predicted label: 10, accumulative accuracy: 0.96875
Image 128, true label: 10, predicted label: 10, accumulative accuracy: 0.9689922480620154
Image 129, true label: 10, predicted label: 10, accumulative accuracy: 0.9692307692307692
Running DS_CNN (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 566943
Image 130, true label: 10, predicted label: 10, accumulative accuracy: 0.9694656488549618
Image 131, true label: 10, predicted label: 10, accumulative accuracy: 0.9696969696969697
Image 132, true label: 10, predicted label: 10, accumulative accuracy: 0.9699248120300752
Image 133, true label: 10, predicted label: 10, accumulative accuracy: 0.9701492537313433
Image 134, true label: 10, predicted label: 10, accumulative accuracy: 0.9703703703703703
Image 135, true label: 10, predicted label: 10, accumulative accuracy: 0.9705882352941176
Image 136, true label: 10, predicted label: 10, accumulative accuracy: 0.9708029197080292
Image 137, true label: 10, predicted label: 10, accumulative accuracy: 0.9710144927536232
Image 138, true label: 10, predicted label: 10, accumulative accuracy: 0.9712230215827338
Image 139, true label: 10, predicted label: 10, accumulative accuracy: 0.9714285714285714
Running DS_CNN (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 566917
Image 140, true label: 10, predicted label: 10, accumulative accuracy: 0.9716312056737588
Image 141, true label: 10, predicted label: 10, accumulative accuracy: 0.971830985915493
Image 142, true label: 10, predicted label: 10, accumulative accuracy: 0.972027972027972
Image 143, true label: 10, predicted label: 10, accumulative accuracy: 0.9722222222222222
Image 144, true label: 10, predicted label: 6, accumulative accuracy: 0.9655172413793104
Image 145, true label: 10, predicted label: 10, accumulative accuracy: 0.9657534246575342
Image 146, true label: 10, predicted label: 10, accumulative accuracy: 0.9659863945578231
Image 147, true label: 10, predicted label: 10, accumulative accuracy: 0.9662162162162162
Image 148, true label: 10, predicted label: 10, accumulative accuracy: 0.9664429530201343
Image 149, true label: 10, predicted label: 10, accumulative accuracy: 0.9666666666666667
Running DS_CNN (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 566980
Image 150, true label: 10, predicted label: 10, accumulative accuracy: 0.9668874172185431
Image 151, true label: 10, predicted label: 10, accumulative accuracy: 0.9671052631578947
Image 152, true label: 10, predicted label: 10, accumulative accuracy: 0.9673202614379085
Image 153, true label: 10, predicted label: 10, accumulative accuracy: 0.9675324675324676
Image 154, true label: 10, predicted label: 10, accumulative accuracy: 0.967741935483871
Image 155, true label: 10, predicted label: 10, accumulative accuracy: 0.967948717948718
Image 156, true label: 10, predicted label: 10, accumulative accuracy: 0.9681528662420382
Image 157, true label: 10, predicted label: 10, accumulative accuracy: 0.9683544303797469
Image 158, true label: 10, predicted label: 10, accumulative accuracy: 0.9685534591194969
Image 159, true label: 10, predicted label: 10, accumulative accuracy: 0.96875
Running DS_CNN (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 566950
Image 160, true label: 10, predicted label: 7, accumulative accuracy: 0.9627329192546584
Image 161, true label: 10, predicted label: 10, accumulative accuracy: 0.9629629629629629
Image 162, true label: 10, predicted label: 10, accumulative accuracy: 0.9631901840490797
Image 163, true label: 10, predicted label: 10, accumulative accuracy: 0.9634146341463414
Image 164, true label: 10, predicted label: 10, accumulative accuracy: 0.9636363636363636
Image 165, true label: 10, predicted label: 10, accumulative accuracy: 0.963855421686747
Image 166, true label: 10, predicted label: 10, accumulative accuracy: 0.9640718562874252
Image 167, true label: 10, predicted label: 10, accumulative accuracy: 0.9642857142857143
Image 168, true label: 10, predicted label: 10, accumulative accuracy: 0.9644970414201184
Image 169, true label: 10, predicted label: 10, accumulative accuracy: 0.9647058823529412
Running DS_CNN (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 566963
Image 170, true label: 10, predicted label: 10, accumulative accuracy: 0.9649122807017544
Image 171, true label: 10, predicted label: 10, accumulative accuracy: 0.9651162790697675
Image 172, true label: 10, predicted label: 10, accumulative accuracy: 0.9653179190751445
Image 173, true label: 10, predicted label: 10, accumulative accuracy: 0.9655172413793104
Image 174, true label: 10, predicted label: 10, accumulative accuracy: 0.9657142857142857
Image 175, true label: 10, predicted label: 10, accumulative accuracy: 0.9659090909090909
Image 176, true label: 10, predicted label: 10, accumulative accuracy: 0.9661016949152542
Image 177, true label: 10, predicted label: 10, accumulative accuracy: 0.9662921348314607
Image 178, true label: 10, predicted label: 10, accumulative accuracy: 0.9664804469273743
Image 179, true label: 10, predicted label: 10, accumulative accuracy: 0.9666666666666667
Running DS_CNN (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 566985
Image 180, true label: 10, predicted label: 10, accumulative accuracy: 0.9668508287292817
Image 181, true label: 10, predicted label: 10, accumulative accuracy: 0.967032967032967
Image 182, true label: 10, predicted label: 10, accumulative accuracy: 0.9672131147540983
Image 183, true label: 10, predicted label: 10, accumulative accuracy: 0.967391304347826
Image 184, true label: 10, predicted label: 10, accumulative accuracy: 0.9675675675675676
Image 185, true label: 10, predicted label: 10, accumulative accuracy: 0.967741935483871
Image 186, true label: 10, predicted label: 10, accumulative accuracy: 0.9679144385026738
Image 187, true label: 10, predicted label: 10, accumulative accuracy: 0.9680851063829787
Image 188, true label: 10, predicted label: 10, accumulative accuracy: 0.9682539682539683
Image 189, true label: 10, predicted label: 10, accumulative accuracy: 0.968421052631579
Running DS_CNN (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 566957
Image 190, true label: 10, predicted label: 10, accumulative accuracy: 0.9685863874345549
Image 191, true label: 10, predicted label: 10, accumulative accuracy: 0.96875
Image 192, true label: 10, predicted label: 10, accumulative accuracy: 0.9689119170984456
Image 193, true label: 10, predicted label: 10, accumulative accuracy: 0.9690721649484536
Image 194, true label: 10, predicted label: 10, accumulative accuracy: 0.9692307692307692
Image 195, true label: 10, predicted label: 10, accumulative accuracy: 0.9693877551020408
Image 196, true label: 10, predicted label: 10, accumulative accuracy: 0.9695431472081218
Image 197, true label: 10, predicted label: 10, accumulative accuracy: 0.9696969696969697
Image 198, true label: 10, predicted label: 10, accumulative accuracy: 0.9698492462311558
Image 199, true label: 10, predicted label: 10, accumulative accuracy: 0.97
Running DS_CNN (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 566947
Image 200, true label: 10, predicted label: 10, accumulative accuracy: 0.9701492537313433
Image 201, true label: 10, predicted label: 10, accumulative accuracy: 0.9702970297029703
Image 202, true label: 10, predicted label: 10, accumulative accuracy: 0.9704433497536946
Image 203, true label: 7, predicted label: 7, accumulative accuracy: 0.9705882352941176
Image 204, true label: 7, predicted label: 7, accumulative accuracy: 0.9707317073170731
Image 205, true label: 7, predicted label: 7, accumulative accuracy: 0.970873786407767
Image 206, true label: 7, predicted label: 7, accumulative accuracy: 0.9710144927536232
Image 207, true label: 7, predicted label: 2, accumulative accuracy: 0.9663461538461539
Image 208, true label: 7, predicted label: 7, accumulative accuracy: 0.9665071770334929
Image 209, true label: 7, predicted label: 7, accumulative accuracy: 0.9666666666666667
Running DS_CNN (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 566969
Image 210, true label: 7, predicted label: 7, accumulative accuracy: 0.966824644549763
Image 211, true label: 7, predicted label: 7, accumulative accuracy: 0.9669811320754716
Image 212, true label: 7, predicted label: 7, accumulative accuracy: 0.9671361502347418
Image 213, true label: 7, predicted label: 7, accumulative accuracy: 0.9672897196261683
Image 214, true label: 7, predicted label: 7, accumulative accuracy: 0.9674418604651163
Image 215, true label: 7, predicted label: 2, accumulative accuracy: 0.9629629629629629
Image 216, true label: 7, predicted label: 7, accumulative accuracy: 0.9631336405529954
Image 217, true label: 7, predicted label: 2, accumulative accuracy: 0.9587155963302753
Image 218, true label: 7, predicted label: 7, accumulative accuracy: 0.958904109589041
Image 219, true label: 7, predicted label: 7, accumulative accuracy: 0.9590909090909091
Running DS_CNN (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 566933
Image 220, true label: 7, predicted label: 7, accumulative accuracy: 0.9592760180995475
Image 221, true label: 7, predicted label: 7, accumulative accuracy: 0.9594594594594594
Image 222, true label: 7, predicted label: 7, accumulative accuracy: 0.9596412556053812
Image 223, true label: 7, predicted label: 7, accumulative accuracy: 0.9598214285714286
Image 224, true label: 7, predicted label: 7, accumulative accuracy: 0.96
Image 225, true label: 7, predicted label: 7, accumulative accuracy: 0.9601769911504425
Image 226, true label: 7, predicted label: 7, accumulative accuracy: 0.960352422907489
Image 227, true label: 7, predicted label: 7, accumulative accuracy: 0.9605263157894737
Image 228, true label: 7, predicted label: 7, accumulative accuracy: 0.9606986899563319
Image 229, true label: 7, predicted label: 7, accumulative accuracy: 0.9608695652173913
Running DS_CNN (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 566950
Image 230, true label: 7, predicted label: 2, accumulative accuracy: 0.9567099567099567
Image 231, true label: 7, predicted label: 7, accumulative accuracy: 0.9568965517241379
Image 232, true label: 7, predicted label: 7, accumulative accuracy: 0.9570815450643777
Image 233, true label: 7, predicted label: 7, accumulative accuracy: 0.9572649572649573
Image 234, true label: 7, predicted label: 10, accumulative accuracy: 0.9531914893617022
Image 235, true label: 7, predicted label: 7, accumulative accuracy: 0.9533898305084746
Image 236, true label: 7, predicted label: 10, accumulative accuracy: 0.9493670886075949
Image 237, true label: 7, predicted label: 7, accumulative accuracy: 0.9495798319327731
Image 238, true label: 7, predicted label: 7, accumulative accuracy: 0.9497907949790795
Image 239, true label: 7, predicted label: 7, accumulative accuracy: 0.95
Running DS_CNN (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 566933
Image 240, true label: 7, predicted label: 7, accumulative accuracy: 0.950207468879668
Image 241, true label: 7, predicted label: 7, accumulative accuracy: 0.9504132231404959
Image 242, true label: 7, predicted label: 7, accumulative accuracy: 0.9506172839506173
Image 243, true label: 7, predicted label: 7, accumulative accuracy: 0.9508196721311475
Image 244, true label: 7, predicted label: 7, accumulative accuracy: 0.9510204081632653
Image 245, true label: 7, predicted label: 7, accumulative accuracy: 0.9512195121951219
Image 246, true label: 7, predicted label: 10, accumulative accuracy: 0.9473684210526315
Image 247, true label: 7, predicted label: 7, accumulative accuracy: 0.9475806451612904
Image 248, true label: 7, predicted label: 7, accumulative accuracy: 0.9477911646586346
Image 249, true label: 7, predicted label: 7, accumulative accuracy: 0.948
Running DS_CNN (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 566939
Image 250, true label: 7, predicted label: 7, accumulative accuracy: 0.9482071713147411
Image 251, true label: 7, predicted label: 7, accumulative accuracy: 0.9484126984126984
Image 252, true label: 7, predicted label: 7, accumulative accuracy: 0.9486166007905138
Image 253, true label: 7, predicted label: 7, accumulative accuracy: 0.9488188976377953
Image 254, true label: 7, predicted label: 7, accumulative accuracy: 0.9490196078431372
Image 255, true label: 7, predicted label: 7, accumulative accuracy: 0.94921875
Image 256, true label: 7, predicted label: 7, accumulative accuracy: 0.9494163424124513
Image 257, true label: 7, predicted label: 7, accumulative accuracy: 0.9496124031007752
Image 258, true label: 7, predicted label: 7, accumulative accuracy: 0.9498069498069498
Image 259, true label: 7, predicted label: 7, accumulative accuracy: 0.95
Running DS_CNN (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 566927
Image 260, true label: 7, predicted label: 7, accumulative accuracy: 0.9501915708812261
Image 261, true label: 7, predicted label: 2, accumulative accuracy: 0.9465648854961832
Image 262, true label: 7, predicted label: 7, accumulative accuracy: 0.9467680608365019
Image 263, true label: 7, predicted label: 7, accumulative accuracy: 0.946969696969697
Image 264, true label: 7, predicted label: 7, accumulative accuracy: 0.9471698113207547
Image 265, true label: 7, predicted label: 7, accumulative accuracy: 0.9473684210526315
Image 266, true label: 7, predicted label: 7, accumulative accuracy: 0.947565543071161
Image 267, true label: 7, predicted label: 7, accumulative accuracy: 0.9477611940298507
Image 268, true label: 7, predicted label: 7, accumulative accuracy: 0.9479553903345725
Image 269, true label: 7, predicted label: 7, accumulative accuracy: 0.9481481481481482
Running DS_CNN (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 566962
Image 270, true label: 7, predicted label: 7, accumulative accuracy: 0.948339483394834
Image 271, true label: 7, predicted label: 7, accumulative accuracy: 0.9485294117647058
Image 272, true label: 7, predicted label: 7, accumulative accuracy: 0.9487179487179487
Image 273, true label: 7, predicted label: 7, accumulative accuracy: 0.948905109489051
Image 274, true label: 7, predicted label: 7, accumulative accuracy: 0.9490909090909091
Image 275, true label: 7, predicted label: 7, accumulative accuracy: 0.9492753623188406
Image 276, true label: 7, predicted label: 7, accumulative accuracy: 0.9494584837545126
Image 277, true label: 7, predicted label: 7, accumulative accuracy: 0.9496402877697842
Image 278, true label: 7, predicted label: 10, accumulative accuracy: 0.946236559139785
Image 279, true label: 7, predicted label: 7, accumulative accuracy: 0.9464285714285714
Running DS_CNN (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 566945
Image 280, true label: 7, predicted label: 10, accumulative accuracy: 0.9430604982206405
Image 281, true label: 7, predicted label: 7, accumulative accuracy: 0.9432624113475178
Image 282, true label: 7, predicted label: 7, accumulative accuracy: 0.9434628975265018
Image 283, true label: 7, predicted label: 7, accumulative accuracy: 0.9436619718309859
Image 284, true label: 7, predicted label: 7, accumulative accuracy: 0.9438596491228071
Image 285, true label: 7, predicted label: 7, accumulative accuracy: 0.9440559440559441
Image 286, true label: 7, predicted label: 7, accumulative accuracy: 0.9442508710801394
Image 287, true label: 7, predicted label: 7, accumulative accuracy: 0.9444444444444444
Image 288, true label: 7, predicted label: 7, accumulative accuracy: 0.9446366782006921
Image 289, true label: 7, predicted label: 10, accumulative accuracy: 0.9413793103448276
Running DS_CNN (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 566956
Image 290, true label: 7, predicted label: 7, accumulative accuracy: 0.9415807560137457
Image 291, true label: 7, predicted label: 7, accumulative accuracy: 0.9417808219178082
Image 292, true label: 7, predicted label: 7, accumulative accuracy: 0.9419795221843004
Image 293, true label: 7, predicted label: 7, accumulative accuracy: 0.9421768707482994
Image 294, true label: 7, predicted label: 7, accumulative accuracy: 0.9423728813559322
Image 295, true label: 7, predicted label: 7, accumulative accuracy: 0.9425675675675675
Image 296, true label: 7, predicted label: 7, accumulative accuracy: 0.9427609427609428
Image 297, true label: 7, predicted label: 7, accumulative accuracy: 0.9429530201342282
Image 298, true label: 7, predicted label: 6, accumulative accuracy: 0.939799331103679
Image 299, true label: 7, predicted label: 7, accumulative accuracy: 0.94
Running DS_CNN (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 566957
Image 300, true label: 7, predicted label: 7, accumulative accuracy: 0.9401993355481728
Image 301, true label: 7, predicted label: 7, accumulative accuracy: 0.9403973509933775
Image 302, true label: 7, predicted label: 10, accumulative accuracy: 0.9372937293729373
Image 303, true label: 7, predicted label: 7, accumulative accuracy: 0.9375
Image 304, true label: 7, predicted label: 7, accumulative accuracy: 0.9377049180327869
Image 305, true label: 7, predicted label: 7, accumulative accuracy: 0.9379084967320261
Image 306, true label: 7, predicted label: 7, accumulative accuracy: 0.9381107491856677
Image 307, true label: 7, predicted label: 7, accumulative accuracy: 0.9383116883116883
Image 308, true label: 7, predicted label: 7, accumulative accuracy: 0.9385113268608414
Image 309, true label: 7, predicted label: 7, accumulative accuracy: 0.9387096774193548
Running DS_CNN (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 566940
Image 310, true label: 7, predicted label: 7, accumulative accuracy: 0.9389067524115756
Image 311, true label: 7, predicted label: 7, accumulative accuracy: 0.9391025641025641
Image 312, true label: 7, predicted label: 7, accumulative accuracy: 0.939297124600639
Image 313, true label: 7, predicted label: 7, accumulative accuracy: 0.9394904458598726
Image 314, true label: 7, predicted label: 7, accumulative accuracy: 0.9396825396825397
Image 315, true label: 7, predicted label: 7, accumulative accuracy: 0.939873417721519
Image 316, true label: 7, predicted label: 7, accumulative accuracy: 0.9400630914826499
Image 317, true label: 7, predicted label: 7, accumulative accuracy: 0.940251572327044
Image 318, true label: 7, predicted label: 7, accumulative accuracy: 0.9404388714733543
Image 319, true label: 7, predicted label: 7, accumulative accuracy: 0.940625
Running DS_CNN (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 566938
Image 320, true label: 7, predicted label: 10, accumulative accuracy: 0.9376947040498442
Image 321, true label: 7, predicted label: 2, accumulative accuracy: 0.9347826086956522
Image 322, true label: 7, predicted label: 7, accumulative accuracy: 0.934984520123839
Image 323, true label: 7, predicted label: 2, accumulative accuracy: 0.9320987654320988
Image 324, true label: 7, predicted label: 7, accumulative accuracy: 0.9323076923076923
