Image 0, true label: 9, predicted label: 9, accumulative accuracy: 1.0
Image 75, true label: 3, predicted label: 3, accumulative accuracy: 0.8552631578947368
Image 76, true label: 1, predicted label: 1, accumulative accuracy: 0.8571428571428571
Image 77, true label: 2, predicted label: 2, accumulative accuracy: 0.8589743589743589
Image 78, true label: 8, predicted label: 8, accumulative accuracy: 0.8607594936708861
Image 79, true label: 4, predicted label: 4, accumulative accuracy: 0.8625
Running MLPClassifier (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 21338
Image 80, true label: 1, predicted label: 1, accumulative accuracy: 0.8641975308641975
Image 81, true label: 8, predicted label: 8, accumulative accuracy: 0.8658536585365854
Image 82, true label: 5, predicted label: 5, accumulative accuracy: 0.8674698795180723
Image 83, true label: 9, predicted label: 9, accumulative accuracy: 0.8690476190476191
Image 84, true label: 5, predicted label: 5, accumulative accuracy: 0.8705882352941177
Image 85, true label: 0, predicted label: 0, accumulative accuracy: 0.872093023255814
Image 86, true label: 3, predicted label: 3, accumulative accuracy: 0.8735632183908046
Image 87, true label: 2, predicted label: 2, accumulative accuracy: 0.875
Image 88, true label: 0, predicted label: 0, accumulative accuracy: 0.8764044943820225
Image 89, true label: 6, predicted label: 6, accumulative accuracy: 0.8777777777777778
Running MLPClassifier (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 21329
Image 90, true label: 5, predicted label: 5, accumulative accuracy: 0.8791208791208791
Image 91, true label: 3, predicted label: 3, accumulative accuracy: 0.8804347826086957
Image 92, true label: 6, predicted label: 6, accumulative accuracy: 0.8817204301075269
Image 93, true label: 7, predicted label: 7, accumulative accuracy: 0.8829787234042553
Image 94, true label: 1, predicted label: 1, accumulative accuracy: 0.8842105263157894
Image 95, true label: 8, predicted label: 8, accumulative accuracy: 0.8854166666666666
Image 96, true label: 0, predicted label: 0, accumulative accuracy: 0.8865979381443299
Image 97, true label: 1, predicted label: 1, accumulative accuracy: 0.8877551020408163
Image 98, true label: 4, predicted label: 2, accumulative accuracy: 0.8787878787878788
Image 99, true label: 2, predicted label: 2, accumulative accuracy: 0.88
Running MLPClassifier (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 21334
Image 100, true label: 3, predicted label: 3, accumulative accuracy: 0.8811881188118812
Image 101, true label: 6, predicted label: 6, accumulative accuracy: 0.8823529411764706
Image 102, true label: 7, predicted label: 7, accumulative accuracy: 0.883495145631068
Image 103, true label: 2, predicted label: 2, accumulative accuracy: 0.8846153846153846
Image 104, true label: 7, predicted label: 7, accumulative accuracy: 0.8857142857142857
Image 105, true label: 8, predicted label: 8, accumulative accuracy: 0.8867924528301887
Image 106, true label: 5, predicted label: 5, accumulative accuracy: 0.8878504672897196
Image 107, true label: 9, predicted label: 7, accumulative accuracy: 0.8796296296296297
Image 108, true label: 9, predicted label: 9, accumulative accuracy: 0.8807339449541285
Image 109, true label: 4, predicted label: 4, accumulative accuracy: 0.8818181818181818
Running MLPClassifier (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 21339
Image 110, true label: 2, predicted label: 2, accumulative accuracy: 0.8828828828828829
Image 111, true label: 5, predicted label: 5, accumulative accuracy: 0.8839285714285714
Image 112, true label: 7, predicted label: 7, accumulative accuracy: 0.8849557522123894
Image 113, true label: 0, predicted label: 0, accumulative accuracy: 0.8859649122807017
Image 114, true label: 5, predicted label: 5, accumulative accuracy: 0.8869565217391304
Image 115, true label: 2, predicted label: 2, accumulative accuracy: 0.8879310344827587
Image 116, true label: 8, predicted label: 8, accumulative accuracy: 0.8888888888888888
Image 117, true label: 6, predicted label: 6, accumulative accuracy: 0.8898305084745762
Image 118, true label: 7, predicted label: 7, accumulative accuracy: 0.8907563025210085
Image 119, true label: 8, predicted label: 8, accumulative accuracy: 0.8916666666666667
Running MLPClassifier (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 21337
Image 120, true label: 0, predicted label: 0, accumulative accuracy: 0.8925619834710744
Image 121, true label: 0, predicted label: 0, accumulative accuracy: 0.8934426229508197
Image 122, true label: 9, predicted label: 9, accumulative accuracy: 0.8943089430894309
Image 123, true label: 9, predicted label: 9, accumulative accuracy: 0.8951612903225806
Image 124, true label: 3, predicted label: 3, accumulative accuracy: 0.896
Image 125, true label: 0, predicted label: 0, accumulative accuracy: 0.8968253968253969
Image 126, true label: 8, predicted label: 8, accumulative accuracy: 0.8976377952755905
Image 127, true label: 4, predicted label: 4, accumulative accuracy: 0.8984375
Image 128, true label: 1, predicted label: 1, accumulative accuracy: 0.8992248062015504
Image 129, true label: 5, predicted label: 5, accumulative accuracy: 0.9
Running MLPClassifier (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 21336
Image 130, true label: 4, predicted label: 4, accumulative accuracy: 0.9007633587786259
Image 131, true label: 1, predicted label: 1, accumulative accuracy: 0.9015151515151515
Image 132, true label: 9, predicted label: 9, accumulative accuracy: 0.9022556390977443
Image 133, true label: 1, predicted label: 1, accumulative accuracy: 0.9029850746268657
Image 134, true label: 8, predicted label: 8, accumulative accuracy: 0.9037037037037037
Image 135, true label: 6, predicted label: 4, accumulative accuracy: 0.8970588235294118
Image 136, true label: 2, predicted label: 6, accumulative accuracy: 0.8905109489051095
Image 137, true label: 1, predicted label: 1, accumulative accuracy: 0.8913043478260869
Image 138, true label: 2, predicted label: 2, accumulative accuracy: 0.8920863309352518
Image 139, true label: 5, predicted label: 5, accumulative accuracy: 0.8928571428571429
Running MLPClassifier (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 21340
Image 140, true label: 1, predicted label: 1, accumulative accuracy: 0.8936170212765957
Image 141, true label: 0, predicted label: 0, accumulative accuracy: 0.8943661971830986
Image 142, true label: 0, predicted label: 0, accumulative accuracy: 0.8951048951048951
Image 143, true label: 0, predicted label: 0, accumulative accuracy: 0.8958333333333334
Image 144, true label: 1, predicted label: 1, accumulative accuracy: 0.896551724137931
Image 145, true label: 6, predicted label: 6, accumulative accuracy: 0.8972602739726028
Image 146, true label: 1, predicted label: 1, accumulative accuracy: 0.8979591836734694
Image 147, true label: 6, predicted label: 3, accumulative accuracy: 0.8918918918918919
Image 148, true label: 2, predicted label: 2, accumulative accuracy: 0.8926174496644296
Image 149, true label: 2, predicted label: 2, accumulative accuracy: 0.8933333333333333
Running MLPClassifier (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 21333
Image 150, true label: 4, predicted label: 3, accumulative accuracy: 0.8874172185430463
Image 151, true label: 4, predicted label: 4, accumulative accuracy: 0.8881578947368421
Image 152, true label: 1, predicted label: 1, accumulative accuracy: 0.8888888888888888
Image 153, true label: 4, predicted label: 4, accumulative accuracy: 0.8896103896103896
Image 154, true label: 5, predicted label: 5, accumulative accuracy: 0.8903225806451613
Image 155, true label: 0, predicted label: 0, accumulative accuracy: 0.8910256410256411
Image 156, true label: 4, predicted label: 4, accumulative accuracy: 0.89171974522293
Image 157, true label: 7, predicted label: 7, accumulative accuracy: 0.8924050632911392
Image 158, true label: 9, predicted label: 9, accumulative accuracy: 0.8930817610062893
Image 159, true label: 3, predicted label: 3, accumulative accuracy: 0.89375
Running MLPClassifier (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 21338
Image 160, true label: 7, predicted label: 7, accumulative accuracy: 0.8944099378881988
Image 161, true label: 2, predicted label: 2, accumulative accuracy: 0.8950617283950617
Image 162, true label: 3, predicted label: 3, accumulative accuracy: 0.8957055214723927
Image 163, true label: 9, predicted label: 9, accumulative accuracy: 0.8963414634146342
Image 164, true label: 0, predicted label: 0, accumulative accuracy: 0.896969696969697
Image 165, true label: 9, predicted label: 9, accumulative accuracy: 0.8975903614457831
Image 166, true label: 4, predicted label: 4, accumulative accuracy: 0.8982035928143712
Image 167, true label: 7, predicted label: 7, accumulative accuracy: 0.8988095238095238
Image 168, true label: 4, predicted label: 4, accumulative accuracy: 0.8994082840236687
Image 169, true label: 2, predicted label: 2, accumulative accuracy: 0.9
Running MLPClassifier (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 21337
Image 170, true label: 0, predicted label: 0, accumulative accuracy: 0.9005847953216374
Image 171, true label: 5, predicted label: 5, accumulative accuracy: 0.9011627906976745
Image 172, true label: 2, predicted label: 4, accumulative accuracy: 0.8959537572254336
Image 173, true label: 1, predicted label: 1, accumulative accuracy: 0.896551724137931
Image 174, true label: 2, predicted label: 2, accumulative accuracy: 0.8971428571428571
Image 175, true label: 1, predicted label: 1, accumulative accuracy: 0.8977272727272727
Image 176, true label: 3, predicted label: 3, accumulative accuracy: 0.8983050847457628
Image 177, true label: 0, predicted label: 0, accumulative accuracy: 0.898876404494382
Image 178, true label: 9, predicted label: 9, accumulative accuracy: 0.8994413407821229
Image 179, true label: 1, predicted label: 1, accumulative accuracy: 0.9
Running MLPClassifier (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 21336
Image 180, true label: 0, predicted label: 0, accumulative accuracy: 0.9005524861878453
Image 181, true label: 9, predicted label: 9, accumulative accuracy: 0.9010989010989011
Image 182, true label: 3, predicted label: 3, accumulative accuracy: 0.9016393442622951
Image 183, true label: 6, predicted label: 6, accumulative accuracy: 0.9021739130434783
Image 184, true label: 7, predicted label: 7, accumulative accuracy: 0.9027027027027027
Image 185, true label: 9, predicted label: 9, accumulative accuracy: 0.9032258064516129
Image 186, true label: 9, predicted label: 9, accumulative accuracy: 0.9037433155080213
Image 187, true label: 4, predicted label: 4, accumulative accuracy: 0.9042553191489362
Image 188, true label: 4, predicted label: 4, accumulative accuracy: 0.9047619047619048
Image 189, true label: 7, predicted label: 7, accumulative accuracy: 0.9052631578947369
Running MLPClassifier (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 21327
Image 190, true label: 1, predicted label: 1, accumulative accuracy: 0.9057591623036649
Image 191, true label: 2, predicted label: 2, accumulative accuracy: 0.90625
Image 192, true label: 1, predicted label: 1, accumulative accuracy: 0.9067357512953368
Image 193, true label: 6, predicted label: 6, accumulative accuracy: 0.9072164948453608
Image 194, true label: 3, predicted label: 3, accumulative accuracy: 0.9076923076923077
Image 195, true label: 2, predicted label: 2, accumulative accuracy: 0.9081632653061225
Image 196, true label: 8, predicted label: 8, accumulative accuracy: 0.9086294416243654
Image 197, true label: 3, predicted label: 3, accumulative accuracy: 0.9090909090909091
Image 198, true label: 6, predicted label: 6, accumulative accuracy: 0.9095477386934674
Image 199, true label: 1, predicted label: 1, accumulative accuracy: 0.91
Running MLPClassifier (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 21341
Image 200, true label: 1, predicted label: 1, accumulative accuracy: 0.9104477611940298
Image 201, true label: 0, predicted label: 0, accumulative accuracy: 0.9108910891089109
Image 202, true label: 2, predicted label: 2, accumulative accuracy: 0.9113300492610837
Image 203, true label: 9, predicted label: 9, accumulative accuracy: 0.9117647058823529
Image 204, true label: 2, predicted label: 2, accumulative accuracy: 0.9121951219512195
Image 205, true label: 4, predicted label: 4, accumulative accuracy: 0.912621359223301
Image 206, true label: 0, predicted label: 0, accumulative accuracy: 0.9130434782608695
Image 207, true label: 7, predicted label: 7, accumulative accuracy: 0.9134615384615384
Image 208, true label: 9, predicted label: 9, accumulative accuracy: 0.9138755980861244
Image 209, true label: 8, predicted label: 8, accumulative accuracy: 0.9142857142857143
Running MLPClassifier (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 21342
Image 210, true label: 4, predicted label: 4, accumulative accuracy: 0.9146919431279621
Image 211, true label: 1, predicted label: 1, accumulative accuracy: 0.9150943396226415
Image 212, true label: 8, predicted label: 8, accumulative accuracy: 0.9154929577464789
Image 213, true label: 4, predicted label: 4, accumulative accuracy: 0.9158878504672897
Image 214, true label: 1, predicted label: 1, accumulative accuracy: 0.9162790697674419
Image 215, true label: 3, predicted label: 3, accumulative accuracy: 0.9166666666666666
Image 216, true label: 1, predicted label: 1, accumulative accuracy: 0.9170506912442397
Image 217, true label: 6, predicted label: 6, accumulative accuracy: 0.9174311926605505
Image 218, true label: 7, predicted label: 7, accumulative accuracy: 0.9178082191780822
Image 219, true label: 2, predicted label: 2, accumulative accuracy: 0.9181818181818182
Running MLPClassifier (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 21336
Image 220, true label: 8, predicted label: 8, accumulative accuracy: 0.918552036199095
Image 221, true label: 5, predicted label: 5, accumulative accuracy: 0.918918918918919
Image 222, true label: 2, predicted label: 2, accumulative accuracy: 0.9192825112107623
Image 223, true label: 0, predicted label: 0, accumulative accuracy: 0.9196428571428571
Image 224, true label: 7, predicted label: 7, accumulative accuracy: 0.92
Image 225, true label: 7, predicted label: 7, accumulative accuracy: 0.9203539823008849
Image 226, true label: 6, predicted label: 6, accumulative accuracy: 0.920704845814978
Image 227, true label: 2, predicted label: 2, accumulative accuracy: 0.9210526315789473
Image 228, true label: 7, predicted label: 7, accumulative accuracy: 0.9213973799126638
Image 229, true label: 0, predicted label: 0, accumulative accuracy: 0.9217391304347826
Running MLPClassifier (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 21339
Image 230, true label: 7, predicted label: 7, accumulative accuracy: 0.922077922077922
Image 231, true label: 8, predicted label: 8, accumulative accuracy: 0.9224137931034483
Image 232, true label: 9, predicted label: 9, accumulative accuracy: 0.9227467811158798
Image 233, true label: 2, predicted label: 2, accumulative accuracy: 0.9230769230769231
Image 234, true label: 9, predicted label: 9, accumulative accuracy: 0.9234042553191489
Image 235, true label: 0, predicted label: 0, accumulative accuracy: 0.923728813559322
Image 236, true label: 5, predicted label: 5, accumulative accuracy: 0.9240506329113924
Image 237, true label: 1, predicted label: 1, accumulative accuracy: 0.9243697478991597
Image 238, true label: 4, predicted label: 4, accumulative accuracy: 0.9246861924686193
Image 239, true label: 4, predicted label: 2, accumulative accuracy: 0.9208333333333333
Running MLPClassifier (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 21332
Image 240, true label: 5, predicted label: 5, accumulative accuracy: 0.921161825726141
Image 241, true label: 6, predicted label: 6, accumulative accuracy: 0.9214876033057852
Image 242, true label: 9, predicted label: 9, accumulative accuracy: 0.9218106995884774
Image 243, true label: 2, predicted label: 2, accumulative accuracy: 0.9221311475409836
Image 244, true label: 6, predicted label: 2, accumulative accuracy: 0.9183673469387755
Image 245, true label: 8, predicted label: 8, accumulative accuracy: 0.9186991869918699
Image 246, true label: 6, predicted label: 6, accumulative accuracy: 0.9190283400809717
Image 247, true label: 4, predicted label: 4, accumulative accuracy: 0.9193548387096774
Image 248, true label: 2, predicted label: 2, accumulative accuracy: 0.9196787148594378
Image 249, true label: 2, predicted label: 2, accumulative accuracy: 0.92
Running MLPClassifier (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 21342
Image 250, true label: 9, predicted label: 9, accumulative accuracy: 0.9203187250996016
Image 251, true label: 7, predicted label: 7, accumulative accuracy: 0.9206349206349206
Image 252, true label: 6, predicted label: 6, accumulative accuracy: 0.9209486166007905
Image 253, true label: 5, predicted label: 5, accumulative accuracy: 0.9212598425196851
Image 254, true label: 5, predicted label: 5, accumulative accuracy: 0.9215686274509803
Image 255, true label: 2, predicted label: 2, accumulative accuracy: 0.921875
Image 256, true label: 8, predicted label: 8, accumulative accuracy: 0.9221789883268483
Image 257, true label: 5, predicted label: 5, accumulative accuracy: 0.9224806201550387
Image 258, true label: 2, predicted label: 2, accumulative accuracy: 0.9227799227799228
Image 259, true label: 3, predicted label: 3, accumulative accuracy: 0.9230769230769231
Running MLPClassifier (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 21328
Image 260, true label: 0, predicted label: 0, accumulative accuracy: 0.9233716475095786
Image 261, true label: 4, predicted label: 4, accumulative accuracy: 0.9236641221374046
Image 262, true label: 8, predicted label: 8, accumulative accuracy: 0.9239543726235742
Image 263, true label: 0, predicted label: 0, accumulative accuracy: 0.9242424242424242
Image 264, true label: 0, predicted label: 0, accumulative accuracy: 0.9245283018867925
Image 265, true label: 6, predicted label: 2, accumulative accuracy: 0.9210526315789473
Image 266, true label: 3, predicted label: 3, accumulative accuracy: 0.9213483146067416
Image 267, true label: 8, predicted label: 8, accumulative accuracy: 0.9216417910447762
Image 268, true label: 9, predicted label: 9, accumulative accuracy: 0.9219330855018587
Image 269, true label: 6, predicted label: 6, accumulative accuracy: 0.9222222222222223
Running MLPClassifier (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 21342
Image 270, true label: 1, predicted label: 1, accumulative accuracy: 0.922509225092251
Image 271, true label: 3, predicted label: 6, accumulative accuracy: 0.9191176470588235
Image 272, true label: 0, predicted label: 0, accumulative accuracy: 0.9194139194139194
Image 273, true label: 2, predicted label: 2, accumulative accuracy: 0.9197080291970803
Image 274, true label: 3, predicted label: 3, accumulative accuracy: 0.92
Image 275, true label: 0, predicted label: 0, accumulative accuracy: 0.9202898550724637
Image 276, true label: 8, predicted label: 8, accumulative accuracy: 0.9205776173285198
Image 277, true label: 3, predicted label: 3, accumulative accuracy: 0.920863309352518
Image 278, true label: 7, predicted label: 7, accumulative accuracy: 0.921146953405018
Image 279, true label: 4, predicted label: 4, accumulative accuracy: 0.9214285714285714
Running MLPClassifier (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 21331
Image 280, true label: 0, predicted label: 0, accumulative accuracy: 0.9217081850533808
Image 281, true label: 1, predicted label: 1, accumulative accuracy: 0.9219858156028369
Image 282, true label: 6, predicted label: 6, accumulative accuracy: 0.9222614840989399
Image 283, true label: 3, predicted label: 4, accumulative accuracy: 0.9190140845070423
Image 284, true label: 0, predicted label: 0, accumulative accuracy: 0.9192982456140351
Image 285, true label: 6, predicted label: 6, accumulative accuracy: 0.9195804195804196
Image 286, true label: 6, predicted label: 6, accumulative accuracy: 0.9198606271777003
Image 287, true label: 7, predicted label: 7, accumulative accuracy: 0.9201388888888888
Image 288, true label: 5, predicted label: 5, accumulative accuracy: 0.9204152249134948
Image 289, true label: 4, predicted label: 4, accumulative accuracy: 0.9206896551724137
Running MLPClassifier (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 21341
Image 290, true label: 5, predicted label: 5, accumulative accuracy: 0.9209621993127147
Image 291, true label: 9, predicted label: 9, accumulative accuracy: 0.9212328767123288
Image 292, true label: 5, predicted label: 5, accumulative accuracy: 0.9215017064846417
Image 293, true label: 6, predicted label: 6, accumulative accuracy: 0.9217687074829932
Image 294, true label: 5, predicted label: 5, accumulative accuracy: 0.9220338983050848
Image 295, true label: 5, predicted label: 5, accumulative accuracy: 0.9222972972972973
Image 296, true label: 1, predicted label: 1, accumulative accuracy: 0.9225589225589226
Image 297, true label: 9, predicted label: 9, accumulative accuracy: 0.9228187919463087
Image 298, true label: 8, predicted label: 8, accumulative accuracy: 0.9230769230769231
Image 299, true label: 8, predicted label: 8, accumulative accuracy: 0.9233333333333333
Running MLPClassifier (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 21336
Image 300, true label: 3, predicted label: 3, accumulative accuracy: 0.9235880398671097
Image 301, true label: 3, predicted label: 3, accumulative accuracy: 0.9238410596026491
Image 302, true label: 6, predicted label: 6, accumulative accuracy: 0.9240924092409241
Image 303, true label: 8, predicted label: 8, accumulative accuracy: 0.9243421052631579
Image 304, true label: 0, predicted label: 0, accumulative accuracy: 0.9245901639344263
Image 305, true label: 0, predicted label: 0, accumulative accuracy: 0.9248366013071896
Image 306, true label: 2, predicted label: 2, accumulative accuracy: 0.9250814332247557
Image 307, true label: 9, predicted label: 9, accumulative accuracy: 0.9253246753246753
Image 308, true label: 7, predicted label: 7, accumulative accuracy: 0.9255663430420712
Image 309, true label: 7, predicted label: 7, accumulative accuracy: 0.9258064516129032
Running MLPClassifier (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 21332
Image 310, true label: 1, predicted label: 1, accumulative accuracy: 0.9260450160771704
Image 311, true label: 3, predicted label: 3, accumulative accuracy: 0.9262820512820513
Image 312, true label: 6, predicted label: 6, accumulative accuracy: 0.9265175718849841
Image 313, true label: 4, predicted label: 6, accumulative accuracy: 0.9235668789808917
Image 314, true label: 2, predicted label: 2, accumulative accuracy: 0.9238095238095239
Image 315, true label: 4, predicted label: 4, accumulative accuracy: 0.9240506329113924
Image 316, true label: 9, predicted label: 7, accumulative accuracy: 0.9211356466876972
Image 317, true label: 1, predicted label: 1, accumulative accuracy: 0.9213836477987422
Image 318, true label: 6, predicted label: 6, accumulative accuracy: 0.9216300940438872
Image 319, true label: 4, predicted label: 4, accumulative accuracy: 0.921875
Running MLPClassifier (dma_lea_opt_adaptive_buffer_mem_acc) total cycles (32767 Hz) (CNT=10): 21342
Image 320, true label: 8, predicted label: 8, accumulative accuracy: 0.9221183800623053
Image 321, true label: 2, predicted label: 2, accumulative accuracy: 0.922360248447205
Image 322, true label: 6, predicted label: 6, accumulative accuracy: 0.9226006191950464
Image 323, true label: 5, predicted label: 5, accumulative accuracy: 0.9228395061728395
