Image 0, true label: 3, predicted label: 3, accumulative accuracy: 1.0
Image 113, true label: 2, predicted label: 2, accumulative accuracy: 0.8157894736842105
Image 114, true label: 1, predicted label: 1, accumulative accuracy: 0.8173913043478261
Image 115, true label: 3, predicted label: 3, accumulative accuracy: 0.8189655172413793
Image 116, true label: 0, predicted label: 0, accumulative accuracy: 0.8205128205128205
Image 117, true label: 4, predicted label: 9, accumulative accuracy: 0.8135593220338984
Image 118, true label: 2, predicted label: 6, accumulative accuracy: 0.8067226890756303
Image 119, true label: 7, predicted label: 7, accumulative accuracy: 0.8083333333333333
Running ResNet3 (dma_lea_opt_adaptive_buffer) total cycles (32767 Hz) (CNT=10): 2030538
Image 120, true label: 8, predicted label: 8, accumulative accuracy: 0.8099173553719008
Image 121, true label: 3, predicted label: 3, accumulative accuracy: 0.8114754098360656
Image 122, true label: 1, predicted label: 1, accumulative accuracy: 0.8130081300813008
Image 123, true label: 2, predicted label: 2, accumulative accuracy: 0.8145161290322581
Image 124, true label: 8, predicted label: 8, accumulative accuracy: 0.816
Image 125, true label: 0, predicted label: 2, accumulative accuracy: 0.8095238095238095
Image 126, true label: 8, predicted label: 8, accumulative accuracy: 0.8110236220472441
Image 127, true label: 3, predicted label: 3, accumulative accuracy: 0.8125
Image 128, true label: 5, predicted label: 6, accumulative accuracy: 0.8062015503875969
Image 129, true label: 2, predicted label: 2, accumulative accuracy: 0.8076923076923077
Running ResNet3 (dma_lea_opt_adaptive_buffer) total cycles (32767 Hz) (CNT=10): 2030474
Image 130, true label: 4, predicted label: 4, accumulative accuracy: 0.8091603053435115
Image 131, true label: 1, predicted label: 1, accumulative accuracy: 0.8106060606060606
Image 132, true label: 8, predicted label: 8, accumulative accuracy: 0.8120300751879699
Image 133, true label: 9, predicted label: 9, accumulative accuracy: 0.8134328358208955
Image 134, true label: 1, predicted label: 1, accumulative accuracy: 0.8148148148148148
Image 135, true label: 2, predicted label: 2, accumulative accuracy: 0.8161764705882353
Image 136, true label: 9, predicted label: 9, accumulative accuracy: 0.8175182481751825
Image 137, true label: 7, predicted label: 7, accumulative accuracy: 0.8188405797101449
Image 138, true label: 2, predicted label: 4, accumulative accuracy: 0.8129496402877698
Image 139, true label: 9, predicted label: 9, accumulative accuracy: 0.8142857142857143
Running ResNet3 (dma_lea_opt_adaptive_buffer) total cycles (32767 Hz) (CNT=10): 2030545
Image 140, true label: 6, predicted label: 6, accumulative accuracy: 0.8156028368794326
Image 141, true label: 5, predicted label: 5, accumulative accuracy: 0.8169014084507042
Image 142, true label: 6, predicted label: 6, accumulative accuracy: 0.8181818181818182
Image 143, true label: 3, predicted label: 5, accumulative accuracy: 0.8125
Image 144, true label: 8, predicted label: 8, accumulative accuracy: 0.8137931034482758
Image 145, true label: 7, predicted label: 7, accumulative accuracy: 0.815068493150685
Image 146, true label: 6, predicted label: 6, accumulative accuracy: 0.8163265306122449
Image 147, true label: 2, predicted label: 6, accumulative accuracy: 0.8108108108108109
Image 148, true label: 5, predicted label: 5, accumulative accuracy: 0.8120805369127517
Image 149, true label: 2, predicted label: 2, accumulative accuracy: 0.8133333333333334
Running ResNet3 (dma_lea_opt_adaptive_buffer) total cycles (32767 Hz) (CNT=10): 2030481
Image 150, true label: 8, predicted label: 8, accumulative accuracy: 0.8145695364238411
Image 151, true label: 9, predicted label: 9, accumulative accuracy: 0.8157894736842105
Image 152, true label: 6, predicted label: 6, accumulative accuracy: 0.8169934640522876
Image 153, true label: 0, predicted label: 0, accumulative accuracy: 0.8181818181818182
Image 154, true label: 0, predicted label: 0, accumulative accuracy: 0.8193548387096774
Image 155, true label: 5, predicted label: 5, accumulative accuracy: 0.8205128205128205
Image 156, true label: 2, predicted label: 2, accumulative accuracy: 0.821656050955414
Image 157, true label: 9, predicted label: 9, accumulative accuracy: 0.8227848101265823
Image 158, true label: 5, predicted label: 3, accumulative accuracy: 0.8176100628930818
Image 159, true label: 4, predicted label: 4, accumulative accuracy: 0.81875
Running ResNet3 (dma_lea_opt_adaptive_buffer) total cycles (32767 Hz) (CNT=10): 2030430
Image 160, true label: 2, predicted label: 2, accumulative accuracy: 0.8198757763975155
Image 161, true label: 1, predicted label: 1, accumulative accuracy: 0.8209876543209876
Image 162, true label: 6, predicted label: 3, accumulative accuracy: 0.8159509202453987
Image 163, true label: 6, predicted label: 6, accumulative accuracy: 0.8170731707317073
Image 164, true label: 8, predicted label: 8, accumulative accuracy: 0.8181818181818182
Image 165, true label: 4, predicted label: 4, accumulative accuracy: 0.8192771084337349
Image 166, true label: 8, predicted label: 8, accumulative accuracy: 0.8203592814371258
Image 167, true label: 4, predicted label: 4, accumulative accuracy: 0.8214285714285714
Image 168, true label: 5, predicted label: 5, accumulative accuracy: 0.8224852071005917
Image 169, true label: 0, predicted label: 8, accumulative accuracy: 0.8176470588235294
Running ResNet3 (dma_lea_opt_adaptive_buffer) total cycles (32767 Hz) (CNT=10): 2030481
Image 170, true label: 9, predicted label: 9, accumulative accuracy: 0.8187134502923976
Image 171, true label: 9, predicted label: 9, accumulative accuracy: 0.8197674418604651
Image 172, true label: 9, predicted label: 9, accumulative accuracy: 0.8208092485549133
Image 173, true label: 8, predicted label: 8, accumulative accuracy: 0.8218390804597702
Image 174, true label: 9, predicted label: 9, accumulative accuracy: 0.8228571428571428
Image 175, true label: 9, predicted label: 9, accumulative accuracy: 0.8238636363636364
Image 176, true label: 3, predicted label: 6, accumulative accuracy: 0.8192090395480226
Image 177, true label: 7, predicted label: 7, accumulative accuracy: 0.8202247191011236
Image 178, true label: 5, predicted label: 3, accumulative accuracy: 0.8156424581005587
Image 179, true label: 0, predicted label: 0, accumulative accuracy: 0.8166666666666667
Running ResNet3 (dma_lea_opt_adaptive_buffer) total cycles (32767 Hz) (CNT=10): 2030486
Image 180, true label: 0, predicted label: 0, accumulative accuracy: 0.8176795580110497
Image 181, true label: 5, predicted label: 5, accumulative accuracy: 0.8186813186813187
Image 182, true label: 2, predicted label: 2, accumulative accuracy: 0.819672131147541
Image 183, true label: 2, predicted label: 6, accumulative accuracy: 0.8152173913043478
Image 184, true label: 3, predicted label: 0, accumulative accuracy: 0.8108108108108109
Image 185, true label: 8, predicted label: 8, accumulative accuracy: 0.8118279569892473
Image 186, true label: 6, predicted label: 6, accumulative accuracy: 0.8128342245989305
Image 187, true label: 3, predicted label: 3, accumulative accuracy: 0.8138297872340425
Image 188, true label: 4, predicted label: 3, accumulative accuracy: 0.8095238095238095
Image 189, true label: 0, predicted label: 8, accumulative accuracy: 0.8052631578947368
Running ResNet3 (dma_lea_opt_adaptive_buffer) total cycles (32767 Hz) (CNT=10): 2030502
Image 190, true label: 5, predicted label: 5, accumulative accuracy: 0.806282722513089
Image 191, true label: 8, predicted label: 8, accumulative accuracy: 0.8072916666666666
Image 192, true label: 0, predicted label: 0, accumulative accuracy: 0.8082901554404145
Image 193, true label: 1, predicted label: 1, accumulative accuracy: 0.8092783505154639
Image 194, true label: 7, predicted label: 5, accumulative accuracy: 0.8051282051282052
Image 195, true label: 2, predicted label: 2, accumulative accuracy: 0.8061224489795918
Image 196, true label: 8, predicted label: 8, accumulative accuracy: 0.8071065989847716
Image 197, true label: 8, predicted label: 8, accumulative accuracy: 0.8080808080808081
Image 198, true label: 7, predicted label: 7, accumulative accuracy: 0.8090452261306532
Image 199, true label: 8, predicted label: 8, accumulative accuracy: 0.81
Running ResNet3 (dma_lea_opt_adaptive_buffer) total cycles (32767 Hz) (CNT=10): 2030512
Image 200, true label: 5, predicted label: 3, accumulative accuracy: 0.8059701492537313
Image 201, true label: 1, predicted label: 1, accumulative accuracy: 0.806930693069307
Image 202, true label: 8, predicted label: 8, accumulative accuracy: 0.8078817733990148
Image 203, true label: 7, predicted label: 7, accumulative accuracy: 0.8088235294117647
Image 204, true label: 1, predicted label: 1, accumulative accuracy: 0.8097560975609757
Image 205, true label: 3, predicted label: 3, accumulative accuracy: 0.8106796116504854
Image 206, true label: 0, predicted label: 0, accumulative accuracy: 0.8115942028985508
Image 207, true label: 5, predicted label: 5, accumulative accuracy: 0.8125
Image 208, true label: 7, predicted label: 8, accumulative accuracy: 0.8086124401913876
Image 209, true label: 9, predicted label: 9, accumulative accuracy: 0.8095238095238095
Running ResNet3 (dma_lea_opt_adaptive_buffer) total cycles (32767 Hz) (CNT=10): 2030512
Image 210, true label: 7, predicted label: 3, accumulative accuracy: 0.8056872037914692
Image 211, true label: 4, predicted label: 8, accumulative accuracy: 0.8018867924528302
Image 212, true label: 5, predicted label: 5, accumulative accuracy: 0.8028169014084507
Image 213, true label: 9, predicted label: 9, accumulative accuracy: 0.8037383177570093
Image 214, true label: 8, predicted label: 8, accumulative accuracy: 0.8046511627906977
Image 215, true label: 0, predicted label: 0, accumulative accuracy: 0.8055555555555556
Image 216, true label: 7, predicted label: 7, accumulative accuracy: 0.8064516129032258
Image 217, true label: 9, predicted label: 9, accumulative accuracy: 0.8073394495412844
Image 218, true label: 8, predicted label: 8, accumulative accuracy: 0.8082191780821918
Image 219, true label: 2, predicted label: 2, accumulative accuracy: 0.8090909090909091
Running ResNet3 (dma_lea_opt_adaptive_buffer) total cycles (32767 Hz) (CNT=10): 2030594
Image 220, true label: 7, predicted label: 7, accumulative accuracy: 0.8099547511312217
Image 221, true label: 6, predicted label: 5, accumulative accuracy: 0.8063063063063063
Image 222, true label: 9, predicted label: 9, accumulative accuracy: 0.8071748878923767
Image 223, true label: 4, predicted label: 4, accumulative accuracy: 0.8080357142857143
Image 224, true label: 3, predicted label: 3, accumulative accuracy: 0.8088888888888889
Image 225, true label: 9, predicted label: 1, accumulative accuracy: 0.8053097345132744
Image 226, true label: 6, predicted label: 4, accumulative accuracy: 0.801762114537445
Image 227, true label: 4, predicted label: 4, accumulative accuracy: 0.8026315789473685
Image 228, true label: 7, predicted label: 3, accumulative accuracy: 0.7991266375545851
Image 229, true label: 6, predicted label: 2, accumulative accuracy: 0.7956521739130434
Running ResNet3 (dma_lea_opt_adaptive_buffer) total cycles (32767 Hz) (CNT=10): 2030434
Image 230, true label: 5, predicted label: 5, accumulative accuracy: 0.7965367965367965
Image 231, true label: 1, predicted label: 1, accumulative accuracy: 0.7974137931034483
Image 232, true label: 5, predicted label: 5, accumulative accuracy: 0.7982832618025751
Image 233, true label: 8, predicted label: 8, accumulative accuracy: 0.7991452991452992
Image 234, true label: 8, predicted label: 8, accumulative accuracy: 0.8
Image 235, true label: 0, predicted label: 0, accumulative accuracy: 0.8008474576271186
Image 236, true label: 4, predicted label: 4, accumulative accuracy: 0.8016877637130801
Image 237, true label: 0, predicted label: 9, accumulative accuracy: 0.7983193277310925
Image 238, true label: 5, predicted label: 5, accumulative accuracy: 0.799163179916318
Image 239, true label: 5, predicted label: 3, accumulative accuracy: 0.7958333333333333
Running ResNet3 (dma_lea_opt_adaptive_buffer) total cycles (32767 Hz) (CNT=10): 2030412
Image 240, true label: 1, predicted label: 1, accumulative accuracy: 0.7966804979253111
Image 241, true label: 1, predicted label: 1, accumulative accuracy: 0.7975206611570248
Image 242, true label: 8, predicted label: 8, accumulative accuracy: 0.7983539094650206
Image 243, true label: 9, predicted label: 9, accumulative accuracy: 0.7991803278688525
Image 244, true label: 0, predicted label: 0, accumulative accuracy: 0.8
Image 245, true label: 3, predicted label: 6, accumulative accuracy: 0.7967479674796748
Image 246, true label: 1, predicted label: 1, accumulative accuracy: 0.7975708502024291
Image 247, true label: 9, predicted label: 8, accumulative accuracy: 0.7943548387096774
Image 248, true label: 2, predicted label: 2, accumulative accuracy: 0.7951807228915663
Image 249, true label: 2, predicted label: 2, accumulative accuracy: 0.796
Running ResNet3 (dma_lea_opt_adaptive_buffer) total cycles (32767 Hz) (CNT=10): 2030375
Image 250, true label: 5, predicted label: 5, accumulative accuracy: 0.796812749003984
Image 251, true label: 3, predicted label: 3, accumulative accuracy: 0.7976190476190477
Image 252, true label: 9, predicted label: 9, accumulative accuracy: 0.7984189723320159
Image 253, true label: 9, predicted label: 9, accumulative accuracy: 0.7992125984251969
Image 254, true label: 4, predicted label: 4, accumulative accuracy: 0.8
Image 255, true label: 0, predicted label: 0, accumulative accuracy: 0.80078125
Image 256, true label: 3, predicted label: 3, accumulative accuracy: 0.8015564202334631
Image 257, true label: 0, predicted label: 0, accumulative accuracy: 0.8023255813953488
Image 258, true label: 0, predicted label: 0, accumulative accuracy: 0.803088803088803
Image 259, true label: 9, predicted label: 1, accumulative accuracy: 0.8
Running ResNet3 (dma_lea_opt_adaptive_buffer) total cycles (32767 Hz) (CNT=10): 2030434
Image 260, true label: 8, predicted label: 8, accumulative accuracy: 0.8007662835249042
Image 261, true label: 1, predicted label: 1, accumulative accuracy: 0.8015267175572519
Image 262, true label: 5, predicted label: 5, accumulative accuracy: 0.8022813688212928
Image 263, true label: 7, predicted label: 3, accumulative accuracy: 0.7992424242424242
Image 264, true label: 0, predicted label: 0, accumulative accuracy: 0.8
Image 265, true label: 8, predicted label: 8, accumulative accuracy: 0.8007518796992481
Image 266, true label: 2, predicted label: 2, accumulative accuracy: 0.8014981273408239
Image 267, true label: 4, predicted label: 4, accumulative accuracy: 0.8022388059701493
Image 268, true label: 7, predicted label: 7, accumulative accuracy: 0.8029739776951673
Image 269, true label: 0, predicted label: 0, accumulative accuracy: 0.8037037037037037
Running ResNet3 (dma_lea_opt_adaptive_buffer) total cycles (32767 Hz) (CNT=10): 2030413
Image 270, true label: 2, predicted label: 2, accumulative accuracy: 0.8044280442804428
Image 271, true label: 3, predicted label: 3, accumulative accuracy: 0.8051470588235294
Image 272, true label: 6, predicted label: 6, accumulative accuracy: 0.8058608058608059
Image 273, true label: 3, predicted label: 3, accumulative accuracy: 0.8065693430656934
Image 274, true label: 8, predicted label: 8, accumulative accuracy: 0.8072727272727273
Image 275, true label: 5, predicted label: 5, accumulative accuracy: 0.8079710144927537
Image 276, true label: 0, predicted label: 1, accumulative accuracy: 0.8050541516245487
Image 277, true label: 3, predicted label: 5, accumulative accuracy: 0.802158273381295
Image 278, true label: 4, predicted label: 4, accumulative accuracy: 0.8028673835125448
Image 279, true label: 3, predicted label: 3, accumulative accuracy: 0.8035714285714286
Running ResNet3 (dma_lea_opt_adaptive_buffer) total cycles (32767 Hz) (CNT=10): 2030385
Image 280, true label: 9, predicted label: 9, accumulative accuracy: 0.8042704626334519
Image 281, true label: 0, predicted label: 0, accumulative accuracy: 0.8049645390070922
Image 282, true label: 6, predicted label: 6, accumulative accuracy: 0.8056537102473498
Image 283, true label: 1, predicted label: 1, accumulative accuracy: 0.8063380281690141
Image 284, true label: 0, predicted label: 8, accumulative accuracy: 0.8035087719298246
Image 285, true label: 9, predicted label: 9, accumulative accuracy: 0.8041958041958042
Image 286, true label: 1, predicted label: 1, accumulative accuracy: 0.8048780487804879
Image 287, true label: 0, predicted label: 8, accumulative accuracy: 0.8020833333333334
Image 288, true label: 7, predicted label: 7, accumulative accuracy: 0.8027681660899654
Image 289, true label: 9, predicted label: 9, accumulative accuracy: 0.803448275862069
Running ResNet3 (dma_lea_opt_adaptive_buffer) total cycles (32767 Hz) (CNT=10): 2030332
Image 290, true label: 1, predicted label: 1, accumulative accuracy: 0.8041237113402062
Image 291, true label: 2, predicted label: 2, accumulative accuracy: 0.8047945205479452
Image 292, true label: 6, predicted label: 6, accumulative accuracy: 0.8054607508532423
Image 293, true label: 9, predicted label: 1, accumulative accuracy: 0.8027210884353742
Image 294, true label: 3, predicted label: 3, accumulative accuracy: 0.8033898305084746
Image 295, true label: 4, predicted label: 4, accumulative accuracy: 0.8040540540540541
Image 296, true label: 6, predicted label: 6, accumulative accuracy: 0.8047138047138047
Image 297, true label: 0, predicted label: 0, accumulative accuracy: 0.8053691275167785
Image 298, true label: 0, predicted label: 0, accumulative accuracy: 0.8060200668896321
Image 299, true label: 6, predicted label: 6, accumulative accuracy: 0.8066666666666666
Running ResNet3 (dma_lea_opt_adaptive_buffer) total cycles (32767 Hz) (CNT=10): 2030370
Image 300, true label: 6, predicted label: 6, accumulative accuracy: 0.8073089700996677
Image 301, true label: 6, predicted label: 6, accumulative accuracy: 0.8079470198675497
Image 302, true label: 3, predicted label: 3, accumulative accuracy: 0.8085808580858086
Image 303, true label: 2, predicted label: 2, accumulative accuracy: 0.8092105263157895
Image 304, true label: 6, predicted label: 6, accumulative accuracy: 0.8098360655737705
Image 305, true label: 1, predicted label: 1, accumulative accuracy: 0.8104575163398693
Image 306, true label: 8, predicted label: 9, accumulative accuracy: 0.8078175895765473
Image 307, true label: 2, predicted label: 2, accumulative accuracy: 0.8084415584415584
Image 308, true label: 1, predicted label: 1, accumulative accuracy: 0.8090614886731392
Image 309, true label: 6, predicted label: 4, accumulative accuracy: 0.8064516129032258
Running ResNet3 (dma_lea_opt_adaptive_buffer) total cycles (32767 Hz) (CNT=10): 2030208
Image 310, true label: 8, predicted label: 8, accumulative accuracy: 0.8070739549839229
Image 311, true label: 6, predicted label: 6, accumulative accuracy: 0.8076923076923077
Image 312, true label: 8, predicted label: 8, accumulative accuracy: 0.8083067092651757
Image 313, true label: 0, predicted label: 0, accumulative accuracy: 0.8089171974522293
Image 314, true label: 4, predicted label: 4, accumulative accuracy: 0.8095238095238095
Image 315, true label: 0, predicted label: 0, accumulative accuracy: 0.810126582278481
Image 316, true label: 7, predicted label: 7, accumulative accuracy: 0.8107255520504731
Image 317, true label: 7, predicted label: 7, accumulative accuracy: 0.8113207547169812
Image 318, true label: 5, predicted label: 5, accumulative accuracy: 0.8119122257053292
Image 319, true label: 5, predicted label: 5, accumulative accuracy: 0.8125
Running ResNet3 (dma_lea_opt_adaptive_buffer) total cycles (32767 Hz) (CNT=10): 2030230
Image 320, true label: 3, predicted label: 3, accumulative accuracy: 0.8130841121495327
Image 321, true label: 5, predicted label: 3, accumulative accuracy: 0.8105590062111802
Image 322, true label: 2, predicted label: 2, accumulative accuracy: 0.8111455108359134
Image 323, true label: 3, predicted label: 3, accumulative accuracy: 0.8117283950617284
Image 324, true label: 4, predicted label: 8, accumulative accuracy: 0.8092307692307692
Image 325, true label: 1, predicted label: 7, accumulative accuracy: 0.8067484662576687
Image 326, true label: 7, predicted label: 7, accumulative accuracy: 0.8073394495412844
Image 327, true label: 5, predicted label: 5, accumulative accuracy: 0.8079268292682927
Image 328, true label: 4, predicted label: 4, accumulative accuracy: 0.8085106382978723
